,tracon,year,month
1248,CLT,1996,1
1249,CLT,1996,2
1250,CLT,1996,3
1251,CLT,1996,4
1252,CLT,1996,5
1253,CLT,1996,6
1254,CLT,1996,7
1255,CLT,1996,8
1256,CLT,1996,9
1257,CLT,1996,10
1258,CLT,1996,11
1259,CLT,1996,12
1260,CLT,1997,1
1261,CLT,1997,2
1262,CLT,1997,3
1263,CLT,1997,4
1264,CLT,1997,5
1265,CLT,1997,6
1266,CLT,1997,7
1267,CLT,1997,8
1268,CLT,1997,9
1269,CLT,1997,10
1270,CLT,1997,11
1271,CLT,1997,12
1272,CLT,1998,1
1273,CLT,1998,2
1274,CLT,1998,3
1275,CLT,1998,4
1276,CLT,1998,5
1277,CLT,1998,6
1278,CLT,1998,7
1279,CLT,1998,8
1280,CLT,1998,9
1281,CLT,1998,10
1282,CLT,1998,11
1283,CLT,1998,12
1284,CLT,1999,1
1285,CLT,1999,2
1286,CLT,1999,3
1287,CLT,1999,4
1288,CLT,1999,5
1289,CLT,1999,6
1290,CLT,1999,7
1291,CLT,1999,8
1292,CLT,1999,9
1293,CLT,1999,10
1294,CLT,1999,11
1295,CLT,1999,12
1296,CLT,2000,1
1297,CLT,2000,2
1298,CLT,2000,3
1299,CLT,2000,4
1300,CLT,2000,5
1301,CLT,2000,6
1302,CLT,2000,7
1303,CLT,2000,8
1304,CLT,2000,9
1305,CLT,2000,10
1306,CLT,2000,11
1307,CLT,2000,12
1308,CLT,2001,1
1309,CLT,2001,2
1310,CLT,2001,3
1311,CLT,2001,4
1312,CLT,2001,5
1313,CLT,2001,6
1314,CLT,2001,7
1315,CLT,2001,8
1316,CLT,2001,9
1317,CLT,2001,10
1318,CLT,2001,11
1319,CLT,2001,12
1320,CLT,2002,1
1321,CLT,2002,2
1322,CLT,2002,3
1323,CLT,2002,4
1324,CLT,2002,5
1325,CLT,2002,6
1326,CLT,2002,7
1327,CLT,2002,8
1328,CLT,2002,9
1329,CLT,2002,10
1330,CLT,2002,11
1331,CLT,2002,12
1332,CLT,2003,1
1333,CLT,2003,2
1334,CLT,2003,3
1335,CLT,2003,4
1336,CLT,2003,5
1337,CLT,2003,6
1338,CLT,2003,7
1339,CLT,2003,8
1340,CLT,2003,9
1341,CLT,2003,10
1342,CLT,2003,11
1343,CLT,2003,12
1344,CLT,2004,1
1345,CLT,2004,2
1346,CLT,2004,3
1347,CLT,2004,4
1348,CLT,2004,5
1349,CLT,2004,6
1350,CLT,2004,7
1351,CLT,2004,8
1352,CLT,2004,9
1353,CLT,2004,10
1354,CLT,2004,11
1355,CLT,2004,12
1356,CLT,2005,1
1357,CLT,2005,2
1358,CLT,2005,3
1359,CLT,2005,4
1360,CLT,2005,5
1361,CLT,2005,6
1362,CLT,2005,7
1363,CLT,2005,8
1364,CLT,2005,9
1365,CLT,2005,10
1366,CLT,2005,11
1367,CLT,2005,12
1368,CLT,2006,1
1369,CLT,2006,2
1370,CLT,2006,3
1371,CLT,2006,4
1372,CLT,2006,5
1373,CLT,2006,6
1374,CLT,2006,7
1375,CLT,2006,8
1376,CLT,2006,9
1377,CLT,2006,10
1378,CLT,2006,11
1379,CLT,2006,12
1380,CLT,2007,1
1381,CLT,2007,2
1382,CLT,2007,3
1383,CLT,2007,4
1384,CLT,2007,5
1385,CLT,2007,6
1386,CLT,2007,7
1387,CLT,2007,8
1388,CLT,2007,9
1389,CLT,2007,10
1390,CLT,2007,11
1391,CLT,2007,12
1392,CLT,2008,1
1393,CLT,2008,2
1394,CLT,2008,3
1395,CLT,2008,4
1396,CLT,2008,5
1397,CLT,2008,6
1398,CLT,2008,7
1399,CLT,2008,8
1400,CLT,2008,9
1401,CLT,2008,10
1402,CLT,2008,11
1403,CLT,2008,12
1404,CLT,2009,1
1405,CLT,2009,2
1406,CLT,2009,3
1407,CLT,2009,4
1408,CLT,2009,5
1409,CLT,2009,6
1410,CLT,2009,7
1411,CLT,2009,8
1412,CLT,2009,9
1413,CLT,2009,10
1414,CLT,2009,11
1415,CLT,2009,12
1416,CLT,2010,1
1417,CLT,2010,2
1418,CLT,2010,3
1419,CLT,2010,4
1420,CLT,2010,5
1421,CLT,2010,6
1422,CLT,2010,7
1423,CLT,2010,8
1424,CLT,2010,9
1425,CLT,2010,10
1426,CLT,2010,11
1427,CLT,2010,12
1428,CLT,2011,1
1429,CLT,2011,2
1430,CLT,2011,3
1431,CLT,2011,4
1432,CLT,2011,5
1433,CLT,2011,6
1434,CLT,2011,7
1435,CLT,2011,8
1436,CLT,2011,9
1437,CLT,2011,10
1438,CLT,2011,11
1439,CLT,2011,12
1440,CLT,2012,1
1441,CLT,2012,2
1442,CLT,2012,3
1443,CLT,2012,4
1444,CLT,2012,5
1445,CLT,2012,6
1446,CLT,2012,7
1447,CLT,2012,8
1448,CLT,2012,9
1449,CLT,2012,10
1450,CLT,2012,11
1451,CLT,2012,12
1452,CLT,2013,1
1453,CLT,2013,2
1454,CLT,2013,3
1455,CLT,2013,4
1456,CLT,2013,5
1457,CLT,2013,6
1458,CLT,2013,7
1459,CLT,2013,8
1460,CLT,2013,9
1461,CLT,2013,10
1462,CLT,2013,11
1463,CLT,2013,12
1464,CLT,2014,1
1465,CLT,2014,2
1466,CLT,2014,3
1467,CLT,2014,4
1468,CLT,2014,5
1469,CLT,2014,6
1470,CLT,2014,7
1471,CLT,2014,8
1472,CLT,2014,9
1473,CLT,2014,10
1474,CLT,2014,11
1475,CLT,2014,12
1476,CLT,2015,1
1477,CLT,2015,2
1478,CLT,2015,3
1479,CLT,2015,4
1480,CLT,2015,5
1481,CLT,2015,6
1482,CLT,2015,7
1483,CLT,2015,8
1484,CLT,2015,9
1485,CLT,2015,10
1486,CLT,2015,11
1487,CLT,2015,12
1488,CLT,2016,1
1489,CLT,2016,2
1490,CLT,2016,3
1491,CLT,2016,4
1492,CLT,2016,5
1493,CLT,2016,6
1494,CLT,2016,7
1495,CLT,2016,8
1496,CLT,2016,9
1497,CLT,2016,10
1498,CLT,2016,11
1499,CLT,2016,12
1500,CLT,2017,1
1501,CLT,2017,2
1502,CLT,2017,3
1503,CLT,2017,4
1504,CLT,2017,5
1505,CLT,2017,6
1506,CLT,2017,7
1507,CLT,2017,8
1508,CLT,2017,9
1509,CLT,2017,10
1510,CLT,2017,11
1511,CLT,2017,12
1512,CLT,2018,1
1513,CLT,2018,2
1514,CLT,2018,3
1515,CLT,2018,4
1516,CLT,2018,5
1517,CLT,2018,6
1518,CLT,2018,7
1519,CLT,2018,8
1520,CLT,2018,9
1521,CLT,2018,10
1522,CLT,2018,11
1523,CLT,2018,12
1524,CLT,2019,1
1525,CLT,2019,2
1526,CLT,2019,3
1527,CLT,2019,4
1528,CLT,2019,5
1529,CLT,2019,6
1530,CLT,2019,7
1531,CLT,2019,8
1532,CLT,2019,9
1533,CLT,2019,10
1534,CLT,2019,11
1535,CLT,2019,12
1536,DCA,1988,1
1537,DCA,1988,2
1538,DCA,1988,3
1539,DCA,1988,4
1540,DCA,1988,5
1541,DCA,1988,6
1542,DCA,1988,7
1543,DCA,1988,8
1544,DCA,1988,9
1545,DCA,1988,10
1546,DCA,1988,11
1547,DCA,1988,12
1548,DCA,1989,1
1549,DCA,1989,2
1550,DCA,1989,3
1551,DCA,1989,4
1552,DCA,1989,5
1553,DCA,1989,6
1554,DCA,1989,7
1555,DCA,1989,8
1556,DCA,1989,9
1557,DCA,1989,10
1558,DCA,1989,11
1559,DCA,1989,12
1560,DCA,1990,1
1561,DCA,1990,2
1562,DCA,1990,3
1563,DCA,1990,4
1564,DCA,1990,5
1565,DCA,1990,6
1566,DCA,1990,7
1567,DCA,1990,8
1568,DCA,1990,9
1569,DCA,1990,10
1570,DCA,1990,11
1571,DCA,1990,12
1572,DCA,1991,1
1573,DCA,1991,2
1574,DCA,1991,3
1575,DCA,1991,4
1576,DCA,1991,5
1577,DCA,1991,6
1578,DCA,1991,7
1579,DCA,1991,8
1580,DCA,1991,9
1581,DCA,1991,10
1582,DCA,1991,11
1583,DCA,1991,12
1584,DCA,1992,1
1585,DCA,1992,2
1586,DCA,1992,3
1587,DCA,1992,4
1588,DCA,1992,5
1589,DCA,1992,6
1590,DCA,1992,7
1591,DCA,1992,8
1592,DCA,1992,9
1593,DCA,1992,10
1594,DCA,1992,11
1595,DCA,1992,12
1596,DCA,1993,1
1597,DCA,1993,2
1598,DCA,1993,3
1599,DCA,1993,4
1600,DCA,1993,5
1601,DCA,1993,6
1602,DCA,1993,7
1603,DCA,1993,8
1604,DCA,1993,9
1605,DCA,1993,10
1606,DCA,1993,11
1607,DCA,1993,12
1608,DCA,1994,1
1609,DCA,1994,2
1610,DCA,1994,3
1611,DCA,1994,4
1612,DCA,1994,5
1613,DCA,1994,6
1614,DCA,1994,7
1615,DCA,1994,8
1616,DCA,1994,9
1617,DCA,1994,10
1618,DCA,1994,11
1619,DCA,1994,12
1620,DCA,1995,1
1621,DCA,1995,2
1622,DCA,1995,3
1623,DCA,1995,4
1624,DCA,1995,5
1625,DCA,1995,6
1626,DCA,1995,7
1627,DCA,1995,8
1628,DCA,1995,9
1629,DCA,1995,10
1630,DCA,1995,11
1631,DCA,1995,12
1632,DCA,1996,1
1633,DCA,1996,2
1634,DCA,1996,3
1635,DCA,1996,4
1636,DCA,1996,5
1637,DCA,1996,6
1638,DCA,1996,7
1639,DCA,1996,8
1640,DCA,1996,9
1641,DCA,1996,10
1642,DCA,1996,11
1643,DCA,1996,12
1644,DCA,1997,1
1645,DCA,1997,2
1646,DCA,1997,3
1647,DCA,1997,4
1648,DCA,1997,5
1649,DCA,1997,6
1650,DCA,1997,7
1651,DCA,1997,8
1652,DCA,1997,9
1653,DCA,1997,10
1654,DCA,1997,11
1655,DCA,1997,12
1656,DCA,1998,1
1657,DCA,1998,2
1658,DCA,1998,3
1659,DCA,1998,4
1660,DCA,1998,5
1661,DCA,1998,6
1662,DCA,1998,7
1663,DCA,1998,8
1664,DCA,1998,9
1665,DCA,1998,10
1666,DCA,1998,11
1667,DCA,1998,12
1668,DCA,1999,1
1669,DCA,1999,2
1670,DCA,1999,3
1671,DCA,1999,4
1672,DCA,1999,5
1673,DCA,1999,6
1674,DCA,1999,7
1675,DCA,1999,8
1676,DCA,1999,9
1677,DCA,1999,10
1678,DCA,1999,11
1679,DCA,1999,12
1680,DCA,2000,1
1681,DCA,2000,2
1682,DCA,2000,3
1683,DCA,2000,4
1684,DCA,2000,5
1685,DCA,2000,6
1686,DCA,2000,7
1687,DCA,2000,8
1688,DCA,2000,9
1689,DCA,2000,10
1690,DCA,2000,11
1691,DCA,2000,12
1692,DCA,2001,1
1693,DCA,2001,2
1694,DCA,2001,3
1695,DCA,2001,4
1696,DCA,2001,5
1697,DCA,2001,6
1698,DCA,2001,7
1699,DCA,2001,8
1700,DCA,2001,9
1701,DCA,2001,10
1702,DCA,2001,11
1703,DCA,2001,12
1704,DCA,2002,1
1705,DCA,2002,2
1706,DCA,2002,3
1707,DCA,2002,4
1708,DCA,2002,5
1709,DCA,2002,6
1710,DCA,2002,7
1711,DCA,2002,8
1712,DCA,2002,9
1713,DCA,2002,10
1714,DCA,2002,11
1715,DCA,2002,12
1716,DCA,2003,1
1717,DCA,2003,2
1718,DCA,2003,3
1719,DCA,2003,4
1720,DCA,2003,5
1721,DCA,2003,6
1722,DCA,2003,7
1723,DCA,2003,8
1724,DCA,2003,9
1725,DCA,2003,10
1726,DCA,2003,11
1727,DCA,2003,12
1728,DCA,2004,1
1729,DCA,2004,2
1730,DCA,2004,3
1731,DCA,2004,4
1732,DCA,2004,5
1733,DCA,2004,6
1734,DCA,2004,7
1735,DCA,2004,8
1736,DCA,2004,9
1737,DCA,2004,10
1738,DCA,2004,11
1739,DCA,2004,12
1740,DCA,2005,1
1741,DCA,2005,2
1742,DCA,2005,3
1743,DCA,2005,4
1744,DCA,2005,5
1745,DCA,2005,6
1746,DCA,2005,7
1747,DCA,2005,8
1748,DCA,2005,9
1749,DCA,2005,10
1750,DCA,2005,11
1751,DCA,2005,12
1752,DCA,2006,1
1753,DCA,2006,2
1754,DCA,2006,3
1755,DCA,2006,4
1756,DCA,2006,5
1757,DCA,2006,6
1758,DCA,2006,7
1759,DCA,2006,8
1760,DCA,2006,9
1761,DCA,2006,10
1762,DCA,2006,11
1763,DCA,2006,12
1764,DCA,2007,1
1765,DCA,2007,2
1766,DCA,2007,3
1767,DCA,2007,4
1768,DCA,2007,5
1769,DCA,2007,6
1770,DCA,2007,7
1771,DCA,2007,8
1772,DCA,2007,9
1773,DCA,2007,10
1774,DCA,2007,11
1775,DCA,2007,12
1776,DCA,2008,1
1777,DCA,2008,2
1778,DCA,2008,3
1779,DCA,2008,4
1780,DCA,2008,5
1781,DCA,2008,6
1782,DCA,2008,7
1783,DCA,2008,8
1784,DCA,2008,9
1785,DCA,2008,10
1786,DCA,2008,11
1787,DCA,2008,12
1788,DCA,2009,1
1789,DCA,2009,2
1790,DCA,2009,3
1791,DCA,2009,4
1792,DCA,2009,5
1793,DCA,2009,6
1794,DCA,2009,7
1795,DCA,2009,8
1796,DCA,2009,9
1797,DCA,2009,10
1798,DCA,2009,11
1799,DCA,2009,12
1800,DCA,2010,1
1801,DCA,2010,2
1802,DCA,2010,3
1803,DCA,2010,4
1804,DCA,2010,5
1805,DCA,2010,6
1806,DCA,2010,7
1807,DCA,2010,8
1808,DCA,2010,9
1809,DCA,2010,10
1810,DCA,2010,11
1811,DCA,2010,12
1812,DCA,2011,1
1813,DCA,2011,2
1814,DCA,2011,3
1815,DCA,2011,4
1816,DCA,2011,5
1817,DCA,2011,6
1818,DCA,2011,7
1819,DCA,2011,8
1820,DCA,2011,9
1821,DCA,2011,10
1822,DCA,2011,11
1823,DCA,2011,12
1824,DCA,2012,1
1825,DCA,2012,2
1826,DCA,2012,3
1827,DCA,2012,4
1828,DCA,2012,5
1829,DCA,2012,6
1830,DCA,2012,7
1831,DCA,2012,8
1832,DCA,2012,9
1833,DCA,2012,10
1834,DCA,2012,11
1835,DCA,2012,12
1836,DCA,2013,1
1837,DCA,2013,2
1838,DCA,2013,3
1839,DCA,2013,4
1840,DCA,2013,5
1841,DCA,2013,6
1842,DCA,2013,7
1843,DCA,2013,8
1844,DCA,2013,9
1845,DCA,2013,10
1846,DCA,2013,11
1847,DCA,2013,12
1848,DCA,2014,1
1849,DCA,2014,2
1850,DCA,2014,3
1851,DCA,2014,4
1852,DCA,2014,5
1853,DCA,2014,6
1854,DCA,2014,7
1855,DCA,2014,8
1856,DCA,2014,9
1857,DCA,2014,10
1858,DCA,2014,11
1859,DCA,2014,12
1860,DCA,2015,1
1861,DCA,2015,2
1862,DCA,2015,3
1863,DCA,2015,4
1864,DCA,2015,5
1865,DCA,2015,6
1866,DCA,2015,7
1867,DCA,2015,8
1868,DCA,2015,9
1869,DCA,2015,10
1870,DCA,2015,11
1871,DCA,2015,12
1872,DCA,2016,1
1873,DCA,2016,2
1874,DCA,2016,3
1875,DCA,2016,4
1876,DCA,2016,5
1877,DCA,2016,6
1878,DCA,2016,7
1879,DCA,2016,8
1880,DCA,2016,9
1881,DCA,2016,10
1882,DCA,2016,11
1883,DCA,2016,12
1884,DCA,2017,1
1885,DCA,2017,2
1886,DCA,2017,3
1887,DCA,2017,4
1888,DCA,2017,5
1889,DCA,2017,6
1890,DCA,2017,7
1891,DCA,2017,8
1892,DCA,2017,9
1893,DCA,2017,10
1894,DCA,2017,11
1895,DCA,2017,12
1896,DCA,2018,1
1897,DCA,2018,2
1898,DCA,2018,3
1899,DCA,2018,4
1900,DCA,2018,5
1901,DCA,2018,6
1902,DCA,2018,7
1903,DCA,2018,8
1904,DCA,2018,9
1905,DCA,2018,10
1906,DCA,2018,11
1907,DCA,2018,12
1908,DCA,2019,1
1909,DCA,2019,2
1910,DCA,2019,3
1911,DCA,2019,4
1912,DCA,2019,5
1913,DCA,2019,6
1914,DCA,2019,7
1915,DCA,2019,8
1916,DCA,2019,9
1917,DCA,2019,10
1918,DCA,2019,11
1919,DCA,2019,12
1920,DEN,1988,1
1921,DEN,1988,2
1922,DEN,1988,3
1923,DEN,1988,4
1924,DEN,1988,5
1925,DEN,1988,6
1926,DEN,1988,7
1927,DEN,1988,8
1928,DEN,1988,9
1929,DEN,1988,10
1930,DEN,1988,11
1931,DEN,1988,12
1932,DEN,1989,1
1933,DEN,1989,2
1934,DEN,1989,3
1935,DEN,1989,4
1936,DEN,1989,5
1937,DEN,1989,6
1938,DEN,1989,7
1939,DEN,1989,8
1940,DEN,1989,9
1941,DEN,1989,10
1942,DEN,1989,11
1943,DEN,1989,12
1944,DEN,1990,1
1945,DEN,1990,2
1946,DEN,1990,3
1947,DEN,1990,4
1948,DEN,1990,5
1949,DEN,1990,6
1950,DEN,1990,7
1951,DEN,1990,8
1952,DEN,1990,9
1953,DEN,1990,10
1954,DEN,1990,11
1955,DEN,1990,12
1956,DEN,1991,1
1957,DEN,1991,2
1958,DEN,1991,3
1959,DEN,1991,4
1960,DEN,1991,5
1961,DEN,1991,6
1962,DEN,1991,7
1963,DEN,1991,8
1964,DEN,1991,9
1965,DEN,1991,10
1966,DEN,1991,11
1967,DEN,1991,12
1968,DEN,1992,1
1969,DEN,1992,2
1970,DEN,1992,3
1971,DEN,1992,4
1972,DEN,1992,5
1973,DEN,1992,6
1974,DEN,1992,7
1975,DEN,1992,8
1976,DEN,1992,9
1977,DEN,1992,10
1978,DEN,1992,11
1979,DEN,1992,12
1980,DEN,1993,1
1981,DEN,1993,2
1982,DEN,1993,3
1983,DEN,1993,4
1984,DEN,1993,5
1985,DEN,1993,6
1986,DEN,1993,7
1987,DEN,1993,8
1988,DEN,1993,9
1989,DEN,1993,10
1990,DEN,1993,11
1991,DEN,1993,12
1992,DEN,1994,1
1993,DEN,1994,2
1994,DEN,1994,3
1995,DEN,1994,4
1996,DEN,1994,5
1997,DEN,1994,6
1998,DEN,1994,7
1999,DEN,1994,8
2000,DEN,1994,9
2001,DEN,1994,10
2002,DEN,1994,11
2003,DEN,1994,12
2004,DEN,1995,1
2005,DEN,1995,2
2006,DEN,1995,3
2007,DEN,1995,4
2008,DEN,1995,5
2009,DEN,1995,6
2010,DEN,1995,7
2011,DEN,1995,8
2012,DEN,1995,9
2013,DEN,1995,10
2014,DEN,1995,11
2015,DEN,1995,12
2016,DEN,1996,1
2017,DEN,1996,2
2018,DEN,1996,3
2019,DEN,1996,4
2020,DEN,1996,5
2021,DEN,1996,6
2022,DEN,1996,7
2023,DEN,1996,8
2024,DEN,1996,9
2025,DEN,1996,10
2026,DEN,1996,11
2027,DEN,1996,12
2028,DEN,1997,1
2029,DEN,1997,2
2030,DEN,1997,3
2031,DEN,1997,4
2032,DEN,1997,5
2033,DEN,1997,6
2034,DEN,1997,7
2035,DEN,1997,8
2036,DEN,1997,9
2037,DEN,1997,10
2038,DEN,1997,11
2039,DEN,1997,12
2040,DEN,1998,1
2041,DEN,1998,2
2042,DEN,1998,3
2043,DEN,1998,4
2044,DEN,1998,5
2045,DEN,1998,6
2046,DEN,1998,7
2047,DEN,1998,8
2048,DEN,1998,9
2049,DEN,1998,10
2050,DEN,1998,11
2051,DEN,1998,12
2052,DEN,1999,1
2053,DEN,1999,2
2054,DEN,1999,3
2055,DEN,1999,4
2056,DEN,1999,5
2057,DEN,1999,6
2058,DEN,1999,7
2059,DEN,1999,8
2060,DEN,1999,9
2061,DEN,1999,10
2062,DEN,1999,11
2063,DEN,1999,12
2064,DEN,2000,1
2065,DEN,2000,2
2066,DEN,2000,3
2067,DEN,2000,4
2068,DEN,2000,5
2069,DEN,2000,6
2070,DEN,2000,7
2071,DEN,2000,8
2072,DEN,2000,9
2073,DEN,2000,10
2074,DEN,2000,11
2075,DEN,2000,12
2076,DEN,2001,1
2077,DEN,2001,2
2078,DEN,2001,3
2079,DEN,2001,4
2080,DEN,2001,5
2081,DEN,2001,6
2082,DEN,2001,7
2083,DEN,2001,8
2084,DEN,2001,9
2085,DEN,2001,10
2086,DEN,2001,11
2087,DEN,2001,12
2088,DEN,2002,1
2089,DEN,2002,2
2090,DEN,2002,3
2091,DEN,2002,4
2092,DEN,2002,5
2093,DEN,2002,6
2094,DEN,2002,7
2095,DEN,2002,8
2096,DEN,2002,9
2097,DEN,2002,10
2098,DEN,2002,11
2099,DEN,2002,12
2100,DEN,2003,1
2101,DEN,2003,2
2102,DEN,2003,3
2103,DEN,2003,4
2104,DEN,2003,5
2105,DEN,2003,6
2106,DEN,2003,7
2107,DEN,2003,8
2108,DEN,2003,9
2109,DEN,2003,10
2110,DEN,2003,11
2111,DEN,2003,12
2112,DEN,2004,1
2113,DEN,2004,2
2114,DEN,2004,3
2115,DEN,2004,4
2116,DEN,2004,5
2117,DEN,2004,6
2118,DEN,2004,7
2119,DEN,2004,8
2120,DEN,2004,9
2121,DEN,2004,10
2122,DEN,2004,11
2123,DEN,2004,12
2124,DEN,2005,1
2125,DEN,2005,2
2126,DEN,2005,3
2127,DEN,2005,4
2128,DEN,2005,5
2129,DEN,2005,6
2130,DEN,2005,7
2131,DEN,2005,8
2132,DEN,2005,9
2133,DEN,2005,10
2134,DEN,2005,11
2135,DEN,2005,12
2136,DEN,2006,1
2137,DEN,2006,2
2138,DEN,2006,3
2139,DEN,2006,4
2140,DEN,2006,5
2141,DEN,2006,6
2142,DEN,2006,7
2143,DEN,2006,8
2144,DEN,2006,9
2145,DEN,2006,10
2146,DEN,2006,11
2147,DEN,2006,12
2148,DEN,2007,1
2149,DEN,2007,2
2150,DEN,2007,3
2151,DEN,2007,4
2152,DEN,2007,5
2153,DEN,2007,6
2154,DEN,2007,7
2155,DEN,2007,8
2156,DEN,2007,9
2157,DEN,2007,10
2158,DEN,2007,11
2159,DEN,2007,12
2160,DEN,2008,1
2161,DEN,2008,2
2162,DEN,2008,3
2163,DEN,2008,4
2164,DEN,2008,5
2165,DEN,2008,6
2166,DEN,2008,7
2167,DEN,2008,8
2168,DEN,2008,9
2169,DEN,2008,10
2170,DEN,2008,11
2171,DEN,2008,12
2172,DEN,2009,1
2173,DEN,2009,2
2174,DEN,2009,3
2175,DEN,2009,4
2176,DEN,2009,5
2177,DEN,2009,6
2178,DEN,2009,7
2179,DEN,2009,8
2180,DEN,2009,9
2181,DEN,2009,10
2182,DEN,2009,11
2183,DEN,2009,12
2184,DEN,2010,1
2185,DEN,2010,2
2186,DEN,2010,3
2187,DEN,2010,4
2188,DEN,2010,5
2189,DEN,2010,6
2190,DEN,2010,7
2191,DEN,2010,8
2192,DEN,2010,9
2193,DEN,2010,10
2194,DEN,2010,11
2195,DEN,2010,12
2196,DEN,2011,1
2197,DEN,2011,2
2198,DEN,2011,3
2199,DEN,2011,4
2200,DEN,2011,5
2201,DEN,2011,6
2202,DEN,2011,7
2203,DEN,2011,8
2204,DEN,2011,9
2205,DEN,2011,10
2206,DEN,2011,11
2207,DEN,2011,12
2208,DEN,2012,1
2209,DEN,2012,2
2210,DEN,2012,3
2211,DEN,2012,4
2212,DEN,2012,5
2213,DEN,2012,6
2214,DEN,2012,7
2215,DEN,2012,8
2216,DEN,2012,9
2217,DEN,2012,10
2218,DEN,2012,11
2219,DEN,2012,12
2220,DEN,2013,1
2221,DEN,2013,2
2222,DEN,2013,3
2223,DEN,2013,4
2224,DEN,2013,5
2225,DEN,2013,6
2226,DEN,2013,7
2227,DEN,2013,8
2228,DEN,2013,9
2229,DEN,2013,10
2230,DEN,2013,11
2231,DEN,2013,12
2232,DEN,2014,1
2233,DEN,2014,2
2234,DEN,2014,3
2235,DEN,2014,4
2236,DEN,2014,5
2237,DEN,2014,6
2238,DEN,2014,7
2239,DEN,2014,8
2240,DEN,2014,9
2241,DEN,2014,10
2242,DEN,2014,11
2243,DEN,2014,12
2244,DEN,2015,1
2245,DEN,2015,2
2246,DEN,2015,3
2247,DEN,2015,4
2248,DEN,2015,5
2249,DEN,2015,6
2250,DEN,2015,7
2251,DEN,2015,8
2252,DEN,2015,9
2253,DEN,2015,10
2254,DEN,2015,11
2255,DEN,2015,12
2256,DEN,2016,1
2257,DEN,2016,2
2258,DEN,2016,3
2259,DEN,2016,4
2260,DEN,2016,5
2261,DEN,2016,6
2262,DEN,2016,7
2263,DEN,2016,8
2264,DEN,2016,9
2265,DEN,2016,10
2266,DEN,2016,11
2267,DEN,2016,12
2268,DEN,2017,1
2269,DEN,2017,2
2270,DEN,2017,3
2271,DEN,2017,4
2272,DEN,2017,5
2273,DEN,2017,6
2274,DEN,2017,7
2275,DEN,2017,8
2276,DEN,2017,9
2277,DEN,2017,10
2278,DEN,2017,11
2279,DEN,2017,12
2280,DEN,2018,1
2281,DEN,2018,2
2282,DEN,2018,3
2283,DEN,2018,4
2284,DEN,2018,5
2285,DEN,2018,6
2286,DEN,2018,7
2287,DEN,2018,8
2288,DEN,2018,9
2289,DEN,2018,10
2290,DEN,2018,11
2291,DEN,2018,12
2292,DEN,2019,1
2293,DEN,2019,2
2294,DEN,2019,3
2295,DEN,2019,4
2296,DEN,2019,5
2297,DEN,2019,6
2298,DEN,2019,7
2299,DEN,2019,8
2300,DEN,2019,9
2301,DEN,2019,10
2302,DEN,2019,11
2303,DEN,2019,12
2304,DFW,1988,1
2305,DFW,1988,2
2306,DFW,1988,3
2307,DFW,1988,4
2308,DFW,1988,5
2309,DFW,1988,6
2310,DFW,1988,7
2311,DFW,1988,8
2312,DFW,1988,9
2313,DFW,1988,10
2314,DFW,1988,11
2315,DFW,1988,12
2316,DFW,1989,1
2317,DFW,1989,2
2318,DFW,1989,3
2319,DFW,1989,4
2320,DFW,1989,5
2321,DFW,1989,6
2322,DFW,1989,7
2323,DFW,1989,8
2324,DFW,1989,9
2325,DFW,1989,10
2326,DFW,1989,11
2327,DFW,1989,12
2328,DFW,1990,1
2329,DFW,1990,2
2330,DFW,1990,3
2331,DFW,1990,4
2332,DFW,1990,5
2333,DFW,1990,6
2334,DFW,1990,7
2335,DFW,1990,8
2336,DFW,1990,9
2337,DFW,1990,10
2338,DFW,1990,11
2339,DFW,1990,12
2340,DFW,1991,1
2341,DFW,1991,2
2342,DFW,1991,3
2343,DFW,1991,4
2344,DFW,1991,5
2345,DFW,1991,6
2346,DFW,1991,7
2347,DFW,1991,8
2348,DFW,1991,9
2349,DFW,1991,10
2350,DFW,1991,11
2351,DFW,1991,12
2352,DFW,1992,1
2353,DFW,1992,2
2354,DFW,1992,3
2355,DFW,1992,4
2356,DFW,1992,5
2357,DFW,1992,6
2358,DFW,1992,7
2359,DFW,1992,8
2360,DFW,1992,9
2361,DFW,1992,10
2362,DFW,1992,11
2363,DFW,1992,12
2364,DFW,1993,1
2365,DFW,1993,2
2366,DFW,1993,3
2367,DFW,1993,4
2368,DFW,1993,5
2369,DFW,1993,6
2370,DFW,1993,7
2371,DFW,1993,8
2372,DFW,1993,9
2373,DFW,1993,10
2374,DFW,1993,11
2375,DFW,1993,12
2376,DFW,1994,1
2377,DFW,1994,2
2378,DFW,1994,3
2379,DFW,1994,4
2380,DFW,1994,5
2381,DFW,1994,6
2382,DFW,1994,7
2383,DFW,1994,8
2384,DFW,1994,9
2385,DFW,1994,10
2386,DFW,1994,11
2387,DFW,1994,12
2388,DFW,1995,1
2389,DFW,1995,2
2390,DFW,1995,3
2391,DFW,1995,4
2392,DFW,1995,5
2393,DFW,1995,6
2394,DFW,1995,7
2395,DFW,1995,8
2396,DFW,1995,9
2397,DFW,1995,10
2398,DFW,1995,11
2399,DFW,1995,12
2400,DFW,1996,1
2401,DFW,1996,2
2402,DFW,1996,3
2403,DFW,1996,4
2404,DFW,1996,5
2405,DFW,1996,6
2406,DFW,1996,7
2407,DFW,1996,8
2408,DFW,1996,9
2409,DFW,1996,10
2410,DFW,1996,11
2411,DFW,1996,12
2412,DFW,1997,1
