,tracon,year,month
2914,DTW,2006,11
2915,DTW,2006,12
2916,DTW,2007,1
2917,DTW,2007,2
2918,DTW,2007,3
2919,DTW,2007,4
2920,DTW,2007,5
2921,DTW,2007,6
2922,DTW,2007,7
2923,DTW,2007,8
2924,DTW,2007,9
2925,DTW,2007,10
2926,DTW,2007,11
2927,DTW,2007,12
2928,DTW,2008,1
2929,DTW,2008,2
2930,DTW,2008,3
2931,DTW,2008,4
2932,DTW,2008,5
2933,DTW,2008,6
2934,DTW,2008,7
2935,DTW,2008,8
2936,DTW,2008,9
2937,DTW,2008,10
2938,DTW,2008,11
2939,DTW,2008,12
2940,DTW,2009,1
2941,DTW,2009,2
2942,DTW,2009,3
2943,DTW,2009,4
2944,DTW,2009,5
2945,DTW,2009,6
2946,DTW,2009,7
2947,DTW,2009,8
2948,DTW,2009,9
2949,DTW,2009,10
2950,DTW,2009,11
2951,DTW,2009,12
2952,DTW,2010,1
2953,DTW,2010,2
2954,DTW,2010,3
2955,DTW,2010,4
2956,DTW,2010,5
2957,DTW,2010,6
2958,DTW,2010,7
2959,DTW,2010,8
2960,DTW,2010,9
2961,DTW,2010,10
2962,DTW,2010,11
2963,DTW,2010,12
2964,DTW,2011,1
2965,DTW,2011,2
2966,DTW,2011,3
2967,DTW,2011,4
2968,DTW,2011,5
2969,DTW,2011,6
2970,DTW,2011,7
2971,DTW,2011,8
2972,DTW,2011,9
2973,DTW,2011,10
2974,DTW,2011,11
2975,DTW,2011,12
2976,DTW,2012,1
2977,DTW,2012,2
2978,DTW,2012,3
2979,DTW,2012,4
2980,DTW,2012,5
2981,DTW,2012,6
2982,DTW,2012,7
2983,DTW,2012,8
2984,DTW,2012,9
2985,DTW,2012,10
2986,DTW,2012,11
2987,DTW,2012,12
2988,DTW,2013,1
2989,DTW,2013,2
2990,DTW,2013,3
2991,DTW,2013,4
2992,DTW,2013,5
2993,DTW,2013,6
2994,DTW,2013,7
2995,DTW,2013,8
2996,DTW,2013,9
2997,DTW,2013,10
2998,DTW,2013,11
2999,DTW,2013,12
3000,DTW,2014,1
3001,DTW,2014,2
3002,DTW,2014,3
3003,DTW,2014,4
3004,DTW,2014,5
3005,DTW,2014,6
3006,DTW,2014,7
3007,DTW,2014,8
3008,DTW,2014,9
3009,DTW,2014,10
3010,DTW,2014,11
3011,DTW,2014,12
3012,DTW,2015,1
3013,DTW,2015,2
3014,DTW,2015,3
3015,DTW,2015,4
3016,DTW,2015,5
3017,DTW,2015,6
3018,DTW,2015,7
3019,DTW,2015,8
3020,DTW,2015,9
3021,DTW,2015,10
3022,DTW,2015,11
3023,DTW,2015,12
3024,DTW,2016,1
3025,DTW,2016,2
3026,DTW,2016,3
3027,DTW,2016,4
3028,DTW,2016,5
3029,DTW,2016,6
3030,DTW,2016,7
3031,DTW,2016,8
3032,DTW,2016,9
3033,DTW,2016,10
3034,DTW,2016,11
3035,DTW,2016,12
3036,DTW,2017,1
3037,DTW,2017,2
3038,DTW,2017,3
3039,DTW,2017,4
3040,DTW,2017,5
3041,DTW,2017,6
3042,DTW,2017,7
3043,DTW,2017,8
3044,DTW,2017,9
3045,DTW,2017,10
3046,DTW,2017,11
3047,DTW,2017,12
3048,DTW,2018,1
3049,DTW,2018,2
3050,DTW,2018,3
3051,DTW,2018,4
3052,DTW,2018,5
3053,DTW,2018,6
3054,DTW,2018,7
3055,DTW,2018,8
3056,DTW,2018,9
3057,DTW,2018,10
3058,DTW,2018,11
3059,DTW,2018,12
3060,DTW,2019,1
3061,DTW,2019,2
3062,DTW,2019,3
3063,DTW,2019,4
3064,DTW,2019,5
3065,DTW,2019,6
3066,DTW,2019,7
3067,DTW,2019,8
3068,DTW,2019,9
3069,DTW,2019,10
3070,DTW,2019,11
3071,DTW,2019,12
3072,EWR,1988,1
3073,EWR,1988,2
3074,EWR,1988,3
3075,EWR,1988,4
3076,EWR,1988,5
3077,EWR,1988,6
3078,EWR,1988,7
3079,EWR,1988,8
3080,EWR,1988,9
3081,EWR,1988,10
3082,EWR,1988,11
3083,EWR,1988,12
3084,EWR,1989,1
3085,EWR,1989,2
3086,EWR,1989,3
3087,EWR,1989,4
3088,EWR,1989,5
3089,EWR,1989,6
3090,EWR,1989,7
3091,EWR,1989,8
3092,EWR,1989,9
3093,EWR,1989,10
3094,EWR,1989,11
3095,EWR,1989,12
3096,EWR,1990,1
3097,EWR,1990,2
3098,EWR,1990,3
3099,EWR,1990,4
3100,EWR,1990,5
3101,EWR,1990,6
3102,EWR,1990,7
3103,EWR,1990,8
3104,EWR,1990,9
3105,EWR,1990,10
3106,EWR,1990,11
3107,EWR,1990,12
3108,EWR,1991,1
3109,EWR,1991,2
3110,EWR,1991,3
3111,EWR,1991,4
3112,EWR,1991,5
3113,EWR,1991,6
3114,EWR,1991,7
3115,EWR,1991,8
3116,EWR,1991,9
3117,EWR,1991,10
3118,EWR,1991,11
3119,EWR,1991,12
3120,EWR,1992,1
3121,EWR,1992,2
3122,EWR,1992,3
3123,EWR,1992,4
3124,EWR,1992,5
3125,EWR,1992,6
3126,EWR,1992,7
3127,EWR,1992,8
3128,EWR,1992,9
3129,EWR,1992,10
3130,EWR,1992,11
3131,EWR,1992,12
3132,EWR,1993,1
3133,EWR,1993,2
3134,EWR,1993,3
3135,EWR,1993,4
3136,EWR,1993,5
3137,EWR,1993,6
3138,EWR,1993,7
3139,EWR,1993,8
3140,EWR,1993,9
3141,EWR,1993,10
3142,EWR,1993,11
3143,EWR,1993,12
3144,EWR,1994,1
3145,EWR,1994,2
3146,EWR,1994,3
3147,EWR,1994,4
3148,EWR,1994,5
3149,EWR,1994,6
3150,EWR,1994,7
3151,EWR,1994,8
3152,EWR,1994,9
3153,EWR,1994,10
3154,EWR,1994,11
3155,EWR,1994,12
3156,EWR,1995,1
3157,EWR,1995,2
3158,EWR,1995,3
3159,EWR,1995,4
3160,EWR,1995,5
3161,EWR,1995,6
3162,EWR,1995,7
3163,EWR,1995,8
3164,EWR,1995,9
3165,EWR,1995,10
3166,EWR,1995,11
3167,EWR,1995,12
3168,EWR,1996,1
3169,EWR,1996,2
3170,EWR,1996,3
3171,EWR,1996,4
3172,EWR,1996,5
3173,EWR,1996,6
3174,EWR,1996,7
3175,EWR,1996,8
3176,EWR,1996,9
3177,EWR,1996,10
3178,EWR,1996,11
3179,EWR,1996,12
3180,EWR,1997,1
3181,EWR,1997,2
3182,EWR,1997,3
3183,EWR,1997,4
3184,EWR,1997,5
3185,EWR,1997,6
3186,EWR,1997,7
3187,EWR,1997,8
3188,EWR,1997,9
3189,EWR,1997,10
3190,EWR,1997,11
3191,EWR,1997,12
3192,EWR,1998,1
3193,EWR,1998,2
3194,EWR,1998,3
3195,EWR,1998,4
3196,EWR,1998,5
3197,EWR,1998,6
3198,EWR,1998,7
3199,EWR,1998,8
3200,EWR,1998,9
3201,EWR,1998,10
3202,EWR,1998,11
3203,EWR,1998,12
3204,EWR,1999,1
3205,EWR,1999,2
3206,EWR,1999,3
3207,EWR,1999,4
3208,EWR,1999,5
3209,EWR,1999,6
3210,EWR,1999,7
3211,EWR,1999,8
3212,EWR,1999,9
3213,EWR,1999,10
3214,EWR,1999,11
3215,EWR,1999,12
3216,EWR,2000,1
3217,EWR,2000,2
3218,EWR,2000,3
3219,EWR,2000,4
3220,EWR,2000,5
3221,EWR,2000,6
3222,EWR,2000,7
3223,EWR,2000,8
3224,EWR,2000,9
3225,EWR,2000,10
3226,EWR,2000,11
3227,EWR,2000,12
3228,EWR,2001,1
3229,EWR,2001,2
3230,EWR,2001,3
3231,EWR,2001,4
3232,EWR,2001,5
3233,EWR,2001,6
3234,EWR,2001,7
3235,EWR,2001,8
3236,EWR,2001,9
3237,EWR,2001,10
3238,EWR,2001,11
3239,EWR,2001,12
3240,EWR,2002,1
3241,EWR,2002,2
3242,EWR,2002,3
3243,EWR,2002,4
3244,EWR,2002,5
3245,EWR,2002,6
3246,EWR,2002,7
3247,EWR,2002,8
3248,EWR,2002,9
3249,EWR,2002,10
3250,EWR,2002,11
3251,EWR,2002,12
3252,EWR,2003,1
3253,EWR,2003,2
3254,EWR,2003,3
3255,EWR,2003,4
3256,EWR,2003,5
3257,EWR,2003,6
3258,EWR,2003,7
3259,EWR,2003,8
3260,EWR,2003,9
3261,EWR,2003,10
3262,EWR,2003,11
3263,EWR,2003,12
3264,EWR,2004,1
3265,EWR,2004,2
3266,EWR,2004,3
3267,EWR,2004,4
3268,EWR,2004,5
3269,EWR,2004,6
3270,EWR,2004,7
3271,EWR,2004,8
3272,EWR,2004,9
3273,EWR,2004,10
3274,EWR,2004,11
3275,EWR,2004,12
3276,EWR,2005,1
3277,EWR,2005,2
3278,EWR,2005,3
3279,EWR,2005,4
3280,EWR,2005,5
3281,EWR,2005,6
3282,EWR,2005,7
3283,EWR,2005,8
3284,EWR,2005,9
3285,EWR,2005,10
3286,EWR,2005,11
3287,EWR,2005,12
3288,EWR,2006,1
3289,EWR,2006,2
3290,EWR,2006,3
3291,EWR,2006,4
3292,EWR,2006,5
3293,EWR,2006,6
3294,EWR,2006,7
3295,EWR,2006,8
3296,EWR,2006,9
3297,EWR,2006,10
3298,EWR,2006,11
3299,EWR,2006,12
3300,EWR,2007,1
3301,EWR,2007,2
3302,EWR,2007,3
3303,EWR,2007,4
3304,EWR,2007,5
3305,EWR,2007,6
3306,EWR,2007,7
3307,EWR,2007,8
3308,EWR,2007,9
3309,EWR,2007,10
3310,EWR,2007,11
3311,EWR,2007,12
3312,EWR,2008,1
3313,EWR,2008,2
3314,EWR,2008,3
3315,EWR,2008,4
3316,EWR,2008,5
3317,EWR,2008,6
3318,EWR,2008,7
3319,EWR,2008,8
3320,EWR,2008,9
3321,EWR,2008,10
3322,EWR,2008,11
3323,EWR,2008,12
3324,EWR,2009,1
3325,EWR,2009,2
3326,EWR,2009,3
3327,EWR,2009,4
3328,EWR,2009,5
3329,EWR,2009,6
3330,EWR,2009,7
3331,EWR,2009,8
3332,EWR,2009,9
3333,EWR,2009,10
3334,EWR,2009,11
3335,EWR,2009,12
3336,EWR,2010,1
3337,EWR,2010,2
3338,EWR,2010,3
3339,EWR,2010,4
3340,EWR,2010,5
3341,EWR,2010,6
3342,EWR,2010,7
3343,EWR,2010,8
3344,EWR,2010,9
3345,EWR,2010,10
3346,EWR,2010,11
3347,EWR,2010,12
3348,EWR,2011,1
3349,EWR,2011,2
3350,EWR,2011,3
3351,EWR,2011,4
3352,EWR,2011,5
3353,EWR,2011,6
3354,EWR,2011,7
3355,EWR,2011,8
3356,EWR,2011,9
3357,EWR,2011,10
3358,EWR,2011,11
3359,EWR,2011,12
3360,EWR,2012,1
3361,EWR,2012,2
3362,EWR,2012,3
3363,EWR,2012,4
3364,EWR,2012,5
3365,EWR,2012,6
3366,EWR,2012,7
3367,EWR,2012,8
3368,EWR,2012,9
3369,EWR,2012,10
3370,EWR,2012,11
3371,EWR,2012,12
3372,EWR,2013,1
3373,EWR,2013,2
3374,EWR,2013,3
3375,EWR,2013,4
3376,EWR,2013,5
3377,EWR,2013,6
3378,EWR,2013,7
3379,EWR,2013,8
3380,EWR,2013,9
3381,EWR,2013,10
3382,EWR,2013,11
3383,EWR,2013,12
3384,EWR,2014,1
3385,EWR,2014,2
3386,EWR,2014,3
3387,EWR,2014,4
3388,EWR,2014,5
3389,EWR,2014,6
3390,EWR,2014,7
3391,EWR,2014,8
3392,EWR,2014,9
3393,EWR,2014,10
3394,EWR,2014,11
3395,EWR,2014,12
3396,EWR,2015,1
3397,EWR,2015,2
3398,EWR,2015,3
3399,EWR,2015,4
3400,EWR,2015,5
3401,EWR,2015,6
3402,EWR,2015,7
3403,EWR,2015,8
3404,EWR,2015,9
3405,EWR,2015,10
3406,EWR,2015,11
3407,EWR,2015,12
3408,EWR,2016,1
3409,EWR,2016,2
3410,EWR,2016,3
3411,EWR,2016,4
3412,EWR,2016,5
3413,EWR,2016,6
3414,EWR,2016,7
3415,EWR,2016,8
3416,EWR,2016,9
3417,EWR,2016,10
3418,EWR,2016,11
3419,EWR,2016,12
3420,EWR,2017,1
3421,EWR,2017,2
3422,EWR,2017,3
3423,EWR,2017,4
3424,EWR,2017,5
3425,EWR,2017,6
3426,EWR,2017,7
3427,EWR,2017,8
3428,EWR,2017,9
3429,EWR,2017,10
3430,EWR,2017,11
3431,EWR,2017,12
3432,EWR,2018,1
3433,EWR,2018,2
3434,EWR,2018,3
3435,EWR,2018,4
3436,EWR,2018,5
3437,EWR,2018,6
3438,EWR,2018,7
3439,EWR,2018,8
3440,EWR,2018,9
3441,EWR,2018,10
3442,EWR,2018,11
3443,EWR,2018,12
3444,EWR,2019,1
3445,EWR,2019,2
3446,EWR,2019,3
3447,EWR,2019,4
3448,EWR,2019,5
3449,EWR,2019,6
3450,EWR,2019,7
3451,EWR,2019,8
3452,EWR,2019,9
3453,EWR,2019,10
3454,EWR,2019,11
3455,EWR,2019,12
3456,FLL,1988,1
3457,FLL,1988,2
3458,FLL,1988,3
3459,FLL,1988,4
3460,FLL,1988,5
3461,FLL,1988,6
3462,FLL,1988,7
3463,FLL,1988,8
3464,FLL,1988,9
3465,FLL,1988,10
3466,FLL,1988,11
3467,FLL,1988,12
3468,FLL,1989,1
3469,FLL,1989,2
3470,FLL,1989,3
3471,FLL,1989,4
3472,FLL,1989,5
3473,FLL,1989,6
3474,FLL,1989,7
3475,FLL,1989,8
3476,FLL,1989,9
3477,FLL,1989,10
3478,FLL,1989,11
3479,FLL,1989,12
3480,FLL,1990,1
3481,FLL,1990,2
3482,FLL,1990,3
3483,FLL,1990,4
3484,FLL,1990,5
3485,FLL,1990,6
3486,FLL,1990,7
3487,FLL,1990,8
3488,FLL,1990,9
3489,FLL,1990,10
3490,FLL,1990,11
3491,FLL,1990,12
3492,FLL,1991,1
3493,FLL,1991,2
3494,FLL,1991,3
3495,FLL,1991,4
3496,FLL,1991,5
3497,FLL,1991,6
3498,FLL,1991,7
3499,FLL,1991,8
3500,FLL,1991,9
3501,FLL,1991,10
3502,FLL,1991,11
3503,FLL,1991,12
3504,FLL,1992,1
3505,FLL,1992,2
3506,FLL,1992,3
3507,FLL,1992,4
3508,FLL,1992,5
3509,FLL,1992,6
3510,FLL,1992,7
3511,FLL,1992,8
3512,FLL,1992,9
3513,FLL,1992,10
3514,FLL,1992,11
3515,FLL,1992,12
3516,FLL,1993,1
3517,FLL,1993,2
3518,FLL,1993,3
3519,FLL,1993,4
3520,FLL,1993,5
3521,FLL,1993,6
3522,FLL,1993,7
3523,FLL,1993,8
3524,FLL,1993,9
3525,FLL,1993,10
3526,FLL,1993,11
3527,FLL,1993,12
3528,FLL,1994,1
3529,FLL,1994,2
3530,FLL,1994,3
3531,FLL,1994,4
3532,FLL,1994,5
3533,FLL,1994,6
3534,FLL,1994,7
3535,FLL,1994,8
3536,FLL,1994,9
3537,FLL,1994,10
3538,FLL,1994,11
3539,FLL,1994,12
3540,FLL,1995,1
3541,FLL,1995,2
3542,FLL,1995,3
3543,FLL,1995,4
3544,FLL,1995,5
3545,FLL,1995,6
3546,FLL,1995,7
3547,FLL,1995,8
3548,FLL,1995,9
3549,FLL,1995,10
3550,FLL,1995,11
3551,FLL,1995,12
3552,FLL,1996,1
3553,FLL,1996,2
3554,FLL,1996,3
3555,FLL,1996,4
3556,FLL,1996,5
3557,FLL,1996,6
3558,FLL,1996,7
3559,FLL,1996,8
3560,FLL,1996,9
3561,FLL,1996,10
3562,FLL,1996,11
3563,FLL,1996,12
3564,FLL,1997,1
3565,FLL,1997,2
3566,FLL,1997,3
3567,FLL,1997,4
3568,FLL,1997,5
3569,FLL,1997,6
3570,FLL,1997,7
3571,FLL,1997,8
3572,FLL,1997,9
3573,FLL,1997,10
3574,FLL,1997,11
3575,FLL,1997,12
3576,FLL,1998,1
3577,FLL,1998,2
3578,FLL,1998,3
3579,FLL,1998,4
3580,FLL,1998,5
3581,FLL,1998,6
3582,FLL,1998,7
3583,FLL,1998,8
3584,FLL,1998,9
3585,FLL,1998,10
3586,FLL,1998,11
3587,FLL,1998,12
3588,FLL,1999,1
3589,FLL,1999,2
3590,FLL,1999,3
3591,FLL,1999,4
3592,FLL,1999,5
3593,FLL,1999,6
3594,FLL,1999,7
3595,FLL,1999,8
3596,FLL,1999,9
3597,FLL,1999,10
3598,FLL,1999,11
3599,FLL,1999,12
3600,FLL,2000,1
3601,FLL,2000,2
3602,FLL,2000,3
3603,FLL,2000,4
3604,FLL,2000,5
3605,FLL,2000,6
3606,FLL,2000,7
3607,FLL,2000,8
3608,FLL,2000,9
3609,FLL,2000,10
3610,FLL,2000,11
3611,FLL,2000,12
3612,FLL,2001,1
3613,FLL,2001,2
3614,FLL,2001,3
3615,FLL,2001,4
3616,FLL,2001,5
3617,FLL,2001,6
3618,FLL,2001,7
3619,FLL,2001,8
3620,FLL,2001,9
3621,FLL,2001,10
3622,FLL,2001,11
3623,FLL,2001,12
3624,FLL,2002,1
3625,FLL,2002,2
3626,FLL,2002,3
3627,FLL,2002,4
3628,FLL,2002,5
3629,FLL,2002,6
3630,FLL,2002,7
3631,FLL,2002,8
3632,FLL,2002,9
3633,FLL,2002,10
3634,FLL,2002,11
3635,FLL,2002,12
3636,FLL,2003,1
3637,FLL,2003,2
3638,FLL,2003,3
3639,FLL,2003,4
3640,FLL,2003,5
3641,FLL,2003,6
3642,FLL,2003,7
3643,FLL,2003,8
3644,FLL,2003,9
3645,FLL,2003,10
3646,FLL,2003,11
3647,FLL,2003,12
3648,FLL,2004,1
3649,FLL,2004,2
3650,FLL,2004,3
3651,FLL,2004,4
3652,FLL,2004,5
3653,FLL,2004,6
3654,FLL,2004,7
3655,FLL,2004,8
3656,FLL,2004,9
3657,FLL,2004,10
3658,FLL,2004,11
3659,FLL,2004,12
3660,FLL,2005,1
3661,FLL,2005,2
3662,FLL,2005,3
3663,FLL,2005,4
3664,FLL,2005,5
3665,FLL,2005,6
3666,FLL,2005,7
3667,FLL,2005,8
3668,FLL,2005,9
3669,FLL,2005,10
3670,FLL,2005,11
3671,FLL,2005,12
3672,FLL,2006,1
3673,FLL,2006,2
3674,FLL,2006,3
3675,FLL,2006,4
3676,FLL,2006,5
3677,FLL,2006,6
3678,FLL,2006,7
3679,FLL,2006,8
3680,FLL,2006,9
3681,FLL,2006,10
3682,FLL,2006,11
3683,FLL,2006,12
3684,FLL,2007,1
3685,FLL,2007,2
3686,FLL,2007,3
3687,FLL,2007,4
3688,FLL,2007,5
3689,FLL,2007,6
3690,FLL,2007,7
3691,FLL,2007,8
3692,FLL,2007,9
3693,FLL,2007,10
3694,FLL,2007,11
3695,FLL,2007,12
3696,FLL,2008,1
3697,FLL,2008,2
3698,FLL,2008,3
3699,FLL,2008,4
3700,FLL,2008,5
3701,FLL,2008,6
3702,FLL,2008,7
3703,FLL,2008,8
3704,FLL,2008,9
3705,FLL,2008,10
3706,FLL,2008,11
3707,FLL,2008,12
3708,FLL,2009,1
3709,FLL,2009,2
3710,FLL,2009,3
3711,FLL,2009,4
3712,FLL,2009,5
3713,FLL,2009,6
3714,FLL,2009,7
3715,FLL,2009,8
3716,FLL,2009,9
3717,FLL,2009,10
3718,FLL,2009,11
3719,FLL,2009,12
3720,FLL,2010,1
3721,FLL,2010,2
3722,FLL,2010,3
3723,FLL,2010,4
3724,FLL,2010,5
3725,FLL,2010,6
3726,FLL,2010,7
3727,FLL,2010,8
3728,FLL,2010,9
3729,FLL,2010,10
3730,FLL,2010,11
3731,FLL,2010,12
3732,FLL,2011,1
3733,FLL,2011,2
3734,FLL,2011,3
3735,FLL,2011,4
3736,FLL,2011,5
3737,FLL,2011,6
3738,FLL,2011,7
3739,FLL,2011,8
3740,FLL,2011,9
3741,FLL,2011,10
3742,FLL,2011,11
3743,FLL,2011,12
3744,FLL,2012,1
3745,FLL,2012,2
3746,FLL,2012,3
3747,FLL,2012,4
3748,FLL,2012,5
3749,FLL,2012,6
3750,FLL,2012,7
3751,FLL,2012,8
3752,FLL,2012,9
3753,FLL,2012,10
3754,FLL,2012,11
3755,FLL,2012,12
3756,FLL,2013,1
3757,FLL,2013,2
3758,FLL,2013,3
3759,FLL,2013,4
3760,FLL,2013,5
3761,FLL,2013,6
3762,FLL,2013,7
3763,FLL,2013,8
3764,FLL,2013,9
3765,FLL,2013,10
3766,FLL,2013,11
3767,FLL,2013,12
3768,FLL,2014,1
3769,FLL,2014,2
3770,FLL,2014,3
3771,FLL,2014,4
3772,FLL,2014,5
3773,FLL,2014,6
3774,FLL,2014,7
3775,FLL,2014,8
3776,FLL,2014,9
3777,FLL,2014,10
3778,FLL,2014,11
3779,FLL,2014,12
3780,FLL,2015,1
3781,FLL,2015,2
3782,FLL,2015,3
3783,FLL,2015,4
3784,FLL,2015,5
3785,FLL,2015,6
3786,FLL,2015,7
3787,FLL,2015,8
3788,FLL,2015,9
3789,FLL,2015,10
3790,FLL,2015,11
3791,FLL,2015,12
3792,FLL,2016,1
3793,FLL,2016,2
3794,FLL,2016,3
3795,FLL,2016,4
3796,FLL,2016,5
3797,FLL,2016,6
3798,FLL,2016,7
3799,FLL,2016,8
3800,FLL,2016,9
3801,FLL,2016,10
3802,FLL,2016,11
3803,FLL,2016,12
3804,FLL,2017,1
3805,FLL,2017,2
3806,FLL,2017,3
3807,FLL,2017,4
3808,FLL,2017,5
3809,FLL,2017,6
3810,FLL,2017,7
3811,FLL,2017,8
3812,FLL,2017,9
3813,FLL,2017,10
3814,FLL,2017,11
3815,FLL,2017,12
3816,FLL,2018,1
3817,FLL,2018,2
3818,FLL,2018,3
3819,FLL,2018,4
3820,FLL,2018,5
3821,FLL,2018,6
3822,FLL,2018,7
3823,FLL,2018,8
3824,FLL,2018,9
3825,FLL,2018,10
3826,FLL,2018,11
3827,FLL,2018,12
3828,FLL,2019,1
3829,FLL,2019,2
3830,FLL,2019,3
3831,FLL,2019,4
3832,FLL,2019,5
3833,FLL,2019,6
3834,FLL,2019,7
3835,FLL,2019,8
3836,FLL,2019,9
3837,FLL,2019,10
3838,FLL,2019,11
3839,FLL,2019,12
3840,HNL,1988,1
3841,HNL,1988,2
3842,HNL,1988,3
3843,HNL,1988,4
3844,HNL,1988,5
3845,HNL,1988,6
3846,HNL,1988,7
3847,HNL,1988,8
3848,HNL,1988,9
3849,HNL,1988,10
3850,HNL,1988,11
3851,HNL,1988,12
3852,HNL,1989,1
3853,HNL,1989,2
3854,HNL,1989,3
3855,HNL,1989,4
3856,HNL,1989,5
3857,HNL,1989,6
3858,HNL,1989,7
3859,HNL,1989,8
3860,HNL,1989,9
3861,HNL,1989,10
3862,HNL,1989,11
3863,HNL,1989,12
3864,HNL,1990,1
3865,HNL,1990,2
3866,HNL,1990,3
3867,HNL,1990,4
3868,HNL,1990,5
3869,HNL,1990,6
3870,HNL,1990,7
3871,HNL,1990,8
3872,HNL,1990,9
3873,HNL,1990,10
3874,HNL,1990,11
3875,HNL,1990,12
3876,HNL,1991,1
3877,HNL,1991,2
3878,HNL,1991,3
3879,HNL,1991,4
3880,HNL,1991,5
3881,HNL,1991,6
3882,HNL,1991,7
3883,HNL,1991,8
3884,HNL,1991,9
3885,HNL,1991,10
3886,HNL,1991,11
3887,HNL,1991,12
3888,HNL,1992,1
3889,HNL,1992,2
3890,HNL,1992,3
3891,HNL,1992,4
3892,HNL,1992,5
3893,HNL,1992,6
3894,HNL,1992,7
3895,HNL,1992,8
3896,HNL,1992,9
3897,HNL,1992,10
3898,HNL,1992,11
3899,HNL,1992,12
3900,HNL,1993,1
3901,HNL,1993,2
3902,HNL,1993,3
3903,HNL,1993,4
3904,HNL,1993,5
3905,HNL,1993,6
3906,HNL,1993,7
3907,HNL,1993,8
3908,HNL,1993,9
3909,HNL,1993,10
3910,HNL,1993,11
3911,HNL,1993,12
3912,HNL,1994,1
3913,HNL,1994,2
3914,HNL,1994,3
3915,HNL,1994,4
3916,HNL,1994,5
3917,HNL,1994,6
3918,HNL,1994,7
3919,HNL,1994,8
3920,HNL,1994,9
3921,HNL,1994,10
3922,HNL,1994,11
3923,HNL,1994,12
3924,HNL,1995,1
3925,HNL,1995,2
3926,HNL,1995,3
3927,HNL,1995,4
3928,HNL,1995,5
3929,HNL,1995,6
3930,HNL,1995,7
3931,HNL,1995,8
3932,HNL,1995,9
3933,HNL,1995,10
3934,HNL,1995,11
3935,HNL,1995,12
3936,HNL,1996,1
3937,HNL,1996,2
3938,HNL,1996,3
3939,HNL,1996,4
3940,HNL,1996,5
3941,HNL,1996,6
3942,HNL,1996,7
3943,HNL,1996,8
3944,HNL,1996,9
3945,HNL,1996,10
3946,HNL,1996,11
3947,HNL,1996,12
3948,HNL,1997,1
3949,HNL,1997,2
3950,HNL,1997,3
3951,HNL,1997,4
3952,HNL,1997,5
3953,HNL,1997,6
3954,HNL,1997,7
3955,HNL,1997,8
3956,HNL,1997,9
3957,HNL,1997,10
3958,HNL,1997,11
3959,HNL,1997,12
3960,HNL,1998,1
3961,HNL,1998,2
3962,HNL,1998,3
3963,HNL,1998,4
3964,HNL,1998,5
3965,HNL,1998,6
3966,HNL,1998,7
3967,HNL,1998,8
3968,HNL,1998,9
3969,HNL,1998,10
3970,HNL,1998,11
3971,HNL,1998,12
3972,HNL,1999,1
3973,HNL,1999,2
3974,HNL,1999,3
3975,HNL,1999,4
3976,HNL,1999,5
3977,HNL,1999,6
3978,HNL,1999,7
3979,HNL,1999,8
3980,HNL,1999,9
3981,HNL,1999,10
3982,HNL,1999,11
3983,HNL,1999,12
3984,HNL,2000,1
3985,HNL,2000,2
3986,HNL,2000,3
3987,HNL,2000,4
3988,HNL,2000,5
3989,HNL,2000,6
3990,HNL,2000,7
3991,HNL,2000,8
3992,HNL,2000,9
3993,HNL,2000,10
3994,HNL,2000,11
3995,HNL,2000,12
3996,HNL,2001,1
3997,HNL,2001,2
3998,HNL,2001,3
3999,HNL,2001,4
4000,HNL,2001,5
4001,HNL,2001,6
4002,HNL,2001,7
4003,HNL,2001,8
4004,HNL,2001,9
4005,HNL,2001,10
4006,HNL,2001,11
4007,HNL,2001,12
4008,HNL,2002,1
4009,HNL,2002,2
4010,HNL,2002,3
4011,HNL,2002,4
4012,HNL,2002,5
4013,HNL,2002,6
4014,HNL,2002,7
4015,HNL,2002,8
4016,HNL,2002,9
4017,HNL,2002,10
4018,HNL,2002,11
4019,HNL,2002,12
4020,HNL,2003,1
4021,HNL,2003,2
4022,HNL,2003,3
4023,HNL,2003,4
4024,HNL,2003,5
4025,HNL,2003,6
4026,HNL,2003,7
4027,HNL,2003,8
4028,HNL,2003,9
4029,HNL,2003,10
4030,HNL,2003,11
4031,HNL,2003,12
4032,HNL,2004,1
4033,HNL,2004,2
4034,HNL,2004,3
4035,HNL,2004,4
4036,HNL,2004,5
4037,HNL,2004,6
4038,HNL,2004,7
4039,HNL,2004,8
4040,HNL,2004,9
4041,HNL,2004,10
4042,HNL,2004,11
4043,HNL,2004,12
4044,HNL,2005,1
4045,HNL,2005,2
4046,HNL,2005,3
4047,HNL,2005,4
4048,HNL,2005,5
4049,HNL,2005,6
4050,HNL,2005,7
4051,HNL,2005,8
4052,HNL,2005,9
4053,HNL,2005,10
4054,HNL,2005,11
4055,HNL,2005,12
4056,HNL,2006,1
4057,HNL,2006,2
4058,HNL,2006,3
4059,HNL,2006,4
4060,HNL,2006,5
4061,HNL,2006,6
4062,HNL,2006,7
4063,HNL,2006,8
4064,HNL,2006,9
4065,HNL,2006,10
4066,HNL,2006,11
4067,HNL,2006,12
4068,HNL,2007,1
4069,HNL,2007,2
4070,HNL,2007,3
4071,HNL,2007,4
4072,HNL,2007,5
4073,HNL,2007,6
4074,HNL,2007,7
4075,HNL,2007,8
4076,HNL,2007,9
4077,HNL,2007,10
4078,HNL,2007,11
