airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
ABI,Abilene Regional Airport,1998,05,1,0
ABI,Abilene Regional Airport,2001,04,1,0
ABI,Abilene Regional Airport,2004,10,1,0
ABI,Abilene Regional Airport,2009,12,1,0
ABI,Abilene Regional Airport,2012,12,1,0
ABI,Abilene Regional Airport,2014,08,1,0
ABI,Abilene Regional Airport,2015,10,1,0
ABI,Abilene Regional Airport,2018,12,1,0
ABO,Aboisso Airport,1985,01,0,1
ABO,Aboisso Airport,1989,04,1,0
ABO,Aboisso Airport,1999,10,1,0
ABO,Aboisso Airport,2003,08,0,1
ABO,Aboisso Airport,2007,07,1,0
ABO,Aboisso Airport,2017,05,1,0
ABO,Aboisso Airport,2018,06,1,0
ABO,Aboisso Airport,2018,07,1,0
ABQ,Albuquerque International Sunport,1982,04,1,0
ABQ,Albuquerque International Sunport,1982,07,2,0
ABQ,Albuquerque International Sunport,1982,09,1,0
ABQ,Albuquerque International Sunport,1982,10,7,0
ABQ,Albuquerque International Sunport,1983,08,1,0
ABQ,Albuquerque International Sunport,1983,11,1,0
ABQ,Albuquerque International Sunport,1983,12,2,0
ABQ,Albuquerque International Sunport,1984,01,1,0
ABQ,Albuquerque International Sunport,1984,02,1,0
ABQ,Albuquerque International Sunport,1984,04,1,0
ABQ,Albuquerque International Sunport,1984,05,0,1
ABQ,Albuquerque International Sunport,1984,07,1,0
ABQ,Albuquerque International Sunport,1984,08,1,0
ABQ,Albuquerque International Sunport,1984,10,1,0
ABQ,Albuquerque International Sunport,1984,12,1,0
ABQ,Albuquerque International Sunport,1985,10,1,0
ABQ,Albuquerque International Sunport,1986,01,1,0
ABQ,Albuquerque International Sunport,1986,02,1,0
ABQ,Albuquerque International Sunport,1986,07,1,0
ABQ,Albuquerque International Sunport,1986,09,1,0
ABQ,Albuquerque International Sunport,1986,12,0,1
ABQ,Albuquerque International Sunport,1987,04,1,0
ABQ,Albuquerque International Sunport,1987,08,1,0
ABQ,Albuquerque International Sunport,1987,10,3,0
ABQ,Albuquerque International Sunport,1987,11,1,0
ABQ,Albuquerque International Sunport,1988,01,1,0
ABQ,Albuquerque International Sunport,1988,03,1,0
ABQ,Albuquerque International Sunport,1988,10,3,0
ABQ,Albuquerque International Sunport,1989,01,1,0
ABQ,Albuquerque International Sunport,1989,08,1,0
ABQ,Albuquerque International Sunport,1989,10,2,0
ABQ,Albuquerque International Sunport,1991,06,1,0
ABQ,Albuquerque International Sunport,1991,07,1,0
ABQ,Albuquerque International Sunport,1991,12,1,0
ABQ,Albuquerque International Sunport,1992,01,1,0
ABQ,Albuquerque International Sunport,1992,03,1,0
ABQ,Albuquerque International Sunport,1992,10,2,0
ABQ,Albuquerque International Sunport,1992,11,1,0
ABQ,Albuquerque International Sunport,1993,10,2,0
ABQ,Albuquerque International Sunport,1994,06,1,0
ABQ,Albuquerque International Sunport,1995,01,0,1
ABQ,Albuquerque International Sunport,1995,03,1,0
ABQ,Albuquerque International Sunport,1995,09,1,0
ABQ,Albuquerque International Sunport,1995,10,1,0
ABQ,Albuquerque International Sunport,1996,03,1,0
ABQ,Albuquerque International Sunport,1996,04,2,0
ABQ,Albuquerque International Sunport,1996,05,1,0
ABQ,Albuquerque International Sunport,1996,06,0,1
ABQ,Albuquerque International Sunport,1996,10,3,0
ABQ,Albuquerque International Sunport,1997,06,1,0
ABQ,Albuquerque International Sunport,1997,07,1,0
ABQ,Albuquerque International Sunport,1997,08,1,0
ABQ,Albuquerque International Sunport,1997,09,1,0
ABQ,Albuquerque International Sunport,1997,10,4,0
ABQ,Albuquerque International Sunport,1998,05,1,0
ABQ,Albuquerque International Sunport,1998,06,1,0
ABQ,Albuquerque International Sunport,1998,08,1,0
ABQ,Albuquerque International Sunport,1998,10,5,0
ABQ,Albuquerque International Sunport,1999,01,1,0
ABQ,Albuquerque International Sunport,1999,04,1,0
ABQ,Albuquerque International Sunport,1999,07,1,0
ABQ,Albuquerque International Sunport,1999,08,1,0
ABQ,Albuquerque International Sunport,2000,02,1,0
ABQ,Albuquerque International Sunport,2000,08,1,0
ABQ,Albuquerque International Sunport,2000,12,1,0
ABQ,Albuquerque International Sunport,2001,02,1,0
ABQ,Albuquerque International Sunport,2001,04,1,0
ABQ,Albuquerque International Sunport,2001,05,1,0
ABQ,Albuquerque International Sunport,2001,10,5,0
ABQ,Albuquerque International Sunport,2002,02,1,0
ABQ,Albuquerque International Sunport,2002,03,3,0
ABQ,Albuquerque International Sunport,2002,04,1,0
ABQ,Albuquerque International Sunport,2002,05,1,0
ABQ,Albuquerque International Sunport,2002,07,1,0
ABQ,Albuquerque International Sunport,2002,08,1,0
ABQ,Albuquerque International Sunport,2002,12,1,0
ABQ,Albuquerque International Sunport,2003,06,2,0
ABQ,Albuquerque International Sunport,2003,10,1,0
ABQ,Albuquerque International Sunport,2004,08,1,0
ABQ,Albuquerque International Sunport,2004,10,2,0
ABQ,Albuquerque International Sunport,2005,08,2,0
ABQ,Albuquerque International Sunport,2005,09,1,0
ABQ,Albuquerque International Sunport,2005,10,2,0
ABQ,Albuquerque International Sunport,2006,04,1,0
ABQ,Albuquerque International Sunport,2006,05,1,0
ABQ,Albuquerque International Sunport,2006,06,1,0
ABQ,Albuquerque International Sunport,2006,07,1,0
ABQ,Albuquerque International Sunport,2006,10,1,0
ABQ,Albuquerque International Sunport,2007,07,1,0
ABQ,Albuquerque International Sunport,2007,10,1,0
ABQ,Albuquerque International Sunport,2009,01,1,0
ABQ,Albuquerque International Sunport,2009,05,1,0
ABQ,Albuquerque International Sunport,2009,10,2,0
ABQ,Albuquerque International Sunport,2010,06,1,0
ABQ,Albuquerque International Sunport,2010,07,1,0
ABQ,Albuquerque International Sunport,2011,02,1,0
ABQ,Albuquerque International Sunport,2011,03,1,0
ABQ,Albuquerque International Sunport,2011,05,1,0
ABQ,Albuquerque International Sunport,2012,09,1,0
ABQ,Albuquerque International Sunport,2012,10,3,0
ABQ,Albuquerque International Sunport,2013,10,1,0
ABQ,Albuquerque International Sunport,2014,09,1,0
ABQ,Albuquerque International Sunport,2015,08,1,0
ABQ,Albuquerque International Sunport,2015,09,1,0
ABQ,Albuquerque International Sunport,2016,05,1,0
ABQ,Albuquerque International Sunport,2016,10,1,0
ABQ,Albuquerque International Sunport,2017,02,1,0
ABQ,Albuquerque International Sunport,2017,07,1,0
ABQ,Albuquerque International Sunport,2017,10,2,0
ABQ,Albuquerque International Sunport,2018,05,1,0
ABQ,Albuquerque International Sunport,2019,10,1,0
ABR,Aberdeen Regional Airport,1984,10,1,0
ABR,Aberdeen Regional Airport,1987,07,1,0
ABR,Aberdeen Regional Airport,1987,08,1,0
ABR,Aberdeen Regional Airport,1987,11,1,0
ABR,Aberdeen Regional Airport,1990,09,1,0
ABR,Aberdeen Regional Airport,1994,08,1,0
ABR,Aberdeen Regional Airport,1994,10,1,0
ABR,Aberdeen Regional Airport,1999,10,1,0
ABR,Aberdeen Regional Airport,2000,05,1,0
ABR,Aberdeen Regional Airport,2000,11,1,0
ABR,Aberdeen Regional Airport,2003,07,1,0
ABR,Aberdeen Regional Airport,2004,03,1,0
ABR,Aberdeen Regional Airport,2011,03,1,0
ABR,Aberdeen Regional Airport,2012,04,1,0
ABR,Aberdeen Regional Airport,2019,02,1,0
ABR,Aberdeen Regional Airport,2019,10,1,0
ABY,Southwest Georgia Regional Airport,1987,01,1,0
ABY,Southwest Georgia Regional Airport,1989,08,1,0
ABY,Southwest Georgia Regional Airport,1990,03,1,0
ABY,Southwest Georgia Regional Airport,2015,10,1,0
ABY,Southwest Georgia Regional Airport,2016,01,1,0
ACB,Antrim County Airport,1984,02,1,0
ACB,Antrim County Airport,1985,08,1,0
ACB,Antrim County Airport,1991,09,1,0
ACB,Antrim County Airport,1991,10,1,0
ACB,Antrim County Airport,1996,09,1,0
ACB,Antrim County Airport,1997,07,1,0
ACB,Antrim County Airport,2001,10,1,0
ACB,Antrim County Airport,2007,06,1,0
ACJ,Anuradhapura Air Force Base,1985,10,1,0
ACJ,Anuradhapura Air Force Base,1990,08,1,0
ACJ,Anuradhapura Air Force Base,1998,02,1,0
ACJ,Anuradhapura Air Force Base,1998,04,1,0
ACJ,Anuradhapura Air Force Base,2008,05,1,0
ACJ,Anuradhapura Air Force Base,2011,07,1,0
ACJ,Anuradhapura Air Force Base,2012,02,1,0
ACJ,Anuradhapura Air Force Base,2019,07,1,0
ACK,Nantucket Memorial Airport,1982,11,1,0
ACK,Nantucket Memorial Airport,1983,06,1,0
ACK,Nantucket Memorial Airport,1984,08,1,0
ACK,Nantucket Memorial Airport,1985,04,1,0
ACK,Nantucket Memorial Airport,1985,07,1,0
ACK,Nantucket Memorial Airport,1987,04,1,0
ACK,Nantucket Memorial Airport,1987,06,1,0
ACK,Nantucket Memorial Airport,1987,08,1,0
ACK,Nantucket Memorial Airport,1987,10,1,0
ACK,Nantucket Memorial Airport,1990,09,1,0
ACK,Nantucket Memorial Airport,1991,08,1,0
ACK,Nantucket Memorial Airport,1993,12,1,0
ACK,Nantucket Memorial Airport,1997,09,1,0
ACK,Nantucket Memorial Airport,1998,07,1,0
ACK,Nantucket Memorial Airport,1999,09,1,0
ACK,Nantucket Memorial Airport,2000,08,1,0
ACK,Nantucket Memorial Airport,2002,01,1,0
ACK,Nantucket Memorial Airport,2003,09,1,0
ACK,Nantucket Memorial Airport,2005,02,0,1
ACK,Nantucket Memorial Airport,2005,12,1,0
ACK,Nantucket Memorial Airport,2007,08,1,0
ACK,Nantucket Memorial Airport,2009,04,0,1
ACK,Nantucket Memorial Airport,2011,11,0,1
ACK,Nantucket Memorial Airport,2012,08,0,1
ACK,Nantucket Memorial Airport,2012,10,0,1
ACK,Nantucket Memorial Airport,2017,09,1,0
ACP,Sahand Airport,2014,07,1,0
ACT,Waco Regional Airport,1983,11,1,0
ACT,Waco Regional Airport,1989,06,1,0
ACT,Waco Regional Airport,1992,02,1,0
ACT,Waco Regional Airport,2001,09,1,0
ACV,California Redwood Coast-Humboldt County Airport,1982,06,1,0
ACV,California Redwood Coast-Humboldt County Airport,1984,04,1,0
ACV,California Redwood Coast-Humboldt County Airport,1989,05,1,0
ACV,California Redwood Coast-Humboldt County Airport,1990,04,1,0
ACV,California Redwood Coast-Humboldt County Airport,1992,04,1,0
ACV,California Redwood Coast-Humboldt County Airport,1995,11,1,0
ACV,California Redwood Coast-Humboldt County Airport,2002,07,1,0
ACV,California Redwood Coast-Humboldt County Airport,2004,04,1,0
ACY,Atlantic City International Airport,1982,03,1,0
ACY,Atlantic City International Airport,1983,01,2,0
ACY,Atlantic City International Airport,1983,09,1,0
ACY,Atlantic City International Airport,1985,04,1,0
ACY,Atlantic City International Airport,1986,03,0,1
ACY,Atlantic City International Airport,1988,02,1,0
ACY,Atlantic City International Airport,1990,11,1,0
ACY,Atlantic City International Airport,1991,09,1,0
ACY,Atlantic City International Airport,1993,06,0,1
ACY,Atlantic City International Airport,1994,07,1,0
ACY,Atlantic City International Airport,1995,11,1,0
ACY,Atlantic City International Airport,1997,04,1,0
ACY,Atlantic City International Airport,2002,05,0,1
ACY,Atlantic City International Airport,2003,04,1,0
ACY,Atlantic City International Airport,2007,01,1,0
ACY,Atlantic City International Airport,2007,10,1,0
ACY,Atlantic City International Airport,2014,03,1,0
ACY,Atlantic City International Airport,2014,05,1,0
ACZ,Zabol Airport,1992,06,1,0
ACZ,Zabol Airport,2015,12,1,0
ADA,Adana Airport,2005,07,1,0
ADA,Adana Airport,2013,05,1,0
ADG,Lenawee County Airport,1993,08,1,0
ADG,Lenawee County Airport,2012,07,1,0
ADG,Lenawee County Airport,2017,08,1,0
ADG,Lenawee County Airport,2019,01,1,0
ADH,Aldan Airport,1982,05,1,0
ADH,Aldan Airport,1983,12,1,0
ADH,Aldan Airport,1985,02,1,0
ADH,Aldan Airport,1988,05,1,0
ADH,Aldan Airport,1988,08,1,0
ADH,Aldan Airport,1990,08,1,0
ADH,Aldan Airport,1999,03,1,0
ADH,Aldan Airport,1999,09,1,0
ADH,Aldan Airport,2020,01,1,0
ADM,Ardmore Municipal Airport,1985,08,1,0
ADM,Ardmore Municipal Airport,1989,09,1,0
ADM,Ardmore Municipal Airport,1997,07,1,0
ADO,Andamooka Airport,1988,04,1,0
ADQ,Kodiak Airport,1993,05,0,1
ADQ,Kodiak Airport,1995,07,1,0
ADQ,Kodiak Airport,2000,06,1,0
ADQ,Kodiak Airport,2004,06,1,0
ADQ,Kodiak Airport,2008,01,1,0
ADQ,Kodiak Airport,2014,09,1,0
ADS,Addison Airport,1982,11,1,0
ADS,Addison Airport,1983,01,1,0
ADS,Addison Airport,1983,02,2,0
ADS,Addison Airport,1983,06,1,0
ADS,Addison Airport,1983,11,1,0
ADS,Addison Airport,1984,10,1,0
ADS,Addison Airport,1986,07,1,0
ADS,Addison Airport,1987,07,1,0
ADS,Addison Airport,1987,09,1,0
ADS,Addison Airport,1987,12,1,0
ADS,Addison Airport,1989,04,1,0
ADS,Addison Airport,1989,05,1,0
ADS,Addison Airport,1989,06,1,0
ADS,Addison Airport,1989,10,1,0
ADS,Addison Airport,1990,09,1,0
ADS,Addison Airport,1991,03,1,0
ADS,Addison Airport,1991,06,1,0
ADS,Addison Airport,1992,06,1,0
ADS,Addison Airport,1992,10,2,0
ADS,Addison Airport,1996,02,1,0
ADS,Addison Airport,1996,06,1,0
ADS,Addison Airport,1998,06,2,0
ADS,Addison Airport,1999,11,1,0
ADS,Addison Airport,2000,03,1,0
ADS,Addison Airport,2000,08,1,0
ADS,Addison Airport,2000,12,1,0
ADS,Addison Airport,2005,10,1,0
ADS,Addison Airport,2009,05,1,0
ADS,Addison Airport,2012,03,1,0
ADS,Addison Airport,2014,11,1,0
ADS,Addison Airport,2015,06,1,0
ADS,Addison Airport,2016,03,1,0
ADS,Addison Airport,2016,04,1,0
ADS,Addison Airport,2018,03,1,0
ADS,Addison Airport,2018,05,1,0
ADS,Addison Airport,2018,08,1,0
ADS,Addison Airport,2019,06,1,0
ADT,Ada Regional Airport,1987,10,1,0
ADU,Ardabil Airport,1986,07,1,0
ADU,Ardabil Airport,1988,06,1,0
ADU,Ardabil Airport,1989,01,1,0
ADU,Ardabil Airport,2009,08,1,0
ADW,Joint Base Andrews,1986,04,1,0
ADW,Joint Base Andrews,1993,08,1,0
ADW,Joint Base Andrews,2000,10,1,0
ADW,Joint Base Andrews,2008,09,1,0
ADW,Joint Base Andrews,2011,04,0,2
ADY,Alldays Airport,1991,07,1,0
AEG,Aek Godang Airport,1990,09,1,0
AEG,Aek Godang Airport,1991,05,2,0
AEG,Aek Godang Airport,1992,01,1,0
AEG,Aek Godang Airport,1992,11,1,0
AEG,Aek Godang Airport,1993,03,1,0
AEG,Aek Godang Airport,1993,06,1,0
AEG,Aek Godang Airport,1994,03,1,0
AEG,Aek Godang Airport,1994,12,1,0
AEG,Aek Godang Airport,1996,08,1,0
AEG,Aek Godang Airport,1997,01,1,0
AEG,Aek Godang Airport,1998,08,1,0
AEG,Aek Godang Airport,1999,05,1,0
AEG,Aek Godang Airport,2000,06,1,0
AEG,Aek Godang Airport,2002,01,1,0
AEG,Aek Godang Airport,2003,03,1,0
AEG,Aek Godang Airport,2003,05,1,0
AEG,Aek Godang Airport,2003,10,1,0
AEG,Aek Godang Airport,2004,12,1,0
AEG,Aek Godang Airport,2006,11,1,0
AEG,Aek Godang Airport,2007,03,1,0
AEG,Aek Godang Airport,2007,04,1,0
AEG,Aek Godang Airport,2008,09,1,0
AEG,Aek Godang Airport,2010,07,1,0
AEG,Aek Godang Airport,2011,03,1,0
AEG,Aek Godang Airport,2011,05,1,0
AEG,Aek Godang Airport,2012,09,1,0
AEG,Aek Godang Airport,2013,04,1,0
AEG,Aek Godang Airport,2013,12,1,0
AEG,Aek Godang Airport,2014,04,1,0
AEG,Aek Godang Airport,2017,06,1,0
AEG,Aek Godang Airport,2017,09,1,0
AEG,Aek Godang Airport,2018,05,1,0
AEG,Aek Godang Airport,2018,07,1,0
AEG,Aek Godang Airport,2019,10,1,0
AEL,Albert Lea Municipal Airport,1993,02,1,0
AEL,Albert Lea Municipal Airport,1994,07,1,0
AEL,Albert Lea Municipal Airport,1994,08,1,0
AEL,Albert Lea Municipal Airport,1996,07,1,0
AET,Allakaket Airport,1991,10,1,0
AET,Allakaket Airport,1994,05,1,0
AEX,Alexandria International Airport,1986,10,1,0
AEX,Alexandria International Airport,1998,01,1,0
AEX,Alexandria International Airport,1999,02,1,0
AEX,Alexandria International Airport,2005,02,1,0
AEX,Alexandria International Airport,2007,06,1,0
AEX,Alexandria International Airport,2009,12,1,0
AEX,Alexandria International Airport,2013,04,1,0
AFF,USAF Academy Airfield,1983,03,1,0
AFF,USAF Academy Airfield,1987,02,1,0
AFF,USAF Academy Airfield,1998,05,1,0
AFF,USAF Academy Airfield,2002,04,1,0
AFF,USAF Academy Airfield,2008,07,0,1
AFF,USAF Academy Airfield,2008,11,1,0
AFF,USAF Academy Airfield,2010,12,0,1
AFF,USAF Academy Airfield,2012,03,1,0
AFF,USAF Academy Airfield,2016,08,1,0
AFF,USAF Academy Airfield,2018,08,1,0
AFK,Kondavattavana Tank Seaplane Base,2006,06,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1983,04,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1983,06,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1983,07,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1984,02,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1992,12,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1997,01,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1998,10,1,0
AFN,Jaffrey Airport Silver Ranch Airport,1999,06,1,0
AFN,Jaffrey Airport Silver Ranch Airport,2004,07,1,0
AFN,Jaffrey Airport Silver Ranch Airport,2004,10,1,0
AFN,Jaffrey Airport Silver Ranch Airport,2005,06,1,0
AFO,Afton Municipal Airport,1982,08,1,0
AFO,Afton Municipal Airport,1982,11,1,0
AFO,Afton Municipal Airport,1982,12,1,0
AFO,Afton Municipal Airport,1983,06,2,0
AFO,Afton Municipal Airport,1984,06,1,0
AFO,Afton Municipal Airport,1986,02,1,0
AFO,Afton Municipal Airport,1987,12,1,0
AFO,Afton Municipal Airport,1989,09,1,0
AFO,Afton Municipal Airport,1990,11,1,0
AFO,Afton Municipal Airport,1992,07,1,0
AFO,Afton Municipal Airport,1993,05,1,0
AFO,Afton Municipal Airport,1994,12,1,0
AFO,Afton Municipal Airport,1995,07,1,0
AFO,Afton Municipal Airport,1999,11,1,0
AFO,Afton Municipal Airport,2002,02,1,0
AFO,Afton Municipal Airport,2003,05,1,0
AFO,Afton Municipal Airport,2005,08,1,0
AFO,Afton Municipal Airport,2007,10,1,0
AFO,Afton Municipal Airport,2010,08,1,0
AFO,Afton Municipal Airport,2015,03,1,0
AFO,Afton Municipal Airport,2017,09,1,0
AFO,Afton Municipal Airport,2019,03,1,0
AFW,Fort Worth Alliance Airport,1990,06,1,0
AFW,Fort Worth Alliance Airport,1991,11,2,0
AFW,Fort Worth Alliance Airport,1992,04,1,0
AFW,Fort Worth Alliance Airport,2001,02,1,0
AFW,Fort Worth Alliance Airport,2009,07,1,0
AFW,Fort Worth Alliance Airport,2010,05,1,0
AFW,Fort Worth Alliance Airport,2010,06,1,0
AFW,Fort Worth Alliance Airport,2011,05,1,0
AFW,Fort Worth Alliance Airport,2011,09,1,0
AFW,Fort Worth Alliance Airport,2019,06,1,0
AGC,Allegheny County Airport,1982,11,1,0
AGC,Allegheny County Airport,1983,04,1,0
AGC,Allegheny County Airport,1983,06,1,0
AGC,Allegheny County Airport,1983,10,1,0
AGC,Allegheny County Airport,1983,12,1,0
AGC,Allegheny County Airport,1984,03,1,0
AGC,Allegheny County Airport,1984,09,1,0
AGC,Allegheny County Airport,1984,11,1,0
AGC,Allegheny County Airport,1985,09,1,0
AGC,Allegheny County Airport,1986,06,1,0
AGC,Allegheny County Airport,1987,05,1,0
AGC,Allegheny County Airport,1987,09,1,0
AGC,Allegheny County Airport,1989,04,1,0
AGC,Allegheny County Airport,1989,06,1,0
AGC,Allegheny County Airport,1989,10,1,0
AGC,Allegheny County Airport,1992,08,2,0
AGC,Allegheny County Airport,1993,08,1,0
AGC,Allegheny County Airport,1995,09,1,0
AGC,Allegheny County Airport,1996,08,1,0
AGC,Allegheny County Airport,1997,12,1,0
AGC,Allegheny County Airport,1998,01,1,0
AGC,Allegheny County Airport,1998,03,1,0
AGC,Allegheny County Airport,1999,03,1,0
AGC,Allegheny County Airport,2000,12,1,0
AGC,Allegheny County Airport,2001,06,1,0
AGC,Allegheny County Airport,2002,06,1,0
AGC,Allegheny County Airport,2002,07,1,0
AGC,Allegheny County Airport,2004,02,1,0
AGC,Allegheny County Airport,2004,10,1,0
AGC,Allegheny County Airport,2005,04,1,0
AGC,Allegheny County Airport,2005,05,0,1
AGC,Allegheny County Airport,2010,04,1,0
AGC,Allegheny County Airport,2013,08,1,0
AGC,Allegheny County Airport,2015,06,1,0
AGC,Allegheny County Airport,2016,03,1,0
AGC,Allegheny County Airport,2016,07,1,0
AGL,Wanigela Airport,1984,03,1,0
AGL,Wanigela Airport,1984,04,1,0
AGL,Wanigela Airport,1987,04,1,0
AGL,Wanigela Airport,1987,05,1,0
AGO,Ralph C Weiser Field,1993,09,1,0
AGO,Ralph C Weiser Field,2003,06,1,0
AGO,Ralph C Weiser Field,2004,04,1,0
AGO,Ralph C Weiser Field,2010,10,1,0
AGR,Agra Airport,2010,11,1,0
AGS,Augusta Regional At Bush Field,1983,05,1,0
AGS,Augusta Regional At Bush Field,1987,03,1,0
AGS,Augusta Regional At Bush Field,1987,06,1,0
AGS,Augusta Regional At Bush Field,1990,01,1,0
AGS,Augusta Regional At Bush Field,1990,03,0,1
AGS,Augusta Regional At Bush Field,1993,08,1,0
AGS,Augusta Regional At Bush Field,1995,01,1,0
AGS,Augusta Regional At Bush Field,1997,04,1,0
AGS,Augusta Regional At Bush Field,2008,05,1,0
AGS,Augusta Regional At Bush Field,2010,10,1,0
AGS,Augusta Regional At Bush Field,2011,04,1,0
AGS,Augusta Regional At Bush Field,2011,07,1,0
AGS,Augusta Regional At Bush Field,2017,05,1,0
AGS,Augusta Regional At Bush Field,2019,10,1,0
AGT,Guarani International Airport,2003,01,1,0
AGT,Guarani International Airport,2010,01,1,0
AHH,Amery Municipal Airport,1998,09,1,0
AHH,Amery Municipal Airport,2000,02,1,0
AHH,Amery Municipal Airport,2007,04,1,0
AHH,Amery Municipal Airport,2015,07,1,0
AHN,Athens Ben Epps Airport,1982,01,1,0
AHN,Athens Ben Epps Airport,1982,09,1,0
AHN,Athens Ben Epps Airport,1984,04,1,0
AHN,Athens Ben Epps Airport,1986,05,1,0
AHN,Athens Ben Epps Airport,1987,04,1,0
AHN,Athens Ben Epps Airport,1988,04,2,0
AHN,Athens Ben Epps Airport,1988,12,1,0
AHN,Athens Ben Epps Airport,1993,07,1,0
AHN,Athens Ben Epps Airport,1995,12,1,0
AHN,Athens Ben Epps Airport,1997,11,1,0
AHN,Athens Ben Epps Airport,1998,08,1,0
AHN,Athens Ben Epps Airport,1999,01,1,0
AHN,Athens Ben Epps Airport,1999,09,1,0
AHN,Athens Ben Epps Airport,2000,04,1,0
AHN,Athens Ben Epps Airport,2001,10,1,0
AHN,Athens Ben Epps Airport,2009,10,1,0
AHN,Athens Ben Epps Airport,2020,04,1,0
AHN,Athens Ben Epps Airport,2020,05,1,0
AIA,Alliance Municipal Airport,1983,08,1,0
AIA,Alliance Municipal Airport,1985,04,1,0
AIA,Alliance Municipal Airport,1986,02,1,0
AIA,Alliance Municipal Airport,1994,04,1,0
AIA,Alliance Municipal Airport,1996,10,1,0
AIA,Alliance Municipal Airport,1998,11,1,0
AIA,Alliance Municipal Airport,1999,01,1,0
AIA,Alliance Municipal Airport,2006,08,1,0
AIA,Alliance Municipal Airport,2007,02,1,0
AID,Anderson Municipal Darlington Field,1982,02,1,0
AID,Anderson Municipal Darlington Field,1982,03,1,0
AID,Anderson Municipal Darlington Field,1983,06,1,0
AID,Anderson Municipal Darlington Field,1983,07,1,0
AID,Anderson Municipal Darlington Field,1986,01,1,0
AID,Anderson Municipal Darlington Field,1990,05,2,0
AID,Anderson Municipal Darlington Field,1994,01,1,0
AID,Anderson Municipal Darlington Field,1994,04,1,0
AID,Anderson Municipal Darlington Field,2002,03,2,0
AID,Anderson Municipal Darlington Field,2003,04,1,0
AID,Anderson Municipal Darlington Field,2004,08,1,0
AID,Anderson Municipal Darlington Field,2004,11,1,0
AID,Anderson Municipal Darlington Field,2006,02,1,0
AID,Anderson Municipal Darlington Field,2010,08,1,0
AID,Anderson Municipal Darlington Field,2010,09,1,0
AID,Anderson Municipal Darlington Field,2019,05,1,0
AIG,Yalinga Airport,1993,12,1,0
AIG,Yalinga Airport,2001,07,1,0
AIG,Yalinga Airport,2007,10,1,0
AIK,Aiken Regional Airport,1985,06,1,0
AIK,Aiken Regional Airport,1985,09,1,0
AIK,Aiken Regional Airport,1992,03,1,0
AIK,Aiken Regional Airport,1996,08,1,0
AIK,Aiken Regional Airport,1998,11,1,0
AIK,Aiken Regional Airport,2004,10,1,0
AIK,Aiken Regional Airport,2010,10,1,0
AIK,Aiken Regional Airport,2017,07,1,0
AIO,Atlantic Municipal Airport,2001,09,1,0
AIT,Aitutaki Airport,1982,02,1,0
AIT,Aitutaki Airport,1996,04,1,0
AIT,Aitutaki Airport,1997,07,1,0
AIT,Aitutaki Airport,1999,07,1,0
AIT,Aitutaki Airport,2020,06,1,0
AIY,Atlantic City Municipal Bader Field,1982,09,1,0
AIY,Atlantic City Municipal Bader Field,1983,08,1,0
AIY,Atlantic City Municipal Bader Field,1983,09,1,0
AIY,Atlantic City Municipal Bader Field,1984,06,1,0
AIY,Atlantic City Municipal Bader Field,1985,02,0,1
AIY,Atlantic City Municipal Bader Field,1985,11,1,0
AIY,Atlantic City Municipal Bader Field,1987,05,1,0
AIY,Atlantic City Municipal Bader Field,1987,08,1,0
AIY,Atlantic City Municipal Bader Field,1988,01,1,0
AIY,Atlantic City Municipal Bader Field,1990,12,1,0
AIY,Atlantic City Municipal Bader Field,1991,08,2,0
AIY,Atlantic City Municipal Bader Field,1995,05,1,0
AIY,Atlantic City Municipal Bader Field,2002,02,2,0
AIY,Atlantic City Municipal Bader Field,2005,05,1,0
AIZ,Lee C Fine Memorial Airport,1983,04,1,0
AIZ,Lee C Fine Memorial Airport,1986,06,1,0
AIZ,Lee C Fine Memorial Airport,2001,10,1,0
AIZ,Lee C Fine Memorial Airport,2016,10,1,0
AJR,Arvidsjaur Airport,1999,10,1,0
AJR,Arvidsjaur Airport,2000,03,1,0
AJR,Arvidsjaur Airport,2005,05,1,0
AJR,Arvidsjaur Airport,2015,04,1,0
AJR,Arvidsjaur Airport,2015,11,1,0
AJR,Arvidsjaur Airport,2016,06,1,0
AJR,Arvidsjaur Airport,2018,12,1,0
AKC,Akron Fulton International Airport,2015,11,1,0
AKH,Prince Sultan Air Base,2019,10,1,0
AKI,Akiak Airport,1995,01,2,0
AKN,King Salmon Airport,1982,02,1,0
AKN,King Salmon Airport,1983,05,1,0
AKN,King Salmon Airport,1983,06,1,0
AKN,King Salmon Airport,1983,07,0,1
AKN,King Salmon Airport,1984,07,1,0
AKN,King Salmon Airport,1984,09,1,0
AKN,King Salmon Airport,1984,11,1,0
AKN,King Salmon Airport,1985,06,2,0
AKN,King Salmon Airport,1985,10,1,0
AKN,King Salmon Airport,1986,06,1,0
AKN,King Salmon Airport,1986,10,1,0
AKN,King Salmon Airport,1987,06,1,0
AKN,King Salmon Airport,1987,07,1,0
AKN,King Salmon Airport,1987,08,1,0
