airportname,Freq
 Stonington Municipal Airport ,2
 Storm Lake Municipal Airport ,1
 Stother Landing Strip ,1
 Stovall Ranch Nr 4 Airport ,1
 Stovepipe Wells Airport ,1
 Strakonice Airport ,1
 Straubing-WallmÃ¼hle ,1
 Strawberry Valley Estates ,1
 Strazzulla Groves ,1
 Strickland Field Airport ,1
 Strickland Smalley Field ,1
 Strickland-Smalley Field ,1
 Strodman Private Airstrip ,1
 Strom Field Airport ,1
 Stromsburg Municipal Airport ,1
 Stroudsburg-Pocono ,1
 Stroudsburg-Pocono Airport ,2
 Stuart Island ,1
 Stuart Island Airpark ,1
 Stuart Island West Airport ,1
 Stuart Powell Field ,1
 Stuart-Atkinson Municipal ,1
 Sturgate Airfield ,1
 Sturgis Municipal Airport ,2
 Stuttgart ,1
 Stuttgart Municipal Carl Humph ,1
 Subic Bay International ,2
 Sublette Flying Club Airport ,1
 Suburban Airport ,3
 Sudbury ,1
 Suffolk ,1
 Suffolk Executive Airport ,3
 Suffolk Municipal Airport ,1
 Sugar Creek Airpark ,1
 Sugar Hill Airport ,1
 Sugar Land Municipal AIrport ,1
 Sugar Land Regional ,5
 Sugar Land Regional Airport ,5
 Sugar Loaf Airport ,1
 Sugar Loaf Mountain ,1
 Sugarland Municipal Arport ,1
 Sugarland Municipal/Hull Field ,1
 Sugarland Regional Airport ,1
 Sugarloaf Regional Airport ,1
 Sulfur Creek ,1
 Sulfur Creek Ranch ,1
 Sullivan Lake ,1
 Sullivan Lake State ,2
 Sullivan Lake State Airport ,2
 Sullivan Regional Airport ,2
 Sully Municipal Airport ,1
 Sulphur Creek ,1
 Sulphur Creek Ranch ,3
 Sulphur Creek Ranch Airport ,1
 Sulphur Springs ,1
 Sulphur Springs Municipal Airp ,1
 Sultan Abdul Aziz Shah/Subang ,1
 Summerland Key Cove Airport ,1
 Summersville Airport ,1
 Summerville ,1
 Summerville Airport ,3
" Summerville, SC ",1
 Summey ,1
 Summey Airpark ,1
 Summit ,1
 Summit Airport ,5
 Sumner County ,1
 Sumner County Rgnl ,1
 Sumter Airport ,1
 Sun Heaven Airstrip ,1
 Sun Private ,1
 Sun Valley ,3
 Sunburst Airport ,1
 Sundance ,1
 Sundance Airpark ,4
 Sundance Airport ,1
 Sundance Farms Airport ,1
 Sunflower Aerodrome Gliderport ,1
 Sunflower Aerodrome/Gliderport ,1
 Sunnyside Airstrip ,1
 Sunray Airstrip ,1
 Sunrise Airpark Airport ,1
 Sunrise Beach Airport ,1
 Sunrise Skypark Airport ,2
 Sunriver ,2
 Sunriver Resort ,1
 Sunset Strip Airport ,1
 Superior Municipal Airport ,1
 Susanville ,1
 Susanville Municipal Airport ,1
 Sussex ,3
 Sussex Airport ,3
 Sussex County Airport ,1
 Sutter Butte Dusters (Ag) ,1
 Sutter County Airport ,2
 Suvarnabhumi International ,1
 Suwannee Belle Airport ,2
 Suwannee County ,1
 Sveg Airport ,1
 Swan Lake ,1
 Swansea Airport ,2
 Swanson Airport ,1
 Sweet Home ,1
 Swinton Smith Field ,1
 Syamsudin Noor Airport ,1
 Sydney ,2
 Sydney Airport ,1
 Sydney NSW ,1
" Sydney, Australia ",1
 Sylacauga Municipal Airport ,1
 Sylacuaga Municipal Airport ,1
 Sylvania ,5
 Sylvania Airport ,2
 Symrna Airport ,1
 Syracuse Hancock International ,2
 Syracuse International Airport ,1
 Syracuse-Hamilton Cty Muni ,1
 Szombathely ,1
 SÃ£o JosÃ© do Rio Preto State Ai ,1
 SÃ¶derhamn Airport ,1
 T W SPEAR MEMORIAL ,1
 T W Spear Memorial Airport ,1
 T-Bar Airport ,1
 T-TOP AIRFIELD AIRPORT ,1
 T. F. GREEN ,1
 T. P. MCCAMPBELL ,1
 T.F. GREEN ,1
 T.F. GREEN STATE AIRPORT ,1
 T.F. Green State Airport ,1
 T.J.KLUMPP ,1
 T.P. CAMPBELL ,1
 T.P. McCampbell ,1
 TABACCO CITY ,1
 TABLE ROCK HELIPORT ,1
 TABLE TOP MOUNTAIN ,1
 TACHICK FIELD ,1
 TACOMA INDUSTRIAL ,1
 TACOMA NARROWS ,14
 TACOMA NARROWS AIRPORT ,1
 TAFT ,5
 TAFT - KERN COUNTY ,1
 TAFT AIRPORT ,1
 TAFT-KERN COUNTY ,2
 TAHLEQUAH ,2
 TAHLEQUAH MUNI ,1
 TAHLEQUAH MUNICIPAL ,2
 TAHOE VALLEY ,1
 TAILWHEEL ,1
 TAILWINDS ,1
 TAKOTNA ,2
 TALACHULITNA LODGE ,1
 TALAHEIM ,1
 TALAHEIM LODGE ,1
 TALIHINA MUNI ,1
 TALIHINA MUNICIPAL ,1
 TALKEETNA ,23
 TALKEETNA AIRPORT ,1
 TALKEETNA STATE AIRPORT ,1
 TALKEETNA VILLAGE STRIP ,2
 TALLADEGA ,1
 TALLADEGA MUNI ,2
 TALLADEGA MUNICIPAL ,2
" TALLADEGA, AL ",1
 TALLAHASSEE ,5
 TALLAHASSEE COMMERCIAL ,3
 TALLAHASSEE COMMERICAL ,1
 TALLAHASSEE INTL ,2
 TALLAHASSEE MUN ,1
 TALLAHASSEE MUNI. ,1
 TALLAHASSEE MUNICIPAL ,6
 TALLAHASSEE REGIONAL ,7
 TALLAHASSEE REGIONAL A/P ,1
 TALLAHASSEE RGNL ,1
 TALLASSEE MUNI ,1
 TALLASSEE PLANTATION ,1
 TALLEY RANCH ,1
 TAMA ,1
 TAMIAMI ,16
 TAMPA ,5
 TAMPA  INTERNATIONAL ,1
 TAMPA BAY EXEC AIRPORT ,1
 TAMPA BAY EXECUTIVE ,4
 TAMPA EXECUTIVE ,1
 TAMPA INT'L ,1
 TAMPA INTERNATIONAL ,10
 TAMPA INTL ,7
 TAMPA INTL. ,1
 TAMPA NORTH AERO PARK ,3
 TAMPA-VANDENBERG ,1
 TANACROSS ,1
 TANANA ,1
 TANGERINE ,2
 TANGIER ISLAND ,3
 TANIS MESA ,1
 TANKE FIELD ,1
 TANNENBAUM ,1
 TANNER ,1
 TANNER-HILLER ,4
 TAOS ,1
 TAOS MINICIPAL ,1
 TAOS MUNI ,3
 TAOS MUNICIPAL ,11
 TAOS RGNL ,2
 TAPPAHANNOCK AIRPORT ,1
 TAPPAHANNOCK MUNI ,1
 TAPPAHANOCK MUNI ,1
 TAPPAN AIRPARK ,1
 TARA FIELD ,2
 TARRANT FIELD ,2
 TATINA RIVER ,1
 TATITLEK ,2
 TATITNA ,3
 TATITNA AIRSTRIP ,1
 TAU ,3
 TAUNTON ,6
 TAUNTON MUNI ,3
 TAURUS MESA ,1
 TAUTON ,1
 TAVERNAERO PARK ,2
 TAVERNAERO PARK AIRPORT ,1
 TAYLOR ,1
 TAYLOR AIRSTRIP ,1
 TAYLOR CO. ,1
 TAYLOR COUNTY ,3
 TAYLOR FARMS ,1
 TAYLOR FIELD ,2
 TAYLOR MOUNTAIN MINE ,1
 TAYLOR MOUNTAIN STRIP ,1
 TAYLOR MUNCIPAL AIRPORT ,1
 TAYLOR MUNI ,3
 TAYLOR MUNICIPAL ,3
 TAYLOR RANCH ,2
 TAYLOR ULTRALIGHT ARPT ,1
 TAYLOR'S GREEN MNT AIRPRK ,1
 TAYLORS AIRSTRIP ,1
 TAYLORVILLE MUNI ,3
 TAZEWELL COUNTY ,1
 TAZLINA ,1
 TC FIELD ,1
 TC Field Airport ,1
 TEAL'S ,1
 TECUMSEH ,1
 TED STEVENS ANCHORAGE INTL ,3
 TEHACHAPI ,3
 TEHACHAPI MUNI ,2
 TEHACHAPI MUNICIPAL ,2
 TEKAMAH ,2
 TELEDO/METCALF ,1
 TELFAIR-WHEELER ,1
 TELIDA ,2
 TELLER ,1
 TELLURIDE ,1
 TELLURIDE REG. ,2
 TELLURIDE REGIONAL ,13
 TELLURIDE REGIONAL APT ,1
 TELLURIDE RGNL ,2
 TELSTAR ,1
 TEMECULA ,2
 TEMPLE BAR ,3
 TEMPLE FIELD ,1
 TEMPLE MUNI ,1
 TEMPLE MUNICIPAL ,2
 TEMPLETON MEADOWS STRIP ,1
 TENAKEE SPRINGS SEAPLANE BASE ,1
 TENKILLE LAKE ,1
 TENKILLER LAKE ,1
 TENNANT RANCH ,1
 TENSAS PARISH ,1
 TERHEL FARMS ,1
 TERLINGUA RANCH ,1
 TERLINGUA RANCH AIRPORT ,1
 TERLINGUA STRIP ,1
 TERMINAL ,1
 TERRE HAUTE RGNL ,1
 TERREBONNE ,2
 TERRELL ,2
 TERRELL COUNTY ,2
 TERRELL FARMS ,1
 TERRELL MUN. ,2
 TERRELL MUNI ,1
 TERRELL MUNICIPAL ,1
 TERRY ,2
 TERRY AIRPORT ,1
 TERRY COUNTY ,1
 TERRY COUNTY AIRPORT ,1
 TERRY THOMPSON ,1
 TETERBORO ,21
 TETERBORO AIRPORT ,2
 TETERSBORO ,1
 TETLIN ,2
 TETON PEAKS ,5
 TETON PEAKS DRIGGS MUNI ,1
 TETON PEAKS/DRIGGS MUNI ,1
 TETON PEAKS/DRIGGS MUNI/ ,1
 TEW MAC ,1
 TEW-MAC ,4
 TEXARKANA ,1
 TEXARKANA MUNI ,1
 TEXARKANA MUNI/WEBB FIELD ,1
 TEXARKANA REGIONAL ,2
 TEXARKANA REGIONAL-WEBB FIELD ,1
 TEXARKANA RGNL-WEBB FIELD ,1
 TEXAS A&M EXP. RESEARCH ,1
 TEXAS DUSTING SERVICES ,1
 TEXAS GULF COAST RGNL ,1
 TEXAS MOUNTAIN RANCH ,1
 TEXOMA ,2
 THACKER ,1
 THACKER--RLA ,1
 THACKERS AIRSTRIP ,2
 THAYER MEMORIAL ,1
 THE BLUFFS ,1
 THE DALLES ,4
 THE DALLES MUNI ,2
 THE DALLES MUNICIPAL ,1
 THE DALLES MUNICIPAL ARPT ,1
 THE EASTERN IOWA ,1
 THE FLORIDA KEYS MARATHON ,1
 THE FLORIDA KEYS MARATHON INTL ,1
 THE HOMESTEAD ,1
 THE QUEENS ,1
 THE RED RIVER ,1
 THE WILLIAM B HARTSFIELD ATLAN ,9
 THEODORE FRANCIS GREEN ST ,2
 THEODORE FRANCIS GREEN STATE ,1
 THERMAL ,17
 THERMAL AIRPORT ,1
 THIBODAUX MUNI ,1
 THIEF RIVER FALLS ,1
 THIEF RIVER FALLS RGNL ,1
 THIEF RIVER REGIONAL ,1
 THIEF RVR FALLS REGIONAL ,1
 THIEF RVR. FALLS ,1
 THIGPEN FIELD ,2
 THOMAS ,2
 THOMAS AIRPORT ,1
 THOMAS C RUSSELL FIELD ,1
 THOMAS C RUSSELL FLD ,2
 THOMAS C. RUSSELL FIELD ,1
 THOMAS CO. ,1
 THOMAS COUNTY ,1
 THOMAS CREEK ,1
 THOMAS CREEK AIRSTRIP ,1
 THOMAS P STAFFORD ,1
 THOMAS P. STAFFORD ,1
 THOMAS RANCH ,1
 THOMASTON ,1
 THOMASVILLE ,1
 THOMASVILLE MUNI ,1
 THOMASVILLE MUNICIPAL A/P ,1
 THOMPSON ,5
 THOMPSON AIRPORT ,2
 THOMPSON FALLS ,3
 THOMPSON FIELD ,4
 THOMPSON FIELD (PRIVATE) ,1
 THOMPSON STRIP ,1
 THOMPSON TRANSPORTATION ,1
 THOMPSON-ROBBINS ,1
 THOMPSONVILLE ,1
 THOMSON FIELD ,1
 THOMSON MCDUFFIE AIRPORT ,1
 THOMSON MCDUFFIE COUNTY ,1
 THOMSON-MCDUFFIE COUNTY ,2
 THORNBIRD RANCH ,1
 THORNBURG ,1
 THRALL LAKE ,2
 THREE CASTLES ,1
 THREE CASTLES AIRPARK ,1
 THREE FORKS ,2
 THREE FORKS AIRPORT ,1
 THREE LAKES MU. ,1
 THREE MILE LAKE ,1
 THREE POINT ,1
 THREE RIVERS MUNI DR HAINES ,1
 THREE ROCKS ,1
 THRIFTS ,2
 THUN FIELD ,2
 THUNDERBIRD ,1
 THUNDERHAWK FIELD ,1
 TI-CO ,1
 TICO ,1
 TICONDEROGA ,1
 TIDWELL AIRSTRIP ,1
 TIETON STATE ,3
 TIFFIN ,1
 TIFT MYERS ,1
 TIFTON ,1
 TIGER FIELD ,1
 TIGER LAKE ,1
 TILLAMOOK ,3
 TILLIS ,1
 TILLITT ,1
 TIMBER CREEK ,1
 TIMBER LAKE AIRPORT ,1
 TIMBER LAKE MUNICIPAL ,1
 TIMBER TRAILS ,1
 TIMBERHOUSE ,1
 TIMBERON ,2
 TIMBERS SKY CAMP ,1
 TIMMERMAN ,7
 TIMMERMAN FIELD ,1
 TIMS AIRPARK ,1
 TINKERBELL ,1
 TINNES MAY VALLEY ,1
 TIOGA MUNICIPAL ,1
 TIPTON ,2
 TIPTON AAF ,3
 TITUSVILLE ,6
 TITUSVILLE-COCOA ,4
 TOBERMAN ,1
 TOBIN CREEK ,3
 TOCCOA ,1
 TOCCOA FIELD ,1
 TOCCOA RG LETOURNEAU FIELD ,1
 TOCUMEN AIRPORT ,1
 TODD FIELD ,2
 TODDS ,1
 TOELLE VALLEY ,1
 TOFTE ,1
 TOGIAK ,4
 TOGIAK FISHERIES ,2
 TOK ,4
 TOK JUNCTION ,3
 TOKETEE (USFS) ,1
 TOKSOOK BAY ,1
 TOKYO-NARITA ,1
 TOLEDO ,7
 TOLEDO EXPRESS ,5
 TOLEDO METCALF ,1
 TOLEDO SUBURBAN ,7
 TOLEDO SUBURBAN AIRPORT ,2
 TOLEDO SURBURBAN ,1
 TOLEDO-SUBURBAN ,1
 TOLEDO-WINLOCK ,4
 TOLEDO/METCALF ,1
 TOLOVANA HOT SPRINGS ,1
 TOLSON ,1
 TOLSONA LAKE ,1
 TOM B DAVID FLD ,1
 TOM B. DAVID ,1
 TOM JAMES RANCH ,1
 TOMAH BLOYER ,1
 TOMAHAWK REGIONAL ,4
 TOMAHAWK REGIONAL AIRPORT ,1
 TOMBALL ,1
 TOMBSTONE MUNI ,2
 TOMPKINS CO. ,1
 TOMPKINS COUNTY ,4
 TONASKET MUNICIPAL ,1
 TONCONTIN INTL ,1
 TONOPAH ,6
 TONOPAH AIRPORT ,1
 TONOPATH ,1
 TOOELE ,1
 TOOELE SOUTH ARMY DEPOT ,1
 TOOELE VALLEY ,3
 TOPHAM AUBERRY ,1
 TOPHAM RANCH ,1
 TOPHAM'S RANCH ,1
 TOPP OF JAMPA ,1
 TOPP OF TAMPA ,4
 TOPSAIL AIRPARK ,1
 TOPSAIL AIRPORT ,1
 TOPSAIL ISLAND ,1
 TORCHPORT ,1
 TORCHPORT AIRPORT ,1
 TORII ,1
 TORRANCE ,12
 TORRANCE MUNI ,7
 TORRANCE MUNI. ,1
 TORRANCE MUNIC. ,1
 TORRANCE MUNICIPAL ,4
 TORRANCE ZAMPERINI FIELD ,1
 TORREON ,1
 TORREY PINES GLIDERPORT ,1
 TORRINGTON ,1
 TORRINGTON MUNI ,1
 TOTATLANIKA ,1
 TOUCHET-HILLTOP ,1
 TOUTANT ,1
 TOWANDA ,5
 TOWER AIRPORT ,1
 TOWN & COUNTRY ,2
 TOWN AND COUNTRY ,5
 TOWN AND COUNTRY AIRPARK ,2
 TOWN COUNTRY LUBBOCK ,1
 TOWNSEND ,1
 TOWSSEND ,1
 TRABOLD'S ,1
 TRACY ,6
 TRACY MUNI ,5
 TRACY MUNI. ,1
 TRACY MUNICIPAL ,4
 TRACY MUNICIPAL AIRPORT ,1
 TRADE WINDS ,1
 TRADEWATER ,1
 TRADEWIND ,10
 TRADEWINDS ,2
 TRADING BAY AIRPORT ,1
 TRAER MUNICIPAL ,1
 TRAER MUNICIPLE ,2
 TRAIL RIDGE ,1
 TRAILS END ,1
 TRAILS END RANCH ,1
 TRANSAMERICA BLDG HELIPAD ,1
 TRANSBRAZIL ,1
 TRAPPER CREEK ,2
 TRAVERSE CITY ,1
 TRAVIS AERO CLUB ,1
 TRAVIS AFB ,5
 TRAVIS AFB AERO CLUB ARPT ,1
 TREASURE COAST AIRPARK ,1
 TREASURE COAST INTL ,1
 TREGO  WAKEENEY ,1
 TREMBLE RANCH ,1
 TREMONTON ,1
 TREMONTON MUNICIPAL ,2
 TRENT LOTT INTERNATIONAL ,1
 TRENTON ,2
 TRENTON MERCER ,3
 TRENTON MUNICIPAL ,2
 TRENTON ROBBINSVILLE ,3
 TRENTON-ROBBINSVILLE ,5
 TRENTON/ROBBINSVILLE ,1
 TRI CITIES ,3
 TRI CITIES INT'L ,1
 TRI CITY ,1
 TRI CITY INTERNATL ,1
 TRI CITY REGIONAL ,2
 TRI COUNTY ,6
 TRI COUNTY REGIONAL ,1
 TRI STATE AIRPORT ,1
 TRI STATE WALKER LONG FLD ,1
 TRI-CENTER ,1
 TRI-CITIES ,16
 TRI-CITIES RGNL TN/VA ,1
 TRI-CITY ,7
 TRI-CITY AIRPORT ,3
 TRI-CITY INTL AIRPORT ,1
 TRI-CITY REGIONAL ,3
 TRI-CITY REGIONAL AIRPORT ,1
 TRI-CITY STATE ,2
 TRI-COUNTY ,33
 TRI-COUNTY AIRPORT ,3
 TRI-COUNTY REGIONAL ,3
 TRI-COUNTY RGNL ,1
 TRI-STATE ,4
 TRI-STATE AIRPORT ,1
 TRI-STATE FERGUSON ,1
 TRI-STATE STEUBEN CO. ,1
 TRI-STATE STEUBEN COUNTY ,5
 TRI-STATE STEVBEN ,1
 TRI-STATE STUBEN COUNTY ,1
 TRI/STATE WALKER ,1
 TRIANGLE AIRPARK ,1
 TRIANGLE NORTH EXECUTIVE ,1
 TRIBRITTON ,1
 TRIBUNE MUNICIPAL AIRPORT ,1
 TRIDENT BASIN ,1
 TRINCA ,2
 TRINITY CENTER ,5
 TRIPLE  W ,1
" TRIPLE ""W"" ",1
 TRIPLE B ,1
 TRIPLE CREEK ,1
 TRIPLE M ,1
 TRIPLE R RANCH ,2
 TRIPLE S ,1
 TRIPLE W ,5
 TRIPLE W AIR PARK ,3
 TRIPLE W AIRPARK ,2
 TRIPLETT FIELD ,1
 TRISTATE ,1
 TRITES ,1
 TROH'S HAPPY VALLEY ,2
 TRONA ,2
 TROUT LAKE ,1
 TROUTDALE ,6
 TROY ,1
 TROY AIRPARK ,2
 TROY MUNICIPAL ,2
 TROY OAKLAND ,1
 TROY-OAKLAND ,6
 TRUAX FIELD ,1
 TRUCKEE ,10
 TRUCKEE TAHOE ,3
 TRUCKEE-TAHOE ,32
 TRUCKEE-TAHOE AIRPORT ,2
 TRUMBULL ,1
 TRUMBULL (PVT) ,1
 TRUTH & CONSEQUENCES ,1
 TRUTH OR CONS ,1
 TRUTH OR CONSEQUENCES ,2
 TRUTH OR CONSEQUENCES MUN ,1
 TRUTH OR CONSEQUENCES MUNI ,1
 TSA ,1
 TSA GLIDERPORT ,1
 TTT Ranch Co. ,1
 TUBA CITY ,1
 TUBA CITY AIRPORT ,1
 TUCKER ,1
 TUCKER GUTHRIE MEML ,1
 TUCKER STRIP ,1
 TUCKER-GUTHRIE MEM ,1
 TUCKER-TAHOE ,1
 TUCKERS CORNER ,1
 TUCKEY AIRSTRIP ,1
 TUCSON ,6
 TUCSON  INTERNATIONAL ,1
 TUCSON INT'L ,3
 TUCSON INT'L AIRPORT ,1
 TUCSON INTERNATIONAL ,11
 TUCSON INTL ,13
 TUCSON INTL. ,2
 TUCUMCARI ,2
 TUCUMCARI MUNI ,1
 TUCUMCARI MUNICIPAL ,2
 TULAKES ,1
 TULARE MUNICIPAL ,2
 TULELAKE ,1
 TULELAKE MUNI ,3
 TULIP CITY ,7
 TULIP CITY AIRPORT ,2
 TULLAHOMA ,4
 TULLAHOMA MUNICIPAL ,1
 TULLAHOMA REGIONAL ,3
 TULLAHOMA REGIONAL ARPT ,1
 TULSA DOWNTOWN AIRPARK ,1
 TULSA INT'L ,3
 TULSA INT. ,1
 TULSA INTERNATIONAL ,12
 TULSA INTL ,3
 TULSA INTL' ,1
 TULSA INTL. ,1
 TULUSAK ,1
 TUNDRA STRIP ,1
 TUNER RIDGEPORT ,1
 TUNICA MUNI ,1
 TUNICA MUNICIPAL ,2
 TUNTUTULIAK ,5
 TUNUNAK ,1
 TUPELO  C.D. LEMONS ,1
 TUPELO MUNI. ,1
 TUPELO MUNICIPAL ,2
 TUPELO MUNICIPAL - C D LEMONS ,1
 TUPELO RGNL ,1
 TUPLIP CITY ,1
 TURF AIRPORT ,1
 TURF SOARING SCHOOL ,1
 TURKEY CREEK ,1
 TURKEY FIELD ,1
 TURKEY MOUNTAIN ESTATES ,1
 TURLOCK ,1
 TURLOCK AIRPARK ,1
 TURLOCK AIRPORT ,1
 TURLOCK MUNI ,2
 TURLOCK MUNICIPAL ,2
 TURLOCK MUNICIPAL AIRPORT ,1
 TURNER ,2
 TURNER CO. ,1
 TURNER COUNTY ,1
 TURNER FALLS ,1
 TURNER FIELD ,9
 TURNER RIDGEPORT ,2
 TURNOVER HILL ,1
 TUSAYAN HELIPORT ,2
 TUSCALOOSA ,5
 TUSCALOOSA MUNI ,3
 TUSCALOOSA MUNICIPAL ,5
 TUSCALOOSA RGNL ,3
 TUSCALOOSCA ,1
 TUSCOLA AIRPORT ,1
 TUSCON INTERNATIONAL ,1
 TUSKEGEE ,2
 TUSKEGEE MUNICIPAL ,3
 TWEATTY AIR STRIP ,1
 TWEED HEW HAVEN ,1
 TWEED NEW HAVEN ,3
 TWEED-NEW HAVEN ,3
 TWEED/NEW HAVEN ,1
 TWELFTH STREET AIRSTRIP ,1
 TWELVE OAKS AIR ESTATES ,1
 TWELVE OAKS AIRPORT ,1
 TWENTY-NINE PALMS ,1
 TWENTYNINE PALMS ,2
 TWENTYNINE PALMS MCAS ,1
 TWICHELL ,1
 TWIN ,1
 TWIN ASH ,1
 TWIN BRIDGES ,1
 TWIN CITIES AIRPORT ,2
 TWIN CO. ,1
 TWIN COUNTY ,2
 TWIN FALLS ,5
 TWIN FALLS CITY ,1
 TWIN FALLS MUNICIPAL ,1
 TWIN FALLS REGIONAL ,1
 TWIN FALLS-OLSEN FLD ,1
 TWIN HILLS ,2
 TWIN LAKES ,13
 TWIN LAKES AIRPORT ,1
 TWIN LAKES RANCH AIRPORT ,1
 TWIN MOUNTAIN ,1
 TWIN OAKS ,4
 TWIN OAKS AIRPARK ,1
 TWIN PINE ,1
 TWIN PINES ,1
 TWIN-OAKS ,1
 TWINKLETOWN ,2
 TWISP ,1
 TWISP MUNI ,2
 TWISP MUNICIPAL ,3
 TWITCHELL ,3
 TWITCHELL AIRPORT ,1
 TWITCHELLS ,1
 TWO BAR RANCH ,2
 TWO FALLS ,1
 TWO HARBORS ,1
 TWO HARBORS-HELGESON ,1
 TWO-LEGS ,1
 TYLER ,1
 TYLER COUNTY ,1
 TYLER MUNI ,1
 TYLER POUNDS ,2
 TYLER POUNDS FIELD ,6
 TYLERTOWN AIRPORT ,1
 TYNDALL AFB ,2
 Tabatinga ,1
 Taccoa RG Letourneau ,1
 Tacoma Narrows ,10
 Tacoma Narrows Airport ,2
 Taft-Kern County ,1
 Tafuna/Pago Pago International ,2
 Tafuna/Pago Pago Internl Airpo ,1
 Tahiti-FAAA International Airp ,1
 Tahlequah Muni ,1
 Tahlequah Municipal Airport ,2
 Tailwinds Airport ,1
 Taipei Songshan Airport ,1
 Taisha Airport ,1
 Taitung ,1
 Takamatsu ,1
 Takoma Narrows ,1
 Takotna ,1
 Tal River Lodge ,1
 Talisman Farm ,1
 Talkeetna ,9
 Talkeetna Airport ,3
 Talkeetna Village Strip ,1
 Talkeetna Village Strip Airpor ,1
 Tallahasse Regional Airport ,1
 Tallahassee ,1
 Tallahassee Regional ,3
 Tallahassee Regional Airport ,5
 Tallman Airport ,1
 Tambo ,1
 Tambo International Airport ,1
 Tampa Bay Executive ,1
 Tampa Bay Executive Airport ,1
 Tampa Executive Airport ,3
 Tampa International Airport ,10
 Tampa Intl ,1
 Tampa North Aero Park ,6
 Tanana ,1
 Taney County Airport ,2
 Tangerine Airport ,1
 Tangier Island Airport ,2
 Tanner Airstrip ,1
 Tao Yuan International Airport ,1
 Tao-Yuan ,1
 Taos Regional ,2
 Taos Regional Airport ,3
 Taoyuan International ,1
 Taoyuan International Airport ,2
 Tapley Airport ,1
 Tappahannock Muni Airport ,1
 Tappahannock-Essex County ,2
 Tappahannock-Essex County Airp ,1
 Tara Field ,1
 Tarboro-Edgecombe ,1
 Tarragona ,1
 Tarrant Field ,1
 Tartu Ulenurme Airport ,1
 Tatitna ,1
 Tatitna Airstrip ,2
 Taunton ,1
 Taunton Muni - King Field ,1
 Taunton Municipal ,1
 Taunton Municipal Airport ,3
 Tavernaero ,1
 Tavernaero Park Airport ,1
 Taylor Airport ,3
 Taylor County Airport ,1
 Taylor Municipal ,1
 Taylor Municipal Airport ,1
 Taylorsville Airport ,2
 Taylorville Municipal Airport ,1
 Tayuntza ,1
 Tecumseh Al Meyers ,1
 Tecumseh Merillat Airport ,1
 Ted Steven Intl Airport ,2
 Ted Stevens Anchorage Int'l ,2
 Ted Stevens Anchorage Internat ,1
 Ted Stevens Anchorage Intl ,1
 Ted Stevens Anchorage Intl. ,1
 Ted Stevens Int'l Airport ,1
 Ted Stevens International ,1
 Ted Stevens International Airp ,3
 Tefe ,1
 Tehachapi ,5
 Tehachapi Muni ,1
 Tehachapi Municipal ,3
 Tehachapi Municipal Airport ,3
 Tekirdag Ãorlu Airport ,1
 Telfair-Wheeler Airport ,2
 Telluride ,2
 Telluride Regional ,2
 Telluride Regional Airport ,7
 Temple Central Texas Regional ,1
 Temporary Airstrip ,1
 Temporary Dirt Airstrip ,1
 Tenerife Sur Airport ,1
 Teniente Amin Ayub Gonzalez ,1
 Tenkiller ,1
 Tenkiller Lake ,1
 Tenkiller Lake Airpark ,1
 Teresina International Airport ,1
 Terrance B. Lettsome ,1
 Terre Haute International Airp ,1
 Terre Haute Intl-Hulman Field ,1
 Terrell County ,1
 Terrell Municipal ,1
 Terrell Municipal Airport ,1
 Terry Airport ,1
 Terry County ,1
 Teterboro ,9
 Teterboro Airport ,11
 Teterboro NJ ,1
" Teterboro, New Jersey ",4
 Tetlin Airport ,1
 Texarkana ,1
 Texas Air Museum Airport ,1
 Texas Gulf Coast Regional ,1
 Texas Soaring Assoc Gliderport ,1
 Thackers Airport ,1
 The Bluffs ,1
 The Carter Memorial Airport ,1
 The Citadel ,1
 The Dalles Muni ,1
 The Dalles Municipal ,1
 The Dalles Municipal Airport ,1
 The Farm ,1
 The Farm Airport ,2
 The Florida Keys Marathon Airp ,2
 The Florida Keys Marathon Arpt ,3
 The Florida Keys Marathon Inte ,1
 The Gravel Pit ,1
 The Lazy K Airport ,1
 The Sea Ranch Airport ,1
 The Ultralight Strip ,1
 The Valley Airport ,1
 Theodore F. Green State ,1
 Theodore Francis Green ,1
 Theodore Francis Green State ,1
 Thessaloniki International ,1
 Thibodaux Municipal ,1
 Thomas C. Russel Field Airport ,1
 Thomas C. Russell Field ,2
 Thomas County Airport ,1
 Thomas Memorial ,1
 Thomas Municipal Airport ,1
 Thomas P Stafford Airport ,1
 Thomas memorial Airport ,1
 Thomaston - Upson County ,1
 Thomaston-Upson County ,2
 Thomaston-Upson County Airport ,2
 Thomasville Regional ,1
 Thomasville Regional Airport ,1
 Thompson  Field Airport ,1
 Thompson Falls ,1
 Thompson Field Airport ,1
 Thompson-Robbins ,1
 Thompsonville ,1
 Thomson McDuffie County ,1
 Thomson-McDuffie ,1
 Thomson-McDuffie Co Airport ,1
 Thomson-McDuffie Regional ,1
 Thomson-Mcduffie County ,1
 Three Castles Airpark ,1
 Three Cross Ranch Airport ,1
 Three Forks ,4
 Three Lakes Marina ,1
 Three Lakes Municipal Airport ,2
 Three Rivers Municipal ,3
 Three Rivers Municipal Airport ,1
 Three Rivers Municipal Dr Hain ,1
 Thrifty Acres STOLport ,1
 Thunderbird Air Park ,3
 Ticonderoga Municipal ,1
 Tidewater Airport ,1
 Tierra Linda irport ,1
