airportname,Freq
 SUNRAY MUNI ,1
 SUNRISE BEACH ,2
 SUNRISE SKY PARK ,1
 SUNRISE SKYPARK ,2
 SUNRIVER ,12
 SUNRIVER AIRPORT ,3
 SUNSET ,1
 SUNSET SKY RANCH ,1
 SUNSET SKYRANCH ,4
 SUNSET STRIP ,2
 SUPERIOR ,2
 SUPERIOR STRIP ,1
 SURBURBAN ,1
 SURFSIDE ,1
 SURFSIDE AIRPORT ,1
 SURFSIDE SEAPLANE ,1
 SURFSIDE SEAPLANE BASE ,1
 SURRY COUNTY ,1
 SUSAN DACY ,1
 SUSANVILLE ,3
 SUSANVILLE MUNI ,1
 SUSANVILLE MUNICIPAL ,1
 SUSANVILLE MUNICIPAL APRT ,1
 SUSSEX ,11
 SUSSEX CO. ,1
 SUSSEX COUNTY ,4
 SUSSEX COUNTY AIRPORT ,3
 SUTTER BUTTE DUSTER STRIP ,1
 SUTTER BUTTE DUSTERS ,1
 SUTTER CO ,1
 SUTTER CO. ,1
 SUTTER COUNTY ,3
 SUTTER COUNTY ARPT ,1
 SUTTERCO ,1
 SUTTON ,1
 SUTTON-JONESVILLE MINE ,1
 SUWANEE BELLE ,1
 SUWANNEE BELLE ,1
 SUWANNEE COUNTY ,2
 SWAINS CREEK ,1
 SWALL MEADOWS ,1
 SWAN AIRSTRIP ,1
 SWAN CREEK ,2
 SWAN CREEK AIRPORT ,1
 SWANS FIELD ,1
 SWANS FIELD AIRPORT ,1
 SWANSBORO ,2
 SWANSBORO AIRPORT ,1
 SWANSBORO COUNTRY ,2
 SWANSBORO COUNTY ,1
 SWANSON ,2
 SWANSON FIELD ,2
 SWANSON RIVER ,1
 SWANSONS FARM STRIP #3 ,1
 SWEENEY ,1
 SWEET SPRINGS AIRPORT ,1
 SWEETWATER ,3
 SWEETWATER  COUNTY ,1
 SWEETWATER (USMC) ,1
 SWEETWATER COUNTY ,4
 SWIFT PRIVATE AIRSTRIP ,1
 SWISHER COUNTY ,1
 SWITCHBACK RANCH ,1
 SYCAMONE AIR STRIP ,1
 SYCAMORE ,6
 SYCAMORE STRIP ,1
 SYLVANIA ,3
 SYLVANIA AIRPORT ,2
 SYLVESTER ,2
 SYRACUSE ,2
 SYRACUSE HANCOCK INT'L ,2
 SYRACUSE HANCOCK INTL ,2
 SYRACUSE SUBURBAN ,1
 SYRACUSE-HAMILTON CO. ,1
 SYRACUSE-HANCOCK ,2
 SYRACUSE/HANCOCK ,1
 Saarbrucken ,1
" Sabadell Airport, Spain ",1
 Sabetha Municipal ,1
 Sac City Municipal ,1
 Sackman Field ,3
 Sackman Field Airport ,1
 Sacramento Executive ,3
 Sacramento International ,2
 Sacramento Internatl Airport ,1
 Sacramento Mather ,4
 Sacramento Mather Airport ,1
 Safford Regional ,1
 Safford Regional Airport ,1
 Saginaw H W Browne ,1
 Saguache Municipal Airport ,1
 Saint Augustine Airport ,1
 Saint Chamond - L'Horme airpor ,1
 Saint Charles Municipal ,1
 Saint Clair Airport ,1
 Saint George ,1
 Saint John the Baptist ,1
 Saint Lucie County ,2
 Saint Mary's Airport ,1
 Saint Michael ,1
 Saint Pierre ,1
 Saint Simons Island ,1
 Saint Tammany Regional ,1
 Saipan International ,1
 Saipan International Airport ,1
 Salaika Aviation Airport ,1
 Salem ,1
 Salem Airpark ,2
 Salem Muni ,1
 Salem Municipal Airport ,1
 Salina Municipal ,1
 Salina Municipal AIrport ,1
 Salina Municipal Airport ,3
 Salinas ,2
 Salinas Municipal ,1
 Salinas Municipal Airport ,4
 Saline County Airport/Watts ,1
 Saline County Regional ,2
 Saline County Regional Airport ,1
 Saline Valley Airstrip ,1
 Saline Valley Landing Zone ,1
 Salisbury-Ocean City ,1
 Salisbury-Ocean City Wicomico ,1
 Sallisaw Muni ,1
 Sally Wofford ,1
 Salmon Bar ,2
 Salt Lake #2 ,1
 Salt Lake City ,2
 Salt Lake City 2 Municipal ,1
 Salt Lake City Int. ,2
 Salt Lake City Int. Airport ,1
 Salt Lake City International ,10
 Salt Lake City Intl Airport ,2
 Salt Lake City Muni 2 ,1
 Salt Lake City Municipal 2 ,7
 Salt Lake City Municipal 2 Air ,1
 Salton Sea Airport ,1
 Salty Approach Airport ,2
 Saluda County ,1
 Sam Riggs Airpark ,1
 Samedan ,1
 Samedan Airport ,1
 Sampley's Airport ,1
 Samuels Airport ,1
 Samuels Field ,2
 Samuels Field Airport ,2
 San Andreas Island ,1
 San Andros Airport ,1
 San Angelo ,1
 San Angelo Regional ,1
 San Angelo Regional Airport/Ma ,1
 San Antonio International ,8
 San Antonio Internationsal ,1
 San Antonio Military Medical ,1
 San Bernadino ,1
 San Bernardino Internatioanl ,1
 San Bernardino International ,1
 San Carlos ,8
 San Carlos Airport ,5
 San Carlos Apache ,1
 San Carlos Apache Airport ,2
 San Carlos de Bariloche Airpor ,1
 San Diego ,4
 San Diego International ,2
 San Diego International Airpor ,1
 San Diego Intl-Lindbergh Fld ,2
 San Fernando Airport ,2
 San Francisco International ,15
 San Francisco International Ai ,1
 San Franciso ,1
 San Gabriel Valley Airport ,1
 San Geronimo ,1
 San Geronimo Airpark ,3
 San Geronimo Airport ,1
 San Jose International ,1
 San Jose International Airport ,1
 San Juan Luis Munoz Internatio ,1
 San Juan Pueblo NM ,1
 San Luis County Airport ,1
 San Luis County Regional ,3
 San Luis County Regional Airpo ,1
 San Luis County Regional Apt ,1
 San Luis Obispo ,5
 San Luis Valley Regional ,2
 San Manuel ,3
 San Manuel Airport ,5
 San Marcos Municipal Airport ,4
 San Marcos Regional Airport ,1
 San Martin ,1
 San Patricio County Airport ,1
 San Rafael ,2
 San Rafael Airport ,1
 San Saba County Muni Airport ,1
 San Salvador De Paul ,1
 Sanborn Airport ,1
 Sand Point ,1
 Sanders Field ,1
 Sanderson Field ,4
 Sanderson Field Airport ,2
 Sanderson's Field ,1
 Sandia Airpark ,2
 Sandia Airpark Estates Airport ,1
 Sandia Airpark Estates East ,2
 Sandpoint ,1
 Sandpoint Airport ,4
 Sandusky County Regional ,1
 Sandy Creek Airpark ,4
 Sandy River ,2
 Sandy River Airport ,1
 Sandy River Lodge Airstrip ,1
 Sanford International Airport ,1
 Sanford Lee County Regional ,2
 Sanford Regional Airport ,2
" Sanford, Lee County ",1
 Sanford-Lee County ,1
 Sanford-Lee County Regional ,3
 Sankey Airport ,1
 Sant Lucie County Intl ,1
 Santa Ana- John Wayne Airport ,1
 Santa Anastacia Airport ,1
 Santa Barbara ,3
 Santa Barbara Muni Airport ,2
 Santa Barbara Municipal ,4
 Santa Barbara Municipal Airpor ,2
 Santa Barbara Municipal Apt ,1
 Santa Barbra ,1
 Santa Fe Muni ,2
 Santa Fe Municipal ,8
 Santa Fe Municipal Airport ,9
 Santa Genoveva Airport ,1
 Santa Maria ,2
 Santa Maria Public ,4
 Santa Maria Public Airport ,1
 Santa Maria Public Airport. ,1
 Santa Monica ,1
 Santa Monica Airport ,1
 Santa Monica Muni Airport ,1
 Santa Monica Municipal ,3
 Santa Monica Municipal Airport ,4
 Santa Paula ,5
 Santa Paula Airport ,3
 Santa Rosa ,4
 Santa Rosa Municipal ,1
 Santa Rosa Municipal Airport ,1
 Santa Rosa Route 66 Airport ,3
 Santa Teresa ,1
" Santa Teresa, NM ",1
 Santa Ynez ,5
 Santa Ynez Airport ,3
 Sante Fe Municipal ,1
 Santiago Vila Airport ,2
 Santiam Junction State Airport ,1
 Santo AntÃ´nio do Leverger Muni ,1
 Sao Paulo Campo Marte Airport ,1
 Sao Paulo Guarulhos Airport ,1
 Sao Paulo/Patriarca Heliport ,1
 Sapphire Lake ,1
 Saranac Lake ,1
 Sarasota Braden Airport ,1
 Sarasota Bradenton Intl ,1
 Sarasota International ,1
 Sarasota International Airport ,2
 Sarasota-Bradenton ,1
 Sarasota-Bradenton Internation ,1
 Sarasota/Bradenton ,2
 Sarasota/Bradenton Int'l ,3
 Sarasota/Bradenton Internation ,1
 Sarasota/Bradenton Intl ,3
 Saratoga Springs ,1
 Sarita ,1
 Satiago de Compostela ,1
 Sauk Municipal ,1
 Sauk Prairie ,1
 Sauk-Prairie Airport ,2
 Sault Ste Marie/Sanderson ,1
 Saurers Field ,1
 Savaanh/Hilton Head Intl ,1
 Savannah - Hardin County ,1
 Savannah Hardin County ,1
 Savannah International ,1
 Savannah-Hardin County Airport ,1
 Savannah/ Hilton Head Airport ,1
 Savannah/HHI International ,1
 Savannah/Hilton Head Int ,1
 Savannah/Hilton Head Internati ,1
 Savannah/Hilton Head Intl ,2
 Savannah/Hilton head Int ,1
 Savoonga Airport ,1
 Sawyer County Airport ,1
 Sawyer Field ,1
 Sawyer International Airport ,1
 Sayre Municipal Airport ,1
 Scaposse ,1
 Scappoose ,1
 Scappoose Industrial ,1
 Scappoose Industrial Airpark ,8
 Schafer (USFS) ,2
 Schafer USFS Airport ,2
 Schaumburg Regional ,2
 Schaumburg Regional Airport ,5
 Schellville/Sonoma ,2
 Schenectady County Airport ,1
 Schenectedy County Airport ,1
 Schiphol ,1
 Schiphol International Airport ,1
 Schlemeyer Field ,1
 Schmidt Airport ,1
 Schoepflin Airport ,1
 Scholes International ,1
 Scholes International Airport ,3
 Schoonover Strip (Private) ,1
 Schrack Farms ,1
 Schroon Lake ,1
 Scott AFB/Mid America Airport ,1
 Scott Airport ,1
 Scott Field  (Private) ,1
 Scott Field Airport ,1
 Scott Municipal ,1
 Scott P. Headley ,1
 Scotts Seaplane Base ,1
 Scottsboro Municipal ,1
 Scottsboro Municipal Word Fiel ,1
 Scottsburg Airport ,1
 Scottsdale ,11
 Scottsdale Airport ,9
 Scribner State ,2
 Seaborn Smith ,1
 Seafood Warehouse ,1
 Seaman's Field ,1
 Seamans Field ,3
 Searchlight Airport ,1
 Searcy Municipal ,1
 Sears ,1
 Seaside Municipal Airport ,2
 Seattle-Tacoma Int. ,2
 Seattle-Tacoma Int. Airport ,2
 Seattle-Tacoma Intern Arpt ,1
 Seattle-Tacoma International ,4
 Seattle-Tacoma Intl ,1
 Seattle-Tacoma Inyternational ,1
 Seattle/Tacoma Int. ,1
 Sebastian Municipal ,3
 Sebastian Municipal Airport ,3
 Sebastion Cove ,1
 Sebastion Municipal Airport ,1
 Sebewaing Airport ,1
 Sebring ,3
 Sebring Regional ,3
 Sebring Regional Airport ,11
 Sedalia Memorial Airport ,1
 Sedalia Minicipal ,1
 Sedalia Regional Airport ,1
 Sedona ,17
 Sedona Airport ,10
 Selby Farm Airport ,1
 Seldovia ,2
 Seletar ,1
 Selfridge Air Nat'l Guard Base ,1
 Selfridge Air National Guard B ,1
 Selfridge Air Natl Guard Base ,2
 Selinsgrove ,1
 Sells Airport ,1
 Selma ,1
 Seminole Lake ,1
 Seminole Lake Gliderport ,5
 Seminole Municipal Airport ,1
 Sendai ,1
 Seoul International ,1
" Sepinggan Airport, Balikpapan ",1
 Sept-Ãles Airport ,1
 Sequim Valley ,1
 Sequim Valley Airport ,6
 Seven Lakes Airport ,2
 Seven Rivers Airport ,1
 Sevier County ,1
 Sevilla ,1
 Sewanee - Franklin County ,1
 Seward ,1
 Seward Municipal ,1
 Seymore Air Park ,1
 Seymour Air Park ,2
 Seymour AirPark ,1
 Shade Tree Field ,2
 Shady Acres ,1
 Shady Cove ,1
 Shafter-Minter Field ,1
 Shafter-Minter Field Airport ,2
 Shagawa Lake ,1
 Shalz Field Airport ,2
 Shamrock Field ,1
 Shane Field ,1
 Shanghai International ,1
 Shanghai International Airport ,1
 Shannon ,2
 Shannon Airport ,6
 Shannon Pond ,1
 Shannons Pond Seaplane ,2
 Sharjah International Airport ,1
 Shaw Island ,1
 Shaw Island Airport ,1
 Shawano Municipal ,1
 Shawnee Airport ,1
 Shawnee Field Airport ,2
 Shawnee Regional Airport ,2
 Shearer Airport ,1
 Sheboygan Co. Municipal ,1
 Sheboygan County Mem ,1
 Sheboygan County Memorial ,4
 Sheep Mountain ,2
 Sheets Airport ,1
 Sheffield Strip ,1
 Shelburne Airport ,1
 Shelby Community Airport ,1
 Shelby County ,2
 Shelby County Airport ,7
 Shelby-Cleveland Airport ,1
 Shelbyville Municipal Airport ,1
 Sheldon Municipal ,1
 Shell Lake Airstrip ,1
 Shell Lake Municipal Airport ,1
 Shelter Cove Airport ,1
 Shelton-Sanderson ,1
 Shenandoah Municipal ,1
 Shenandoah Municipal Airport ,1
 Shenandoah Valley ,1
 Shenandoah Valley Regional ,2
 Shenzhen Baoan Airport ,1
 Shepley Ranch ,1
 Sheppard Air Force Base/Wichit ,1
 Sher-Wood ,1
 Sheremetyevo-Moscow ,1
 Sheridan ,1
 Sheridan County ,2
 Sheridan County Airport ,3
 Sheridan County airport ,1
 Sheridan Municipal Airport ,2
 Sherman ,1
 Sherman Airport ,1
 Sherman Municipal ,3
 Sherman Municipal Airport ,1
 Shields Airport ,1
 Shiprock Airstrip ,1
 Shirley Williams ,1
 Shirley Williams Airport ,1
 Shively Field Airport ,2
 Shivley Field Airport ,1
 Shoeatring Aviation Airfield ,1
 Shoestring Aviation Airfield ,1
 Shoreham Airport ,1
 Short Creek ,1
 Short Creek (private) ,1
 Short Creek Airport ,1
 Shoshone Airport ,1
 Shotgun Lake ,1
 Show Low ,8
 Show Low Municipal ,2
 Show Low Regional ,2
 Show Low Regional Airport ,4
 Shreveport Downtown ,1
 Shreveport Downtown Airport ,2
 Shreveport Executive ,1
 Shreveport Municipal Airport ,1
 Shreveport North Airport ,1
 Shreveport Regional ,3
 Shreveport Regional Airport ,2
 Sibley Municipal Airport ,1
 Sibu Airport ,1
 Sidney ,1
 Sidney Municipal ,1
 Sidney Municipal Airport ,2
 Sidney Municipal/Lloyd W. Carr ,1
 Sidney-Richland Muni ,1
 Siemens Field Airport ,1
 Sierra Blanca ,1
 Sierra Blanca Regional ,2
 Sierra Blanca Regional Airport ,2
 Sierra Sky Park ,1
 Sierra Sky Park Airport ,3
 Sierra Vista Hosp ,1
 Sierra Vista Muni Airport ,1
 Sierraville ,2
 Sierraville / Dearwater Airpor ,1
 Sietz Bay ,1
 Sikeston Memorial Municipal ,1
 Siler  City Municipal ,1
 Siler City Municipal Airport ,2
 Siletz Bay State ,1
 Silo Field ,1
 Silver City ,1
 Silver Creek Airport ,1
 Silver Creek Glider Club ,1
 Silver Creek Gliderport ,1
 Silver Ranch Airport ,1
 Silver West ,1
 Silver Wings Airport ,1
 Silver Wings Field ,1
 Silver Wings Field Airport ,1
 Silvio Pettrossi International ,1
 Simon Bolivar IAP ,1
 Simon Bolivar International ,1
 Simonds Airstrip ,1
 Simonton ,1
 Simpson ,1
 Simpson Airport ,1
 Simsbury Airport ,4
 Singapore Changi Airport ,1
 Sinop Airport ,1
 Sinton/San Patricio County ,1
 Sioux Gateway Airport/Col. Bud ,2
 Siskiyou ,1
 Siskiyou County ,2
 Sisters ,1
 Sisters Eagle Air ,1
 Sisters Eagle Air Airport ,1
 Site 8 YPG ,1
 Sitio Flyer ,1
 Sitka ,3
 Sitka Airport ,1
 Sitka Rocky Gutierrez ,1
 Sitkinak Island ,1
 Six Oaks ,1
 Six Springs Ranch ,1
 Sixmile Lake ,1
 Skagit Airport ,1
 Skagit Regional ,4
 Skagit Regional Airport ,7
 Skarda/Tollville Airport ,1
 Skatter Creek Airport ,1
 Skiatook ,1
 Skiatook Municipal ,1
 Skiatook Municipal Airport ,3
 Skinner Ranch Airport ,1
 Skwentna ,2
 Sky Acres ,4
 Sky Acres Airport ,5
 Sky Bryce ,1
 Sky Bryce Airport ,1
 Sky Classics Field ,1
 Sky Cox Airport ,1
 Sky Field ,2
 Sky Harbor ,1
 Sky Harbor Airport ,2
 Sky Harbor International ,1
 Sky Harbor Seaplane Base ,2
 Sky Haven Airpark ,2
 Sky King Airport ,1
 Sky Manor ,2
 Sky Manor Airport ,5
 Sky Meadows Airpark ,1
 Sky Point Estates ,1
 Sky Ranch ,3
 Sky Ranch Airport ,5
 Sky Ranch Airport at Carefree ,1
 Sky Ranch at Carefree ,1
" Sky Ranch at Carefree, Arizona ",1
 Sky Soaring ,2
 Sky Soaring Airport ,1
 Sky Soaring Glider Club Airpor ,1
 Sky-Go Farms Airport ,1
 SkyHarbor Airport ,1
 Skydive Chicago Airport ,1
 Skydive Greene County ,1
 Skydive Houston Airport ,1
 Skyhaven ,1
 Skyhaven Airport ,8
 Skykomish State ,1
 Skylane Airport ,1
 Skylark ,1
 Skylark Airpark ,1
 Skylark Field ,1
 Skylark Field Airport ,1
 Skyotee Airport ,1
 Skypark ,4
 Skypark Airport ,9
 Skypark Estates Airpark ,1
 Skypoint Private Strip ,1
 Skyport ,1
 Skyport Airport ,1
 Skyview ,1
 Skyview Airport ,1
 Slana Homestead Strip ,1
 Slate Creek ,1
 Slatington Airport ,1
 Slaton Muncipal ,1
 Slaton Muni ,1
 Slaton Municipal ,1
 Slaton Municipal Airport ,1
 Sleepers Strip ,1
 Sleetmute Airport ,1
 Sloulin International ,1
 Sluice Creek Unimproved Strip ,1
 Smiley Creek ,2
 Smiley Johnson Mun/Bass Field ,1
 Smith Center Municipal ,2
 Smith Field ,1
 Smith Field Airport ,2
 Smith Mountain Lake ,3
 Smith Mountain Lake Airport ,1
 Smith Prairie ,1
 Smith Private Airport ,1
 Smith Reynolds ,2
 Smith Reynolds Airport ,6
 Smith Valley ,1
 Smith-Stewart Field Airport ,1
 Smithville Municipal ,1
 Smithville Municipal Airport ,1
 Smoketown ,1
 Smoketown Airport ,4
 Smolensk Military Aerodrome ,1
 Smyrna Airport ,5
 Smyth County Community Hospita ,1
 Snake Creek Wilderness ,1
 Snake River Skydiving Airport ,1
 Sneek Airport ,1
 Snider Field ,1
 Snider Field Airport ,1
 Snohomish Co (Paine Field) ,3
 Snohomish Co (Paine Fld) ,1
 Snohomish County (Paine Field) ,1
 Snohomish County - Paine Field ,1
 Snohomish County Airport ,3
 Snohomish County Paine Field ,1
 Snohomish Paine ,1
 Snohomish Private Airstrip ,1
 Snow Lake ,1
" Snowshoe Lake, Canada ",1
 So County Airport/Santa Clara ,1
 Soaring Club Of Houston ,1
 Soaring Club of Houston Glider ,1
 Soceagro ,1
" Sochi, Russia ",1
 Socorro ,1
 Socorro Muni ,2
 Socorro Municipal Airport ,1
 Soekarno-Hatta Airport ,1
 Soldier Bar Airport ,1
 Soldier Bar USFS ,1
 Soldier Meadows Ranch ,1
 Soldotna ,5
 Soldotna Airport ,2
 Somerset ,1
 Somerset - Pulaski County ,1
 Somerset Airport ,9
 Somerset County ,1
 Somerset County Airport ,3
 Somerset-Pulaski County ,2
 Son Bonet Aerodrome ,1
 Sonoma County ,2
 Sonoma County Airport ,1
 Sonoma Skypark ,4
 Sonoma Skypark Airport ,3
 Sonoma Valley ,1
 Sonoma Valley Airport ,2
 Sophie's Choice ,1
 South Alabama Regional Airport ,1
 South Albany Airport ,1
 South Arkansas Regional ,3
 South Bend Airport ,1
 South Bend International Airpo ,1
 South Bend Regional ,2
 South Bend Regional Airport ,1
 South Bimini ,1
 South Bimini Airport ,2
 South Bimini Intl. Airport ,1
 South County Airport ,3
 South County Airport of Santa ,1
 South Fulton ,1
 South Golden Lake ,1
 South Grand Lake Regional ,1
 South Haven Area Regional ,4
 South Haven Area Regional Airp ,1
 South Haven Regional ,1
 South Hollywood Airpark ,1
 South Jersey Regional ,4
 South Jersey Regional Airport ,1
 South Jersey Rgnl ,1
 South Lafourche ,1
 South Lafourche Airport ,1
 South Lafourche Leonard Miller ,1
 South Lake Tahoe ,4
 South Lake Tahoe Airport ,1
 South Lakeland ,2
 South Lakeland Airport ,2
 South Marsh Island #50 ,1
 South Meadows Heliport ,1
 South Naknek ,1
 South Oak Aerodrome ,3
 South Pass 38 ,1
 South Pass 93A ,1
 South Prairie Airport ,1
 South St Paul Municipal Airpor ,1
 South St Paul Municipal Arpt ,1
 South St. Paul ,1
 South St. Paul Municipal ,2
 South St. Paul Municipal Airpo ,2
 South Texas Regional ,1
 South Texas Regional Airport ,1
 South Timbalier 178A ,1
 South Valley ,1
 South Valley Airport ,2
 South Valley Regional ,4
 South Valley Regional Airport ,5
 South Valley Regional Arpt ,1
 Southbridge Municipal Airport ,1
 Southeast Greensboro Airport ,1
 Southeast Texas Regional ,1
 Southeast Texas Regional Airpo ,1
 Southeastern Airport ,3
 Souther California Logistics ,1
 Souther Field Airport ,1
 Southerland Strip Airport ,2
 Southern Comforts Aerodrome ,1
 Southern Cross ,1
 Southern Cross Airport ,2
 Southern Illinois ,1
 Southern Illinois Airport ,4
 Southern Seaplane Airport ,3
 Southern Timbalier 52CA ,1
 Southestern Airport ,1
 Southland Field Airport ,2
 Southwest Florida Int'l ,2
 Southwest Florida Internationa ,3
 Southwest Iowa Regional ,2
 Southwest Lakes Airpark ,1
 Southwest Michigan Regional ,2
 Southwest Minnesota Regional ,1
 Southwest Oregon Regional ,1
 Southwest Washington Regional ,2
 Spa Airfield (EBSP) ,1
 Space Coast Regional ,4
 Space Coast Regional Airport ,11
 Space Coast Regional Arpt ,1
 Spacecoast Regional Airport ,1
 Spadaro ,1
 Spadaro Airport ,1
 Spanaway ,2
 Spanish Fork ,2
 Spanish Fork - Springville ,3
 Spanish Fork Airport ,5
 Spanish Fork Springvile Metro ,1
 Spanish Fork-Springville ,11
 Spanish Peaks ,1
 Spanish Springs ,1
 Sparpe Farms Airport ,1
 Sparta Airport ,1
 Sparta Community Airport ,2
 Sparta Community-Hunter Field ,1
 Spartanburg Downtown Memorial ,6
 Spartansburg Downtown Mem. Apt ,2
 Spaulding Airport ,1
 Spear T Ranch ,1
 Spence Field ,1
 Spencer ,1
 Spencer Airport ,3
 Spencer Municipal ,1
 Spicewood ,3
 Spicewood Airport ,1
" Spicewood, TX ",1
 Spirit of St Louis ,2
 Spirit of St Louis Airport ,3
 Spirit of St. Louis ,7
 Spirit of St. Louis Airport ,5
 Spitfire Aerodrome ,2
 Spokane Felts Field ,1
 Spokane INternational ,1
 Spokane International ,2
 Spokane International Arpt ,1
 Spooner Ranch ,1
 Sport Airfield Zaluzani ,1
 Sport Flyers Field ,1
 Sport Lake ,1
 Sports Flyer Estates ,1
 Sportsman ,1
 Sportsman Airpark ,4
 Sportsman's World Airport ,1
 Spotted Bear (USFS) ,1
 Spring Hill Airport ,1
 Spring Lake ,1
 Spring Paths Airport ,1
 Springdale Municipal ,1
 Springdale Municipal Airport ,6
 Springervile Municipal Airport ,1
 Springerville Municipal ,1
 Springerville Municipal Airpor ,2
 SpringervilleMunicipal Airport ,1
 Springfield - Robertson County ,1
 Springfield Downtown ,1
 Springfield Municipal Airport ,1
 Springfield Robertson County ,1
 Springfield-Beckley ,1
 Springfield-Beckley Muncipal ,1
 Springfield-Beckley Municipal ,1
 Springfield-Branson National ,2
 Springfield-Branson National A ,1
 Springfield-Branson Regional ,2
 Springhill ,1
 Springview ,1
 Springwood Gliderport ,1
 Spruce Creek ,9
 Spruce Creek Airport ,12
 Square Air Airport ,1
 Squirrel Acres ,1
 St Augustine Airport ,2
 St Charles ,1
 St Charles Airport ,3
 St Charles County Smartt ,2
 St Clair County International ,1
 St Cloud Muni ,1
 St Cloud Regional Airport ,2
 St Colair County Airport ,2
 St Elmo Airport ,1
 St George Municipal ,1
 St George Municipal Airport ,1
 St Johns Airport ,1
 St Johns Industrial Air Park ,3
 St Johns Industrial Airport ,1
 St Landry Parish Airport ,1
 St Louis Downtown ,3
 St Louis Downtown Airport ,3
 St Louis Regional ,2
 St Louis Regional Airport ,1
 St Louis University Hospital H ,1
 St Lucie County Int'l ,2
 St Lucie County International ,3
 St Maries Municipal ,1
 St Maries Municipal Airport ,1
 St Mary's Helistop ,1
 St Paul Downtown ,1
 St Pete-Clearwater ,1
 St Petersburg-Clearwater Int'l ,2
 St Petersburg-Clearwater Inter ,1
 St Petersburg-Clearwater Intl ,1
 St-Mathieu-De-Beloeil ,1
 St-Mathieu-De-Beloeil  Airport ,1
 St. Augustine ,4
 St. Augustine Airport ,7
 St. Charles Airport ,1
 St. Charles Co Smartt ,1
 St. Charles County Smartt ,1
 St. Clair County ,3
 St. Clair County Airport ,1
 St. Clair County Int'l ,1
 St. Clair County Int'l Airport ,1
 St. Clair County Municipal ,1
 St. Clair Regional ,1
 St. Cloud Regional Airport ,2
 St. Elmo Airport ,1
" St. Elmo, Alabama ",1
 St. Gallen-Altenrhein ,1
 St. Genevieve Flying Club Arpt ,1
 St. George ,1
 St. George Municipal ,7
 St. George Municipal Airport ,2
 St. George Regional Airport ,1
 St. Helen Airport ,1
 St. John the Baptist Parish ,1
 St. John the Baptist Parish Ai ,1
 St. John's Industrial Air Park ,1
 St. John's International ,1
 St. Johns Industrial Air Park ,2
 St. Johns Industrial Airpark ,5
 St. Johns Industrial Airport ,1
 St. Kitts ,1
 St. Landry Parish-Ahart Field ,1
 St. Louis Downtown Airport ,8
 St. Louis International ,2
 St. Louis Regional Airport ,2
" St. Louis, MO ",1
 St. Louis/Downtown ,1
 St. Lucie County Airport ,1
 St. Lucie County International ,7
 St. Maries Municipal Airport ,1
 St. Mary's ,1
 St. Mary's County Regional ,5
 St. Marys Airport ,2
 St. Paul Downtown ,1
 St. Paul Downtown Airport ,3
 St. Petersburg-Clearwater ,1
 St. Petersburg-Clearwater Int. ,1
 St. Petersburg-Clearwater Inte ,1
 St. Petersburg-Clearwater Intl ,3
 St. Petersburg/Clearwater Int ,1
 St. Petersburg/Clearwater Intl ,1
 St. Tammany Regional Airport ,4
 Stafford Municpal Airport ,1
 Stafford Regional ,1
 Stafford Regional Airport ,4
 Stafford Rgnl ,1
 Stag Air Park ,2
 Stag Airpark ,1
 Stage Coach Hills ,1
 Staley Airport ,1
 Stampede ,1
 Stan Jost ,1
 Stan Stamper Municipal Airport ,1
 Stanchester ,1
 Standard Field ,2
 Stanford Field ,1
 Stanley ,2
 Stanley Airport ,2
 Stanley Municipal ,1
 Stanly County ,1
 Stanly County Airport ,1
 Stansted ,1
 Stanton ,1
 Stanton Airfield ,1
 Stanton County Municipal Airpo ,1
 Stanton's Barbecue & Fish Camp ,1
 Stanton's Field ,1
 Stantons BBQ ,1
 Staples Lake ,1
 Staples Municipal Airport ,1
" Star City, AR ",1
 Starck Farms Airstrip ,1
 Stark's Twin Oaks Airpark ,5
 Starke County Airport ,2
 Starkville Bryan Field ,1
 Starkville/George M. Bryan ,1
 Statesboro-Bulloch County ,4
 Statesboro-Bulloch County Arpt ,1
 Statesville Regional ,3
 Statesville Regional Airport ,2
 Ste Genevieve Flying Club Arpt ,1
 Stead Field ,1
 Steamboat Springs ,1
 Steamboat Springs Airport ,2
 Steamboat Springs/Bob Adams ,1
 Steamboat Springs/Bob Adams Fi ,1
 Steciak Strip Airport ,1
 Steel Pier Heliport ,1
 Stefan Memorial Airport ,1
 Steier ,1
 Steinman ,1
 Stellar Airpark ,8
 Stennis International Airport ,2
 Stephens County ,1
 Stephens County Airport ,2
 Stephenville Clark Regional ,1
 Stephenville Clark Rgnl ,1
 Sterling ,1
 Sterling Air Park ,2
 Sterling Airport ,7
 Sterling Municipal ,1
 Steve Berg Field ,1
 Stevens ,1
 Stevens Field ,3
 Stevens Field Airport ,3
 Stevens Point Municipal ,1
 Stevensville ,1
 Stevensville Airport ,2
 Stewart International ,1
 Stewart International Airport ,3
 Stibnite Airport ,1
 Stibnite Mine ,1
 Stillwater Regional ,1
 Stillwater Regional Airport ,1
 Stinson Airport ,1
 Stinson Field ,1
 Stinson Municipal ,3
 Stinson Municipal Airport ,8
 Stockerau Airport ,1
 Stockholm ,1
 Stockholm-Skavsta ,1
 Stockhom-Arlanda Airport ,1
 Stockton Metro ,1
 Stockton Metropolitan ,7
 Stockton Metropolitan Airport ,1
 Stockton Muni ,1
 Stockton Municipal Airport ,1
 Stoker Company Airstrip ,1
 Stoltzfus Airfield ,1
