,eventairport_conv,count,eventcity,event_fullstate,eventstate,count_by_loc,, 
3105,calico field,1,rapid city,South Dakota,SD,1,,
3106,staples municipal,1,staples,Minnesota,MN,1,,
3107,calistoga,1,calistoga,California,CA,1,,
3108,calkins field,1,wayland,Michigan,MI,1,,
3109,cable union,1,cable,Wisconsin,WI,1,,
3110,stuart atkinson municipal,1,atkinson,Nebraska,NE,1,,
3111,brownsburg municipal,1,brownsburg,Indiana,IN,1,,
3112,sultan municipal,1,sultan,Washington,WA,1,,
3113,sussex municipal,1,sussex,New Jersey,NJ,1,,
3114,surfside,1,lino lakes,Minnesota,MN,1,,
3115,bruce field,1,ballinger,Texas,TX,1,,
3116,brundidge municipal,1,brundidge,Alabama,AL,1,,
3117,buelah municipal,1,beulah,North Dakota,ND,1,,
3118,sunnyside municipal,1,sunnyside,Washington,WA,1,,
3119,sunflower aerodrome,1,yoder,Kansas,KS,1,,
3120,buena,1,zillah,Washington,WA,1,,
3121,buena municipal,1,buena,Washington,WA,1,,
3122,summersville municipal,1,summersville,West Virginia,WV,1,,
3123,burke county,1,waynesboro,Georgia,GA,1,,
3124,c.e.f.,1,warrenton,Missouri,MO,1,,
3125,burlilngton municipal,1,burlington,North Carolina,NC,1,,
3126,burrs strip,1,miami,Florida,FL,1,,
3127,sugar loaf shor municipal,1,sugarloaf shores,Florida,FL,1,,
3128,sugar land municipal,1,sugar land,Texas,TX,1,,
3129,sugar hill,1,allendale,South Carolina,SC,1,,
3130,sudan,1,lubbock,Texas,TX,1,,
3131,buzz field,1,roaring springs,Texas,TX,1,,
3132,byram ranch,1,henly,Texas,TX,1,,
3133,c a m p,1,fullerton,Nebraska,NE,1,,
3134,stuckey municipal,1,stuckey,South Carolina,SC,1,,
3135,the valley,1,cotter,Arkansas,AR,1,,
3136,thibodaux municipal,1,schriever,Louisiana,LA,1,,
3137,thigpen field,1,bay springs,Mississippi,MS,1,,
3138,tucson municipal,1,tucson,Arizona,AZ,1,,
3139,tuscon international,1,tucson,Arizona,AZ,1,,
3140,tuscola municipal,1,tuscola,Illinois,IL,1,,
3141,big foot airfield,1,walworth,Wisconsin,WI,1,,
3142,big lake municipal,1,big lake,Texas,TX,1,,
3143,turner field,1,prospectville,Pennsylvania,PA,1,,
3144,big sandy regional,1,prestonsburg,Kentucky,KY,1,,
3145,turkey mountain estates,1,shell knob,Missouri,MO,1,,
3146,turkey creek lake,1,wisner,Louisiana,LA,1,,
3147,bigfork municipal,1,bigfork,Minnesota,MN,1,,
3148,tulelake municipal,1,tulelake,California,CA,1,,
3149,tucker guthrie memorial,1,harlan,Kentucky,KY,1,,
3150,twin cities,1,van buren,Arkansas,AR,1,,
3151,tsa,1,midlothian,Texas,TX,1,,
3152,troy skypark,1,troy,Ohio,OH,1,,
3153,troy airpark,1,troy,Ohio,OH,1,,
3154,billy g ray field,1,chappell,Nebraska,NE,1,,
3155,birchwood municipal,1,birchwood,Alaska,AK,1,,
3156,trinca,1,andover,New Jersey,NJ,1,,
3157,trident basin,1,kodiak,Alaska,AK,1,,
3158,triche field,1,hahnville,Louisiana,LA,1,,
3159,triangle,1,kearny,New Jersey,NJ,1,,
3160,tri l acres airpark,1,columbiana,Alabama,AL,1,,
3161,big duke's place,1,indianola,Texas,TX,1,,
3162,twin lakes ranch,1,granite,Oklahoma,OK,1,,
3163,thomas,1,thedford,Nebraska,NE,1,,
3164,university park municipal,1,university park,Pennsylvania,PA,1,,
3165,valley of the moon,1,hermanville,Mississippi,MS,1,,
3166,valley city municipal,1,valley city,North Dakota,ND,1,,
3167,valley city flying club,1,valley city,Ohio,OH,1,,
3168,valhalla,1,maples,Indiana,IN,1,,
3169,vale municipal,1,vale,Oregon,OR,1,,
3170,bennett field,1,ripon,Wisconsin,WI,1,,
3171,vagabond ahp,1,hobbs,New Mexico,NM,1,,
3172,upton county,1,mc camey,Texas,TX,1,,
3173,bergseth field,1,enumclaw,Washington,WA,1,,
3174,berlin field,1,berlin,Wisconsin,WI,1,,
3175,university medical center,1,lubbock,Texas,TX,1,,
3176,big bend,1,topeka,Kansas,KS,1,,
3177,university airpark,1,bath,Michigan,MI,1,,
3178,berlin international,1,berlin,,,0,,
3179,unionville municipal,1,unionville,Missouri,MO,1,,
3180,berry,1,galesville,Texas,TX,1,,
3181,ulysses municipal,1,ulysses,Kansas,KS,1,,
3182,bethany memorial,1,bethany,Oklahoma,OK,1,,
3183,u of a maricopa ag center,1,maricopa,Arizona,AZ,1,,
3184,tyler,1,aberdeen,Ohio,OH,1,,
3185,bethpage municipal,1,bethpage,New York,NY,1,,
3186,beverly,1,pocomoke city,Maryland,MD,1,,
3187,bird nr 2,1,sagle,Idaho,ID,1,,
3188,birdwin,1,port sulphur,Louisiana,LA,1,,
3189,blackinton,1,valley center,California,CA,1,,
3190,bowbells municipal,1,griswold,Connecticut,CT,1,,
3191,bongkong sarawa municipal,1,bongkong sarawa,,,0,,
3192,bonny doon village,1,santa cruz,California,CA,1,,
3193,boonville municipal,1,boonville,Missouri,MO,1,,
3194,boothville,1,boothville,Louisiana,LA,1,,
3195,boquet,1,jeannette,Pennsylvania,PA,1,,
3196,tiger field,1,east hanover,New Jersey,NJ,1,,
3197,tiffin municipal,1,tiffin,Ohio,OH,1,,
3198,ticspm international,1,tucson,Arizona,AZ,1,,
3199,throckmorton municipal,1,throckmorton,Texas,TX,1,,
3200,boundary county,1,bonners ferry,Idaho,ID,1,,
3201,thorp,1,monticello,Illinois,IL,1,,
3202,travis air force base aero club,1,travis,California,CA,1,,
3203,thornton,1,brownsville,Tennessee,TN,1,,
3204,bowie municipal,1,bowie,Texas,TX,1,,
3205,thompsonville,1,thompsonville,Michigan,MI,1,,
3206,thompson pass,1,thompson pass,Alaska,AK,1,,
3207,thompson airport,1,spanaway,Washington,WA,1,,
3208,bowles,1,agawam,Massachusetts,MA,1,,
3209,boyceville municipal,1,boyceville,Wisconsin,WI,1,,
3210,thomas municipal,1,thomas,Oklahoma,OK,1,,
3211,thomas creek municipal,1,thomas,Idaho,ID,1,,
3212,thomas county,1,thedford,Nebraska,NE,1,,
3213,bold,1,eklutna,Alaska,AK,1,,
3214,boggs field,1,spencer,West Virginia,WV,1,,
3215,tofte,1,tofte,Minnesota,MN,1,,
3216,tofte municipal,1,tofte,Minnesota,MN,1,,
3217,blackwood airpark,1,cleburne,Texas,TX,1,,
3218,blair lake,1,fairbanks,Alaska,AK,1,,
3219,tradewinds aerodrome,1,scottsmoor,Florida,FL,1,,
3220,blairstown municipal,1,blairstown,New Jersey,NJ,1,,
3221,towner municipal,1,towner,North Dakota,ND,1,,
3222,blairsville municipal,1,blairsville,Georgia,GA,1,,
3223,bloomer municipal,1,bloomer,Wisconsin,WI,1,,
3224,towanda municipal,1,towanda,Pennsylvania,PA,1,,
3225,bloomsburg hospital,1,stroudsburg,Pennsylvania,PA,1,,
3226,topsail airpark,1,topsail beach,North Carolina,NC,1,,
3227,tooele valley hospital,1,tooele,Utah,UT,1,,
3228,tooele municipal,1,tooele,Utah,UT,1,,
3229,bloyer field,1,tomah,Wisconsin,WI,1,,
3230,blue knob valley,1,newry,Pennsylvania,PA,1,,
3231,blue lick,1,zoneton,Kentucky,KY,1,,
3232,tomlinson field,1,new rockford,North Dakota,ND,1,,
3233,blue mound municipal,1,blue mound,Texas,TX,1,,
3234,tomahawk regional,1,tomahawk,Wisconsin,WI,1,,
3235,blue ridge flightpark,1,oak hill,Florida,FL,1,,
3236,toland,1,milner,Georgia,GA,1,,
3237,bob walberg field,1,belvidere,Illinois,IL,1,,
3238,richmond field,1,gregory,Michigan,MI,1,,
3239,7-h skeet club inc field,1,patton,Pennsylvania,PA,1,,
3240,richey,1,richey,Montana,MT,1,,
3241,middle bass east point,1,middle bass,Ohio,OH,1,,
3242,hawk air,1,liberty,Missouri,MO,1,,
3243,haycock,1,haycock,Alaska,AK,1,,
3244,hayes,1,madison,California,CA,1,,
3245,hayes field,1,clarksville,Maryland,MD,1,,
3246,menard county,1,menard,Texas,TX,1,,
3247,memorial hospital,1,oklahoma city,Oklahoma,OK,1,,
3248,memaloose,1,joseph,Oregon,OR,1,,
3249,melbourne municipal john e miller field,1,melbourne,Arkansas,AR,1,,
3250,melanie's,1,defuniak springs,Florida,FL,1,,
3251,hayes municipal,1,hayes,South Dakota,SD,1,,
3252,haynesville,1,haynesville,Louisiana,LA,1,,
3253,haysfield,1,clarksville,Maryland,MD,1,,
3254,hazard municipal,1,hazard,Kentucky,KY,1,,
3255,hazel green,1,hazel green,Alabama,AL,1,,
3256,hazelton municipal,1,hazelton,Idaho,ID,1,,
3257,meadowbrook,1,walnut cove,Nebraska,NE,1,,
3258,meadow mist,1,ferndale,Washington,WA,1,,
3259,hazlehurst,1,hazlehurst,Georgia,GA,1,,
3260,heath canyon,1,terlingua,Texas,TX,1,,
3261,heberlig,1,newville,Pennsylvania,PA,1,,
3262,mckinley park municipal,1,mc kinley park,Alaska,AK,1,,
3263,mckimmy field,1,bridgeport,Michigan,MI,1,,
3264,mcintosh municipal,1,mc intosh,South Dakota,SD,1,,
3265,mercer county regional,1,hazen,North Dakota,ND,1,,
3266,haverhill municipal,1,haverhill,Massachusetts,MA,1,,
3267,meriden municipal,1,meriden,Connecticut,CT,1,,
3268,mexico city municipal,1,mexico city,,,0,,
3269,hancock co ron lewis field,1,lewisport,Kentucky,KY,1,,
3270,mid florida air service,1,eustis,Florida,FL,1,,
3271,happy valley,1,portland,Oregon,OR,1,,
3272,mid atlantic soaring center,1,fairfield,Pennsylvania,PA,1,,
3273,harbor point,1,mabank,Texas,TX,1,,
3274,harborview medical center,1,seattle,Washington,WA,1,,
3275,harbour,1,gravois mills,Missouri,MO,1,,
3276,harper municipal,1,harper,Kansas,KS,1,,
3277,harrisburg municipal,1,harrisburg,Oregon,OR,1,,
3278,harrison field of knox city,1,knox city,Texas,TX,1,,
3279,hartwood,1,somerville,Virginia,VA,1,,
3280,meriden wallingford hospital,1,meriden,Connecticut,CT,1,,
3281,metropolis municipal,1,metropolis,Illinois,IL,1,,
3282,hassell field,1,clifton,Tennessee,TN,1,,
3283,mesmer,1,grand island,New York,NY,1,,
3284,mersing municipal,1,mersing,,,0,,
3285,hatch,1,stayton,Oregon,OR,1,,
3286,merritt field,1,eagles mere,Pennsylvania,PA,1,,
3287,merrimack valley,1,methuen,Massachusetts,MA,1,,
3288,hatch municipal,1,hatch,New Mexico,NM,1,,
3289,havana municipal,1,havana,Illinois,IL,1,,
3290,haven wood,1,round spring,Missouri,MO,1,,
3291,mcintosh,1,farmersville,Ohio,OH,1,,
3292,mcgrath municipal,1,mc grath,Alaska,AK,1,,
3293,mcgehee municipal,1,mc gehee,Arkansas,AR,1,,
3294,hettinger municipal,1,hettinger,North Dakota,ND,1,,
3295,mayfield,1,el paso,Texas,TX,1,,
3296,herold,1,craigsville,West Virginia,WV,1,,
3297,herren,1,lostant,Illinois,IL,1,,
3298,maxon field,1,holley,New York,NY,1,,
3299,maui municipal,1,maui,Hawaii,HI,1,,
3300,mattituck municipal,1,mattituck,New York,NY,1,,
3301,hesperia municipal,1,hesperia,California,CA,1,,
3302,hessel municipal,1,hessel,Michigan,MI,1,,
3303,mathews,1,terrytown,Florida,FL,1,,
3304,match mate,1,aurora,New York,NY,1,,
3305,mason,1,flemingsburg,Kentucky,KY,1,,
3306,hernando village airpark inc,1,hernando,Mississippi,MS,1,,
3307,hexton farms,1,earleville,Maryland,MD,1,,
3308,hiatt,1,thomasville,North Carolina,NC,1,,
3309,hidden hills,1,hurlock,Maryland,MD,1,,
3310,hidden valley airpark,1,lake dallas,Texas,TX,1,,
3311,highcrest air park,1,lansing,Kansas,KS,1,,
3312,martha's vineya municipal,1,marthas vineyard,Massachusetts,MA,1,,
3313,martha lake,1,alderwood manor,Washington,WA,1,,
3314,highview farms,1,appomattox,Virginia,VA,1,,
3315,hill city quadna mountain,1,hill city,Minnesota,MN,1,,
3316,marlboro municipal,1,marlboro,Massachusetts,MA,1,,
3317,mayfield graves county,1,mayfield,Kentucky,KY,1,,
3318,hermann municipal,1,hermann,Missouri,MO,1,,
3319,heckendorf ranches,1,brighton,Colorado,CO,1,,
3320,mc kinney,1,richardson,Texas,TX,1,,
3321,mcgee municipal,1,mc ghee,Mississippi,MS,1,,
3322,mcgahan industrial airpark,1,nikishka,Alaska,AK,1,,
3323,mcdowell hospital,1,hendersonville,North Carolina,NC,1,,
3324,hemingway stuckey,1,hemingway,South Carolina,SC,1,,
3325,mccharen field,1,west point,Mississippi,MS,1,,
3326,hempstead,1,hempstead,Texas,TX,1,,
3327,mcas cherry point,1,cherry point,North Carolina,NC,1,,
3328,hendershot,1,hilton,New York,NY,1,,
3329,henderson,1,oxford,North Carolina,NC,1,,
3330,mc lean municipal,1,mc lean,Texas,TX,1,,
3331,mc kinley field,1,pearsall,Texas,TX,1,,
3332,herington regional,1,herington,Kansas,KS,1,,
3333,mc kenzie field,1,avinger,Texas,TX,1,,
3334,henke,1,bethalto,Illinois,IL,1,,
3335,henley,1,athol,Idaho,ID,1,,
3336,henryetta municipal,1,henryetta,Oklahoma,OK,1,,
3337,mc elroy,1,kremmling,Colorado,CO,1,,
3338,mc daniel's field,1,martinsville,Indiana,IN,1,,
3339,mc cullough,1,monte vista,Colorado,CO,1,,
3340,mc coy,1,orlando,Florida,FL,1,,
3341,hephzibah municipal,1,hephzibah,Georgia,GA,1,,
3342,hepp,1,cutler,Illinois,IL,1,,
3343,hanau municipal,1,hanau,,,0,,
3344,middle bass island,1,dayton,Texas,TX,1,,
3345,gold hill,1,gold hill,North Carolina,NC,1,,
3346,hamry field,1,kindred,North Dakota,ND,1,,
3347,gravelly valley,1,upper lake,California,CA,1,,
3348,gray ranch,1,eatonville,Washington,WA,1,,
3349,grayson,1,summerton,South Carolina,SC,1,,
3350,mount royal,1,crescent city,Florida,FL,1,,
3351,great harbour c municipal,1,great harbour cay,,,0,,
3352,mount morris municipal,1,mount morris,Illinois,IL,1,,
3353,greater morris county,1,naples,Texas,TX,1,,
3354,green lake,1,interlochen,Michigan,MI,1,,
3355,moundridge municipal,1,moundridge,Kansas,KS,1,,
3356,green landings,1,hedgesville,West Virginia,WV,1,,
3357,green mountain,1,camas,Washington,WA,1,,
3358,greencastle municipal,1,greencastle,Indiana,IN,1,,
3359,morrison,1,spruce pine,North Carolina,NC,1,,
3360,greene county regional,1,greensboro,Georgia,GA,1,,
3361,morrill airpark,1,madison,Maine,ME,1,,
3362,greensfield,1,moscow mills,Missouri,MO,1,,
3363,morgan hill municipal,1,morgan hill,California,CA,1,,
3364,greenville spartanburg,1,greer,South Carolina,SC,1,,
3365,greg's flying service,1,baskin,Louisiana,LA,1,,
3366,moreton airpark,1,wickenburg,Arizona,AZ,1,,
3367,grier,1,boerne,Texas,TX,1,,
3368,moraine municipal,1,moraine,Ohio,OH,1,,
3369,griffin,1,wiggins,Mississippi,MS,1,,
3370,grapevine,1,roosevelt,Arizona,AZ,1,,
3371,mountain air park,1,cleveland,Georgia,GA,1,,
3372,granite municipal,1,granite,Oklahoma,OK,1,,
3373,graham,1,butler,Pennsylvania,PA,1,,
3374,goldfield ranch,1,fountain hills,Arizona,AZ,1,,
3375,goldsby municipal,1,goldsby,Oklahoma,OK,1,,
3376,goodall ranch,1,cross cut,Texas,TX,1,,
3377,gord,1,sandwich,Illinois,IL,1,,
3378,naked lady ranch,1,palm city,Florida,FL,1,,
3379,myrtle creek municipal,1,myrtle creek,Oregon,OR,1,,
3380,gorham,1,gorham,New Hampshire,NH,1,,
3381,gorman,1,gorman,California,CA,1,,
3382,gothenburg municipal,1,gothenburg,Nebraska,NE,1,,
3383,gould peterson municipal,1,tarkio,Missouri,MO,1,,
3384,graham field,1,no sioux city,South Dakota,SD,1,,
3385,mountain view,1,mountain view,Colorado,CO,1,,
3386,murdo municipal,1,murdo,South Dakota,SD,1,,
3387,grand canyon west-1,1,meadview,Arizona,AZ,1,,
3388,grand coulee municipal,1,grand coulee,Washington,WA,1,,
3389,richards,1,miami,Florida,FL,1,,
3390,mukonje municipal,1,mukonje,,,0,,
3391,muir aaf fort indiantown gap,1,monte vista,Colorado,CO,1,,
3392,muir aaf fort indiantown gap,1,,Pennsylvania,PA,0,,
3393,mueller farm,1,verona,Kentucky,KY,1,,
3394,mt view,1,piseco,New York,NY,1,,
3395,grandpas' farm mendota,1,mendota,Illinois,IL,1,,
3396,mountain view field,1,wolfeboro,New Hampshire,NH,1,,
3397,grinnell municipal,1,grinnell,Iowa,IA,1,,
3398,moorhead airpark llc,1,north east,Pennsylvania,PA,1,,
3399,gross,1,pinconning,Michigan,MI,1,,
3400,milband municipal,1,milbank,South Dakota,SD,1,,
3401,miners medical center,1,dover,Pennsylvania,PA,1,,
3402,haddock field,1,erick,Oklahoma,OK,1,,
3403,hadley,1,round mountain,Nevada,NV,1,,
3404,mina,1,mina,Nevada,NV,1,,
3405,milwaukee municipal,1,milwaukee,Wisconsin,WI,1,,
3406,mills field,1,tecumseh,Michigan,MI,1,,
3407,millhaven,1,millhaven,Georgia,GA,1,,
3408,miller municipal,1,miller,South Dakota,SD,1,,
3409,millar,1,omaha,Nebraska,NE,1,,
3410,haigh,1,orland,California,CA,1,,
3411,haire,1,bolivar,Texas,TX,1,,
3412,mingo county,1,williamson,West Virginia,WV,1,,
3413,haller airpark,1,green cove springs,Florida,FL,1,,
3414,mike jacob sturgis,1,isabel,South Dakota,SD,1,,
3415,hallock municipal,1,hallock,Minnesota,MN,1,,
3416,halls crossing municipal,1,halls crossing,Utah,UT,1,,
3417,halstead municipal,1,halstead,Kansas,KS,1,,
3418,hamburg international,1,hamburg,New York,NY,1,,
3419,middletown municipal,1,middletown,Pennsylvania,PA,1,,
3420,hamp,1,elwell,Michigan,MI,1,,
3421,middlebury state,1,middlebury,Vermont,VT,1,,
3422,middlebury,1,middlebury,Vermont,VT,1,,
3423,miners memorial medical center,1,coaldale,Pennsylvania,PA,1,,
3424,mingo county regional,1,willliamson,West Virginia,WV,1,,
3425,monticello sky ranch,1,monticello,Georgia,GA,1,,
3426,gunsight mountain,1,eureka,Alaska,AK,1,,
3427,grove city municipal,1,grove city,Pennsylvania,PA,1,,
3428,montgomery wehrman,1,montgomery city,Missouri,MO,1,,
3429,monte vista municipal,1,monte vista,Colorado,CO,1,,
3430,grove hill municipal,1,grove hill,Alabama,AL,1,,
3431,montague municipal,1,montague,California,CA,1,,
3432,montague island municipal,1,montague island,Alaska,AK,1,,
3433,monona municipal,1,monona,Iowa,IA,1,,
3434,groveton trinity county,1,groveton,Texas,TX,1,,
3435,guadalajara international,1,guadalajara,,,0,,
3436,mohall municipal,1,mohall,North Dakota,ND,1,,
3437,guntersville municipal,1,guntersville,Alabama,AL,1,,
3438,minneapolis,1,minneapolis,Minnesota,MN,1,,
3439,mobil,1,morgan city,Louisiana,LA,1,,
3440,gustine municipal,1,gustine,California,CA,1,,
3441,mitchell's,1,liberty,Maine,ME,1,,
3442,mitchell,1,liberty,Missouri,MO,1,,
3443,h & h field,1,hurst,Texas,TX,1,,
3444,mississippi county,1,charleston,Missouri,MO,1,,
3445,mission hospitals,1,holly ridge,North Carolina,NC,1,,
3446,h.s.i.,1,league city,Texas,TX,1,,
3447,minneapolis municipal,1,minneapolis,Minnesota,MN,1,,
3448,habetz,1,crowley,Louisiana,LA,1,,
3449,hillman municipal,1,hillman,Michigan,MI,1,,
3450,marks,1,lawton,Michigan,MI,1,,
3451,hilton municipal,1,hilton,New York,NY,1,,
3452,mark hoard memorial,1,leoti,Kansas,KS,1,,
3453,jim hogg county,1,hebbronville,Texas,TX,1,,
3454,jj & pk,1,north east,Pennsylvania,PA,1,,
3455,a b dock services,1,cameron,Louisiana,LA,1,,
3456,joe vaughn spraying,1,kress,Texas,TX,1,,
3457,lanesville skyways,1,lanesville,Indiana,IN,1,,
3458,john a baker field,1,hohenwald,Tennessee,TN,1,,
3459,landing municipal,1,lansing,Illinois,IL,1,,
3460,john r reed,1,ashmore,Illinois,IL,1,,
3461,john s dunn helistop,1,houston,Texas,TX,1,,
3462,johnnie volk field,1,hitchcock,Texas,TX,1,,
3463,lambs field,1,lone jack,Missouri,MO,1,,
3464,lambert,1,plainfield,Illinois,IL,1,,
3465,lakin,1,lakin,Kansas,KS,1,,
3466,lakewood municipal,1,lakewood,Wisconsin,WI,1,,
3467,johnson city medical center,1,johnson city,Tennessee,TN,1,,
3468,johnsons,1,magnolia,Delaware,DE,1,,
3469,jorge chavez international,1,lima,,,0,,
3470,jsi,1,princeton,Texas,TX,1,,
3471,juan santamaria international,1,san jose,,,0,,
3472,judge lewis field mt ayr municipal,1,mount ayr,Iowa,IA,1,,
3473,julesburg municipal,1,julesburg,Colorado,CO,1,,
3474,lake wohlford resort,1,escondido,California,CA,1,,
3475,junction,1,delta,Alaska,AK,1,,
3476,jim benson field,1,birchwood,Wisconsin,WI,1,,
3477,larimore municipal,1,larimore,North Dakota,ND,1,,
3478,larned municipal,1,larned,Kansas,KS,1,,
3479,jean municipal,1,jean,Nevada,NV,1,,
3480,lee bottom,1,hanover,Indiana,IN,1,,
3481,jacob gust,1,west fargo,North Dakota,ND,1,,
3482,leadore municipal,1,leadore,Idaho,ID,1,,
3483,jamaica international,1,jamaica,New York,NY,1,,
3484,jamieson municipal,1,jamieson,Oregon,OR,1,,
3485,lazy j. ranch,1,springbrook,Pennsylvania,PA,1,,
3486,lazy b ranch,1,dover,Pennsylvania,PA,1,,
3487,jay,1,jay,Florida,FL,1,,
3488,jay kay ranch,1,pearsall,Texas,TX,1,,
3489,lawson aaf fort benning,1,fort benning,Georgia,GA,1,,
3490,jeanerette municipal,1,jeanerette,Louisiana,LA,1,,
3491,jicarilla apache nation,1,dulce,New Mexico,NM,1,,
3492,jena,1,jena,Louisiana,LA,1,,
3493,jenkins,1,camden wyoming,Delaware,DE,1,,
3494,lawrence field,1,cherry valley,Arkansas,AR,1,,
3495,jenkinsburg municipal,1,jenkinsburg,Georgia,GA,1,,
3496,jenks municipal,1,jenks,Oklahoma,OK,1,,
3497,jerseyville aviation inc,1,jerseyville,Illinois,IL,1,,
3498,jesse viertel memorial,1,boonville,Missouri,MO,1,,
3499,jetway,1,ravenna,Ohio,OH,1,,
3500,las animas municipal,1,las animas,Colorado,CO,1,,
3501,las angles international,1,los angeles,California,CA,1,,
3502,lake whitney state park,1,whitney,Texas,TX,1,,
3503,lake water wheel,1,shepherd,Texas,TX,1,,
3504,kalaeloa airport,1,,Hawaii,HI,0,,
3505,kalaeloa airport,1,kapolei,Hawaii,HI,1,,
3506,knightdale municipal,1,knightdale,North Carolina,NC,1,,
3507,kremmling municipal,1,kremmling,Colorado,CO,1,,
3508,krastel farms,1,kennedyville,Maryland,MD,1,,
3509,korver,1,panama,Nebraska,NE,1,,
3510,kona municipal,1,kona,Hawaii,HI,1,,
3511,keystone,1,keystone heights,Florida,FL,1,,
3512,koggiung municipal,1,koggiung,Alaska,AK,1,,
3513,kodiak international,1,kodiak,Alaska,AK,1,,
3514,keystone height municipal,1,keystone heights,Florida,FL,1,,
3515,keysville municipal,1,keysville,Virginia,VA,1,,
3516,kezer air ranch,1,boyd,Texas,TX,1,,
3517,knape,1,danbury,Texas,TX,1,,
3518,key west,1,key west,Florida,FL,1,,
3519,kilgore,1,kilgore,Texas,TX,1,,
3520,kirkwood airpark,1,kirkwood,New York,NY,1,,
3521,kirbyville,1,kirbyville,Texas,TX,1,,
3522,kiowa,1,kiowa,Kansas,KS,1,,
3523,kimmel,1,houston,Mississippi,MS,1,,
3524,kingston municipal,1,kingston,New York,NY,1,,
3525,kingston,1,kingston,New York,NY,1,,
3526,kindred municipal,1,kindred,North Dakota,ND,1,,
3527,kings port,1,lake placid,Florida,FL,1,,
3528,king,1,ehrhardt,South Carolina,SC,1,,
3529,keyes ranch,1,dripping springs,Texas,TX,1,,
3530,key way,1,stevenson,Washington,WA,1,,
3531,kalkaska municipal,1,kalkaska,Michigan,MI,1,,
3532,kenneth copeland,1,fort worth,Texas,TX,1,,
3533,lake providence municipal,1,lake providence,Louisiana,LA,1,,
3534,lake preston municipal,1,lake preston,South Dakota,SD,1,,
3535,kaneohe bay municipal,1,kaneohe bay,Hawaii,HI,1,,
3536,katy municipal,1,katy,Texas,TX,1,,
3537,lake montezuma municipal,1,lake montezuma,Arizona,AZ,1,,
3538,keller,1,port clinton,Ohio,OH,1,,
3539,lake jackson municipal,1,lake jackson,Texas,TX,1,,
3540,lake isabella cal brewer memorial,1,lake isabella,Michigan,MI,1,,
3541,keller brothers,1,schaefferstown,Pennsylvania,PA,1,,
3542,kemah waterfront,1,midland,Texas,TX,1,,
3543,lake city municipal cj evans field,1,lake city,South Carolina,SC,1,,
3544,la guardia international,1,new york city,New York,NY,1,,
3545,kent,1,kent,Washington,WA,1,,
3546,keosauqua municipal,1,keosauqua,Iowa,IA,1,,
3547,lake berryessa,1,los lunas,New Mexico,NM,1,,
3548,lake anna,1,bumpass,Virginia,VA,1,,
3549,lake anna,1,,Virginia,VA,0,,
3550,lake ann airway estates,1,lake ann,Michigan,MI,1,,
3551,kestrel airpark,1,spring branch,Texas,TX,1,,
3552,lafferty field,1,brownsville,Oregon,OR,1,,
3553,lada,1,petersburg,Michigan,MI,1,,
3554,lac qui parle county,1,madison,Minnesota,MN,1,,
3555,kewanee municipal,1,kewanee,Illinois,IL,1,,
3556,jacksboro municipal,1,jacksboro,Texas,TX,1,,
3557,lee county butters field,1,bishopville,South Carolina,SC,1,,
3558,lee field,1,pennington gap,Virginia,VA,1,,
3559,lumpkin county wimpys,1,dahlonega,Georgia,GA,1,,
3560,hopewell,1,hopewell,Virginia,VA,1,,
3561,mackay,1,mackay,Idaho,ID,1,,
3562,machias municipal,1,machias,Maine,ME,1,,
3563,hoppy's,1,benkelman,Nebraska,NE,1,,
3564,mabee ranch,1,midland,Texas,TX,1,,
3565,lynden pindling international,1,nassau,,BH,1,,
3566,hornersville municipal,1,hornersville,Missouri,MO,1,,
3567,lykes brighton,1,lorida,Florida,FL,1,,
3568,luray municipal,1,luray,Virginia,VA,1,,
3569,horton municipal,1,horton,Kansas,KS,1,,
3570,lufker,1,eastport,New York,NY,1,,
3571,hood river municipal,1,hood river,Oregon,OR,1,,
3572,hospital wing,1,west point,Mississippi,MS,1,,
3573,house movers field,1,columbia,South Carolina,SC,1,,
3574,hoxie municipal,1,hoxie,Kansas,KS,1,,
3575,lt. william m. milliken,1,eureka,Kansas,KS,1,,
3576,hoxie sheridan county,1,hoxie,Kansas,KS,1,,
3577,lowell,1,lowell,Indiana,IN,1,,
3578,loup city municipal,1,loup city,Nebraska,NE,1,,
3579,lost hills municipal,1,lost hills,California,CA,1,,
3580,lost bridge village,1,garfield,Arkansas,AR,1,,
3581,hunter municipal,1,hunter,Arkansas,AR,1,,
3582,hopedale industrial park,1,hopedale,Massachusetts,MA,1,,
3583,mad river inc,1,tremont,Ohio,OH,1,,
3584,huntingdon municipal,1,huntingdon,Tennessee,TN,1,,
3585,hobbs municipal,1,hobbs,New Mexico,NM,1,,
3586,hilty field,1,rittman,Ohio,OH,1,,
3587,himsel army airfield,1,edinburgh,Indiana,IN,1,,
3588,hinde,1,huron,Ohio,OH,1,,
3589,mariners hospital,1,tavernier,Florida,FL,1,,
3590,hiram cure,1,sunfield,Michigan,MI,1,,
3591,hite private,1,hite,Utah,UT,1,,
3592,marietta municipal,1,marietta,Pennsylvania,PA,1,,
3593,hoag,1,lake elsinore,California,CA,1,,
3594,marianna lee county steve edwards field,1,marianna,Arkansas,AR,1,,
3595,marceline municipal,1,marceline,Missouri,MO,1,,
3596,hogan,1,chapel hill,North Carolina,NC,1,,
3597,maddock municipal,1,maddock,North Dakota,ND,1,,
