
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,Civil,Military,Total,"Airport
Operations","Tower
Operations",
01/1990,CVG ,KY,ASO,CE,Towers with Radar,"10,378","10,087","1,807",155,"22,427",600,644,"2,846",116,"4,206",557,85,0,27,669,1,2,106,1,110,15,0,15,"23,111","27,427",
Sub-Total for CE,,,,,,"10,378","10,087","1,970",568,"23,003",600,644,"2,848",116,"4,208",557,85,27,35,704,1,2,106,1,110,830,"1,752","2,582","26,289","30,607",
01/1990,CXY ,PA,AEA,EN,Towers with Radar,0,3,"2,492",98,"2,593",0,"1,328","2,972",182,"4,482",0,0,0,2,2,0,0,0,0,0,"2,454",130,"2,584","5,179","9,661",
Sub-Total for Unknown,,,,,,"10,378","10,090","4,299",253,"25,020",600,"1,972","5,818",298,"8,688",557,85,0,29,671,1,2,106,1,110,"2,469",130,"2,599","28,290","37,088",
01/1990,CYS ,WY,ANM,WE,Tower without Radar,25,532,440,236,"1,233",0,60,30,0,90,25,171,888,152,"1,236",0,0,0,0,0,996,774,"1,770","4,239","4,329",
01/1990,DAB ,FL,ASO,ES,Towers with Radar,"1,034",362,"14,946",39,"16,381",11,600,"5,998",371,"6,980",155,113,218,44,530,0,0,0,0,0,"6,613",39,"6,652","23,563","30,543",
01/1990,DAL ,TX,ASW,CE,Combined TRACON & Tower with Radar,"6,232","1,562","8,462",35,"16,291",0,0,0,0,0,450,349,229,34,"1,062",0,0,0,0,0,0,0,0,"17,353","17,353",
01/1990,DAY ,OH,AGL,CE,Towers with Radar,"9,109","4,756","2,359",62,"16,286",58,"1,462","3,097",111,"4,728",84,19,71,0,174,0,23,"1,517",16,"1,556",190,0,190,"16,650","22,934",
01/1990,DBQ ,IA,ACE,CE,Towers with Display (VFR),0,623,526,0,"1,149",0,0,0,0,0,0,69,"1,540",10,"1,619",0,0,0,0,0,"2,126",8,"2,134","4,902","4,902",
Sub-Total for CE,,,,,,"15,341","6,941","11,347",97,"33,726",58,"1,462","3,097",111,"4,728",534,437,"1,840",44,"2,855",0,23,"1,517",16,"1,556","2,316",8,"2,324","38,905","45,189",
01/1990,DCA ,DC,AEA,EN,Towers with Radar,"15,944","4,490","4,700",29,"25,163","11,246","1,127","4,259","1,602","18,234",785,153,408,0,"1,346",0,0,0,0,0,0,0,0,"26,509","44,743",
01/1990,DEC ,IL,AGL,CE,Towers with Display (VFR),0,826,727,76,"1,629",0,0,0,0,0,4,121,"1,300",318,"1,743",0,0,0,0,0,"1,550",504,"2,054","5,426","5,426",
01/1990,DEN ,CO,ANM,WE,Combined TRACON & Tower with Radar,"25,300","11,019","2,697",117,"39,133",0,0,0,0,0,484,199,335,43,"1,061",0,0,0,0,0,27,0,27,"40,221","40,221",
01/1990,DET ,MI,AGL,CE,Towers with Display (VFR),910,675,"1,794",8,"3,387",0,0,0,0,0,134,160,"2,307",19,"2,620",0,0,0,0,0,"2,994",0,"2,994","9,001","9,001",
01/1990,DFW ,TX,ASW,CE,Combined TRACON & Tower with Radar,"43,865","13,425","1,094",47,"58,431",0,0,0,0,0,680,569,175,39,"1,463",0,0,0,0,0,0,0,0,"59,894","59,894",
Sub-Total for CE,,,,,,"44,775","14,100","2,888",55,"61,818",0,0,0,0,0,814,729,"2,482",58,"4,083",0,0,0,0,0,"2,994",0,"2,994","68,895","68,895",
01/1990,DHN ,AL,ASO,ES,Towers with Display (VFR),4,"1,024","1,382","1,791","4,201",0,0,0,0,0,22,186,"1,643",785,"2,636",0,0,0,0,0,"1,799",504,"2,303","9,140","9,140",
01/1990,DLH ,MN,AGL,CE,Towers with Radar,258,343,972,445,"2,018",0,77,55,0,132,39,0,429,113,581,0,0,0,0,0,"1,828",768,"2,596","5,195","5,327",
01/1990,DPA ,IL,AGL,CE,Towers with Display (VFR),0,121,"1,522",0,"1,643",0,0,0,0,0,20,54,"5,662",8,"5,744",0,0,0,0,0,"9,097",16,"9,113","16,500","16,500",
Sub-Total for AGL,,,,,,258,464,"2,494",445,"3,661",0,77,55,0,132,59,54,"6,091",121,"6,325",0,0,0,0,0,"10,925",784,"11,709","21,695","21,827",
01/1990,DSM ,IA,ACE,CE,Towers with Radar,"2,186","1,520","5,454",337,"9,497",0,75,"1,193",10,"1,278",158,179,10,107,454,0,0,0,0,0,"1,168",220,"1,388","11,339","12,617",
01/1990,DTN ,LA,ASW,CE,Towers with Display (VFR),0,38,367,0,405,0,0,0,0,0,0,24,"1,326",0,"1,350",0,0,0,0,0,"2,041",4,"2,045","3,800","3,800",
01/1990,DTW ,MI,AGL,CE,Combined TRACON & Tower with Radar,"23,122","4,068","3,841",0,"31,031",0,0,0,0,0,667,350,402,15,"1,434",0,0,0,0,0,0,0,0,"32,465","32,465",
Sub-Total for CE,,,,,,"25,566","6,090","12,156",782,"44,594",0,152,"1,248",10,"1,410",884,607,"7,829",243,"9,563",0,0,0,0,0,"14,134","1,008","15,142","69,299","70,709",
01/1990,DVT ,AZ,AWP,WE,Towers with Display (VFR),0,0,128,0,128,0,0,0,0,0,0,219,"8,886",60,"9,165",0,0,0,0,0,"12,610",51,"12,661","21,954","21,954",
01/1990,DWH ,TX,ASW,CE,Towers with Display (VFR),0,0,509,0,509,0,0,0,0,0,0,20,"4,469",28,"4,517",0,0,0,0,0,"4,982",24,"5,006","10,032","10,032",
01/1990,DXR ,CT,ANE,EN,Towers with Display (VFR),0,0,292,0,292,0,0,0,0,0,2,151,"4,355",147,"4,655",0,0,0,0,0,"3,389",6,"3,395","8,342","8,342",
Sub-Total for Unknown,,,,,,0,0,929,0,929,0,0,0,0,0,2,390,"17,710",235,"18,337",0,0,0,0,0,"20,981",81,"21,062","40,328","40,328",
01/1990,ELM ,NY,AEA,EN,Towers with Radar,294,"1,050","1,308",5,"2,657",41,127,840,11,"1,019",5,0,138,14,157,0,0,0,0,0,"2,136",10,"2,146","4,960","5,979",
Sub-Total for EN,,,,,,294,"1,050","1,600",5,"2,949",41,127,840,11,"1,019",7,151,"4,493",161,"4,812",0,0,0,0,0,"5,525",16,"5,541","13,302","14,321",
01/1990,ELP ,TX,ASW,WE,Towers with Radar,"4,592",225,"5,706",383,"10,906",14,32,817,210,"1,073",229,63,0,0,292,0,0,0,0,0,"2,886",406,"3,292","14,490","15,563",
Sub-Total for Unknown,,,,,,"4,886","1,275","7,014",388,"13,563",55,159,"1,657",221,"2,092",234,63,138,14,449,0,0,0,0,0,"5,022",416,"5,438","19,450","21,542",
01/1990,EMT ,CA,AWP,WE,Towers with Display (VFR),0,22,728,0,750,0,0,0,0,0,0,323,"6,910",15,"7,248",0,0,0,0,0,"7,419",0,"7,419","15,417","15,417",
01/1990,ENA ,AK,AAL,WE,Towers with Display (VFR),0,"1,309",96,0,"1,405",0,0,0,0,0,11,"1,601",581,42,"2,235",0,0,0,0,0,868,102,970,"4,610","4,610",
Sub-Total for Unknown,,,,,,0,"1,331",824,0,"2,155",0,0,0,0,0,11,"1,924","7,491",57,"9,483",0,0,0,0,0,"8,287",102,"8,389","20,027","20,027",
Sub-Total for WE,,,,,,"4,592","1,556","6,530",383,"13,061",14,32,817,210,"1,073",240,"1,987","7,491",57,"9,775",0,0,0,0,0,"11,173",508,"11,681","34,517","35,590",
01/1990,ERI ,PA,AEA,CE,Towers with Radar,433,"1,136","1,786",15,"3,370",112,998,"1,699",28,"2,837",60,1,182,37,280,0,0,0,0,0,"1,088",50,"1,138","4,788","7,625",
01/1990,ESF ,LA,ASW,CE,Towers with Display (VFR),0,894,554,130,"1,578",0,0,0,0,0,0,75,605,325,"1,005",0,0,0,0,0,426,426,852,"3,435","3,435",
Sub-Total for CE,,,,,,433,"2,030","2,340",145,"4,948",112,998,"1,699",28,"2,837",60,76,787,362,"1,285",0,0,0,0,0,"1,514",476,"1,990","8,223","11,060",
01/1990,EUG ,OR,ANM,WE,Towers with Radar,642,"1,581","2,158",62,"4,443",0,166,411,63,640,145,203,"1,652",52,"2,052",0,0,0,0,0,"5,380",84,"5,464","11,959","12,599",
01/1990,EVV ,IN,AGL,CE,Towers with Radar,394,"2,104","2,606",88,"5,192",0,72,"1,674",74,"1,820",40,32,0,53,125,0,0,0,0,0,"1,885",256,"2,141","7,458","9,278",
Sub-Total for Unknown,,,,,,"1,036","3,685","4,764",150,"9,635",0,238,"2,085",137,"2,460",185,235,"1,652",105,"2,177",0,0,0,0,0,"7,265",340,"7,605","19,417","21,877",
01/1990,EWB ,MA,ANE,EN,Towers with Display (VFR),0,141,"1,120",30,"1,291",0,0,0,0,0,0,"1,153","4,988",56,"6,197",0,0,0,0,0,"4,126",136,"4,262","11,750","11,750",
01/1990,EWR ,NJ,AEA,EN,Combined TRACON & Tower with Radar,"21,384","7,419","1,503",17,"30,323",0,0,0,0,0,697,213,312,34,"1,256",0,0,0,0,0,0,0,0,"31,579","31,579",
Sub-Total for EN,,,,,,"21,384","7,560","2,623",47,"31,614",0,0,0,0,0,697,"1,366","5,300",90,"7,453",0,0,0,0,0,"4,126",136,"4,262","43,329","43,329",
01/1990,EYW ,FL,ASO,ES,Towers with Display (VFR),313,"1,569",764,51,"2,697",0,0,0,0,0,36,288,"2,764",27,"3,115",0,0,0,0,0,"2,125",47,"2,172","7,984","7,984",
01/1990,FAI ,AK,AAL,WE,Towers with Radar,895,482,397,83,"1,857",1,2,3,25,31,124,"1,014",694,0,"1,832",0,0,0,0,0,818,141,959,"4,648","4,679",
01/1990,FAR ,ND,AGL,CE,Towers with Radar,458,613,"2,682",286,"4,039",0,30,273,0,303,60,138,18,87,303,0,0,0,0,0,"2,488",252,"2,740","7,082","7,385",
01/1990,FAT ,CA,AWP,WE,Towers with Radar,"1,094","5,536","5,848",562,"13,040",0,571,"3,374",243,"4,188",171,441,161,149,922,0,0,0,0,0,471,68,539,"14,501","18,689",
01/1990,FAY ,NC,ASO,EN,Towers with Radar,479,838,"2,248",427,"3,992",121,"1,853","3,714",854,"6,542",62,58,95,0,215,0,0,0,0,0,713,90,803,"5,010","11,552",
Sub-Total for Unknown,,,,,,"2,926","7,469","11,175","1,358","22,928",122,"2,456","7,364","1,122","11,064",417,"1,651",968,236,"3,272",0,0,0,0,0,"4,490",551,"5,041","31,241","42,305",
01/1990,FCM ,MN,AGL,CE,Towers with Display (VFR),0,0,"1,648",0,"1,648",0,0,0,0,0,0,0,"4,769",3,"4,772",0,0,0,0,0,"10,410",68,"10,478","16,898","16,898",
01/1990,FFZ ,AZ,AWP,WE,Towers with Display (VFR),0,0,201,0,201,0,0,0,0,0,0,17,"5,655",44,"5,716",0,0,0,0,0,"6,431",580,"7,011","12,928","12,928",
Sub-Total for Unknown,,,,,,0,0,"1,849",0,"1,849",0,0,0,0,0,0,17,"10,424",47,"10,488",0,0,0,0,0,"16,841",648,"17,489","29,826","29,826",
01/1990,FLG ,AZ,AWP,WE,Federal Contract Tower,0,439,147,0,586,0,0,0,0,0,4,122,"1,815",30,"1,971",0,0,0,0,0,"1,922",26,"1,948","4,505","4,505",
Sub-Total for WE,,,,,,0,439,348,0,787,0,0,0,0,0,4,139,"7,470",74,"7,687",0,0,0,0,0,"8,353",606,"8,959","17,433","17,433",
Sub-Total for AWP,,,,,,0,439,348,0,787,0,0,0,0,0,4,139,"7,470",74,"7,687",0,0,0,0,0,"8,353",606,"8,959","17,433","17,433",
Sub-Total for AZ,,,,,,0,439,348,0,787,0,0,0,0,0,4,139,"7,470",74,"7,687",0,0,0,0,0,"8,353",606,"8,959","17,433","17,433",
01/1990,FLL ,FL,ASO,ES,Combined TRACON & Tower with Radar,"8,843","4,514","5,618",52,"19,027",0,0,0,0,0,248,176,212,44,680,0,0,0,0,0,374,0,374,"20,081","20,081",
01/1990,FLO ,SC,ASO,ES,Towers with Radar,0,732,"1,504",66,"2,302",30,364,"1,041",552,"1,987",0,73,934,84,"1,091",0,0,0,0,0,"1,596",62,"1,658","5,051","7,038",
Sub-Total for ES,,,,,,"8,843","5,246","7,122",118,"21,329",30,364,"1,041",552,"1,987",248,249,"1,146",128,"1,771",0,0,0,0,0,"1,970",62,"2,032","25,132","27,119",
Sub-Total for ASO,,,,,,"8,843","5,246","7,122",118,"21,329",30,364,"1,041",552,"1,987",248,249,"1,146",128,"1,771",0,0,0,0,0,"1,970",62,"2,032","25,132","27,119",
01/1990,FMN ,NM,ASW,WE,Federal Contract Tower,134,685,375,0,"1,194",0,0,0,0,0,90,600,"1,307",10,"2,007",0,0,0,0,0,"1,464",8,"1,472","4,673","4,673",
01/1990,FMY ,FL,ASO,ES,Towers with Display (VFR),0,349,"1,556",23,"1,928",0,0,0,0,0,0,528,"3,808",38,"4,374",0,0,0,0,0,"3,613",18,"3,631","9,933","9,933",
01/1990,FNT ,MI,AGL,CE,Towers with Radar,178,"1,405","2,198",25,"3,806",141,231,"1,502",17,"1,891",44,241,18,26,329,0,0,0,0,0,"3,486",123,"3,609","7,744","9,635",
01/1990,FOE ,KS,ACE,CE,Towers with Display (VFR),6,227,387,468,"1,088",0,0,0,0,0,23,68,898,330,"1,319",0,0,0,0,0,644,"1,092","1,736","4,143","4,143",
Sub-Total for CE,,,,,,184,"1,632","2,585",493,"4,894",141,231,"1,502",17,"1,891",67,309,916,356,"1,648",0,0,0,0,0,"4,130","1,215","5,345","11,887","13,778",
01/1990,FPR ,FL,ASO,ES,Towers with Display (VFR),0,41,925,0,966,0,0,0,0,0,0,74,"3,951",11,"4,036",0,0,0,0,0,"10,115",0,"10,115","15,117","15,117",
01/1990,FRG ,NY,AEA,EN,Towers with Display (VFR),0,130,"1,075",6,"1,211",0,0,0,0,0,0,141,"8,217",41,"8,399",0,0,0,0,0,"6,889",0,"6,889","16,499","16,499",
Sub-Total for Unknown,,,,,,6,398,"2,387",474,"3,265",0,0,0,0,0,23,283,"13,066",382,"13,754",0,0,0,0,0,"17,648","1,092","18,740","35,759","35,759",
01/1990,FSD ,SD,AGL,CE,Towers with Radar,831,307,"1,544",263,"2,945",0,0,185,0,185,109,65,"1,862",104,"2,140",0,0,0,0,0,"2,773",327,"3,100","8,185","8,370",
01/1990,FSM ,AR,ASW,CE,Towers with Radar,0,"1,113","2,077",571,"3,761",0,166,580,528,"1,274",1,87,67,47,202,0,0,0,0,0,"1,357",847,"2,204","6,167","7,441",
Sub-Total for Unknown,,,,,,831,"1,420","3,621",834,"6,706",0,166,765,528,"1,459",110,152,"1,929",151,"2,342",0,0,0,0,0,"4,130","1,174","5,304","14,352","15,811",
01/1990,FTW ,TX,ASW,CE,Towers with Display (VFR),1,98,"1,769",0,"1,868",0,0,0,0,0,14,82,"15,147",32,"15,275",0,0,0,0,0,"15,764",0,"15,764","32,907","32,907",
Sub-Total for CE,,,,,,832,"1,518","5,390",834,"8,574",0,166,765,528,"1,459",124,234,"17,076",183,"17,617",0,0,0,0,0,"19,894","1,174","21,068","47,259","48,718",
Sub-Total for ASW,,,,,,1,"1,211","3,846",571,"5,629",0,166,580,528,"1,274",15,169,"15,214",79,"15,477",0,0,0,0,0,"17,121",847,"17,968","39,074","40,348",
01/1990,FTY ,GA,ASO,ES,Towers with Display (VFR),0,156,"3,517",277,"3,950",0,0,0,0,0,1,92,"2,337",91,"2,521",0,0,0,0,0,"4,634",42,"4,676","11,147","11,147",
01/1990,FUL ,CA,AWP,WE,Towers with Display (VFR),0,2,"1,183",0,"1,185",0,0,0,0,0,0,59,"4,855",1,"4,915",0,0,0,0,0,"4,158",0,"4,158","10,258","10,258",
Sub-Total for Unknown,,,,,,1,256,"6,469",277,"7,003",0,0,0,0,0,15,233,"22,339",124,"22,711",0,0,0,0,0,"24,556",42,"24,598","54,312","54,312",
01/1990,FWA ,IN,AGL,CE,Towers with Radar,"2,202","1,389","3,113",262,"6,966",98,748,"2,840",60,"3,746",241,71,7,133,452,0,0,0,0,0,"1,256",192,"1,448","8,866","12,612",
01/1990,FXE ,FL,ASO,ES,Towers with Display (VFR),0,274,"3,761",0,"4,035",0,0,0,0,0,0,262,"11,937",38,"12,237",0,0,0,0,0,"3,241",0,"3,241","19,513","19,513",
01/1990,FYV ,AR,ASW,CE,Tower without Radar,0,"1,497","1,309",0,"2,806",0,0,125,0,125,0,240,112,4,356,0,0,0,0,0,467,0,467,"3,629","3,754",
01/1990,GCN ,AZ,AWP,WE,Towers with Display (VFR),0,443,34,0,477,0,0,0,0,0,0,"4,183",312,8,"4,503",0,0,0,0,0,84,4,88,"5,068","5,068",
01/1990,GEG ,WA,ANM,WE,Towers with Radar,"2,187","3,834","1,341",172,"7,534",0,109,385,169,663,242,109,0,0,351,0,0,0,0,0,786,196,982,"8,867","9,530",
Sub-Total for WE,,,,,,"2,187","4,277","1,375",172,"8,011",0,109,385,169,663,242,"4,292",312,8,"4,854",0,0,0,0,0,870,200,"1,070","13,935","14,598",
01/1990,GFK ,ND,AGL,CE,Towers with Display (VFR),224,220,"1,556",7,"2,007",0,0,0,0,0,46,74,"6,323",36,"6,479",0,0,0,0,0,"13,476",0,"13,476","21,962","21,962",
01/1990,GGG ,TX,ASW,CE,Towers with Radar,0,782,"2,614",74,"3,470",0,198,867,40,"1,105",7,74,48,14,143,0,0,0,0,0,"2,404",223,"2,627","6,240","7,345",
Sub-Total for CE,,,,,,224,"1,002","4,170",81,"5,477",0,198,867,40,"1,105",53,148,"6,371",50,"6,622",0,0,0,0,0,"15,880",223,"16,103","28,202","29,307",
01/1990,GJT ,CO,ANM,WE,Tower without Radar,633,269,517,0,"1,419",0,0,0,0,0,59,258,"2,003",18,"2,338",0,0,0,0,0,"1,875",6,"1,881","5,638","5,638",
01/1990,GLH ,MS,ASO,CE,Towers with Display (VFR),0,311,280,73,664,0,0,0,0,0,4,43,739,72,858,0,0,0,0,0,409,397,806,"2,328","2,328",
01/1990,GMU ,SC,ASO,ES,Towers with Display (VFR),0,0,"1,178",0,"1,178",0,0,0,0,0,0,17,"2,751",8,"2,776",0,0,0,0,0,"2,656",0,"2,656","6,610","6,610",
01/1990,GNV ,FL,ASO,ES,Towers with Display (VFR),547,556,"1,053",48,"2,204",0,0,0,0,0,0,542,"2,827",101,"3,470",0,0,0,0,0,"2,706",87,"2,793","8,467","8,467",
Sub-Total for ES,,,,,,547,556,"2,231",48,"3,382",0,0,0,0,0,0,559,"5,578",109,"6,246",0,0,0,0,0,"5,362",87,"5,449","15,077","15,077",
Sub-Total for ASO,,,,,,547,867,"2,511",121,"4,046",0,0,0,0,0,4,602,"6,317",181,"7,104",0,0,0,0,0,"5,771",484,"6,255","17,405","17,405",
01/1990,GON ,CT,ANE,EN,Towers with Display (VFR),0,673,333,44,"1,050",0,0,0,0,0,0,696,"3,015",199,"3,910",0,0,0,0,0,"4,688",148,"4,836","9,796","9,796",
Sub-Total for Unknown,,,,,,547,"1,540","2,844",165,"5,096",0,0,0,0,0,4,"1,298","9,332",380,"11,014",0,0,0,0,0,"10,459",632,"11,091","27,201","27,201",
01/1990,GPT ,MS,ASO,CE,Towers with Radar,155,340,"1,353","1,074","2,922",117,289,"2,167",714,"3,287",29,48,136,41,254,0,0,0,0,0,"1,034","1,378","2,412","5,588","8,875",
01/1990,GRB ,WI,AGL,CE,Towers with Radar,980,"1,651","1,952",82,"4,665",0,197,673,0,870,0,0,0,47,47,0,0,0,0,0,"1,854",344,"2,198","6,910","7,780",
Sub-Total for Unknown,,,,,,"1,135","1,991","3,305","1,156","7,587",117,486,"2,840",714,"4,157",29,48,136,88,301,0,0,0,0,0,"2,888","1,722","4,610","12,498","16,655",
01/1990,GRI ,NE,ACE,CE,Towers with Display (VFR),0,299,284,15,598,0,0,0,0,0,2,93,782,25,902,0,0,0,0,0,750,56,806,"2,306","2,306",
01/1990,GRR ,MI,AGL,CE,Towers with Radar,"1,778","1,827","3,949",105,"7,659",0,567,"1,440",103,"2,110",184,223,359,188,954,0,0,0,0,0,"3,448",44,"3,492","12,105","14,215",
Sub-Total for CE,,,,,,"2,913","4,117","7,538","1,276","15,844",117,"1,053","4,280",817,"6,267",215,364,"1,277",301,"2,157",0,0,0,0,0,"7,086","1,822","8,908","26,909","33,176",
01/1990,GSO ,NC,ASO,ES,Towers with Radar,"3,464","1,126","5,194",44,"9,828",18,"1,355","3,494",133,"5,000",255,12,0,57,324,0,0,0,0,0,"1,829",45,"1,874","12,026","17,026",
01/1990,GSP ,SC,ASO,ES,Towers with Radar,"1,639",614,"2,257",98,"4,608",34,885,"3,656",109,"4,684",100,59,0,46,205,0,0,0,0,0,740,114,854,"5,667","10,351",
Sub-Total for ES,,,,,,"5,103","1,740","7,451",142,"14,436",52,"2,240","7,150",242,"9,684",355,71,0,103,529,0,0,0,0,0,"2,569",159,"2,728","17,693","27,377",
Sub-Total for ASO,,,,,,"5,103","1,740","7,451",142,"14,436",52,"2,240","7,150",242,"9,684",355,71,0,103,529,0,0,0,0,0,"2,569",159,"2,728","17,693","27,377",
01/1990,GTF ,MT,ANM,WE,Towers with Radar,615,931,880,700,"3,126",0,0,19,0,19,80,89,180,16,365,0,0,0,0,0,"1,520",836,"2,356","5,847","5,866",
Sub-Total for Unknown,,,,,,"7,496","4,498","12,280",947,"25,221",52,"2,807","8,609",345,"11,813",619,383,539,307,"1,848",0,0,0,0,0,"7,537","1,039","8,576","35,645","47,458",
01/1990,GYR ,AZ,AWP,WE,Towers with Display (VFR),3,0,164,0,167,0,0,0,0,0,14,0,"5,485",8,"5,507",0,0,0,0,0,"12,824",20,"12,844","18,518","18,518",
Sub-Total for WE,,,,,,618,931,"1,044",700,"3,293",0,0,19,0,19,94,89,"5,665",24,"5,872",0,0,0,0,0,"14,344",856,"15,200","24,365","24,384",
01/1990,HFD ,CT,ANE,EN,Towers with Display (VFR),0,97,828,1,926,0,0,0,0,0,0,198,"3,723",51,"3,972",0,0,0,0,0,"6,380",40,"6,420","11,318","11,318",
01/1990,HGR ,MD,AEA,EN,Towers with Display (VFR),0,442,426,37,905,0,0,0,0,0,16,58,"2,654",190,"2,918",0,0,0,0,0,"2,650",190,"2,840","6,663","6,663",
Sub-Total for EN,,,,,,0,539,"1,254",38,"1,831",0,0,0,0,0,16,256,"6,377",241,"6,890",0,0,0,0,0,"9,030",230,"9,260","17,981","17,981",
01/1990,HHR ,CA,AWP,WE,Towers with Display (VFR),0,14,506,0,520,0,0,0,0,0,0,24,"4,716",20,"4,760",0,0,0,0,0,"3,864",0,"3,864","9,144","9,144",
01/1990,HIO ,OR,ANM,WE,Towers with Display (VFR),0,26,"1,547",0,"1,573",0,0,0,0,0,0,122,"3,234",27,"3,383",0,0,0,0,0,"7,203",22,"7,225","12,181","12,181",
Sub-Total for WE,,,,,,0,40,"2,053",0,"2,093",0,0,0,0,0,0,146,"7,950",47,"8,143",0,0,0,0,0,"11,067",22,"11,089","21,325","21,325",
01/1990,HKS ,MS,ASO,CE,Towers with Display (VFR),0,0,"1,048",97,"1,145",0,0,0,0,0,0,2,"1,438",278,"1,718",0,0,0,0,0,"1,614",303,"1,917","4,780","4,780",
01/1990,HLG ,WV,AEA,CE,Towers with Display (VFR),0,0,486,0,486,0,0,0,0,0,0,59,935,134,"1,128",0,0,0,0,0,422,546,968,"2,582","2,582",
Sub-Total for Unknown,,,,,,3,579,"5,005",135,"5,722",0,0,0,0,0,30,463,"22,185",708,"23,386",0,0,0,0,0,"34,957","1,121","36,078","65,186","65,186",
Sub-Total for CE,,,,,,0,0,"1,534",97,"1,631",0,0,0,0,0,0,61,"2,373",412,"2,846",0,0,0,0,0,"2,036",849,"2,885","7,362","7,362",
01/1990,HLN ,MT,ANM,WE,Combination Non-Radar Approach Control & Tower w/o Radar,179,"1,324",248,66,"1,817",0,0,0,0,0,26,323,859,366,"1,574",0,0,0,0,0,936,794,"1,730","5,121","5,121",
01/1990,HNL ,HI,AWP,WE,Towers with Radar,"16,071","3,922","4,874","3,270","28,137",204,137,133,218,692,899,255,670,670,"2,494",0,0,0,0,0,"2,924",200,"3,124","33,755","34,447",
Sub-Total for WE,,,,,,"16,250","5,246","5,122","3,336","29,954",204,137,133,218,692,925,578,"1,529","1,036","4,068",0,0,0,0,0,"3,860",994,"4,854","38,876","39,568",
01/1990,HOB ,NM,ASW,CE,Federal Contract Tower,0,145,68,18,231,0,0,0,0,0,0,224,"1,107",335,"1,666",0,0,0,0,0,874,"1,690","2,564","4,461","4,461",
01/1990,HOU ,TX,ASW,CE,Combined TRACON & Tower with Radar,"9,169","1,465","9,428",51,"20,113",0,0,0,0,0,650,168,441,30,"1,289",0,0,0,0,0,311,0,311,"21,713","21,713",
Sub-Total for CE,,,,,,"9,169","1,610","9,496",69,"20,344",0,0,0,0,0,650,392,"1,548",365,"2,955",0,0,0,0,0,"1,185","1,690","2,875","26,174","26,174",
Sub-Total for ASW,,,,,,"9,169","1,610","9,496",69,"20,344",0,0,0,0,0,650,392,"1,548",365,"2,955",0,0,0,0,0,"1,185","1,690","2,875","26,174","26,174",
01/1990,HPN ,NY,AEA,EN,Towers with Display (VFR),308,"2,483","3,751",0,"6,542",0,0,0,0,0,34,359,"4,776",12,"5,181",0,0,0,0,0,"2,461",0,"2,461","14,184","14,184",
01/1990,HRL ,TX,ASW,CE,Towers with Display (VFR),"1,112",89,325,183,"1,709",0,0,0,0,0,96,90,"1,227",127,"1,540",0,0,0,0,0,"1,578",150,"1,728","4,977","4,977",
Sub-Total for Unknown,,,,,,"1,420","2,572","4,076",183,"8,251",0,0,0,0,0,130,449,"6,003",139,"6,721",0,0,0,0,0,"4,039",150,"4,189","19,161","19,161",
01/1990,HSV ,AL,ASO,CE,Towers with Radar,"1,624",851,"2,378",325,"5,178",0,337,"2,557",106,"3,000",161,107,14,79,361,0,0,0,0,0,"1,522",269,"1,791","7,330","10,330",
01/1990,HTS ,WV,AEA,CE,Towers with Radar,325,590,"1,438",32,"2,385",103,565,"1,155",67,"1,890",34,41,0,40,115,0,0,0,0,0,318,6,324,"2,824","4,714",
01/1990,HUF ,IN,AGL,CE,Towers with Radar,0,341,"1,422",343,"2,106",29,743,"1,701",21,"2,494",61,40,567,199,867,0,0,0,0,0,"2,068",440,"2,508","5,481","7,975",
Sub-Total for Unknown,,,,,,"1,949","1,782","5,238",700,"9,669",132,"1,645","5,413",194,"7,384",256,188,581,318,"1,343",0,0,0,0,0,"3,908",715,"4,623","15,635","23,019",
01/1990,HUM ,LA,ASW,CE,Towers with Display (VFR),0,265,396,29,690,0,0,0,0,0,0,"3,779","1,505",43,"5,327",0,0,0,0,0,"1,373",52,"1,425","7,442","7,442",
01/1990,HUT ,KS,ACE,CE,Tower without Radar,0,74,865,29,968,0,7,106,0,113,0,92,"1,159",78,"1,329",0,0,0,0,0,"1,942",96,"2,038","4,335","4,448",
Sub-Total for CE,,,,,,"3,061","2,210","6,824",941,"13,036",132,"1,652","5,519",194,"7,497",352,"4,149","4,472",566,"9,539",0,0,0,0,0,"8,801","1,013","9,814","32,389","39,886",
01/1990,HVN ,CT,ANE,EN,Towers with Display (VFR),0,557,405,0,962,0,0,0,0,0,0,103,"2,019",12,"2,134",0,0,0,0,0,"4,616",22,"4,638","7,734","7,734",
01/1990,HWD ,CA,AWP,WE,Towers with Display (VFR),0,35,"1,052",0,"1,087",0,0,0,0,0,0,348,"9,076",60,"9,484",0,0,0,0,0,"10,060",6,"10,066","20,637","20,637",
