,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset,tracon_month,pos_nonword_ct,pos_nonword_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_iaco_ct,iata_iaco_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct,tracon,Achieve_count,Adj_count,Adverb_count,Affect_count,Affiliation_count,Anger_count,Anx_count,Article_count,Assent_count,Auxverb_count,Bio_count,Body_count,Cause_count,Certain_count,CogProc_count,Compare_count,Conj_count,Death_count,Differ_count,Discrep_count,Drives_count,Family_count,Feel_count,Female_count,Filler_count,FocusFuture_count,FocusPast_count,FocusPresent_count,Friend_count,Function_count,Health_count,Hear_count,Home_count,I_count,Informal_count,Ingest_count,Insight_count,Interrog_count,Ipron_count,Leisure_count,Male_count,Money_count,Motion_count,Negate_count,Negemo_count,Netspeak_count,Nonflu_count,Number_count,Percept_count,Posemo_count,Power_count,Ppron_count,Prep_count,Pronoun_count,Quant_count,Relativ_count,Relig_count,Reward_count,Risk_count,Sad_count,See_count,Sexual_count,SheHe_count,Social_count,Space_count,Swear_count,Tentat_count,They_count,Time_count,Verb_count,We_count,Work_count,You_count,d2v_cos_sim
1818,RFD,Chicago Chicago/Rockford Intl,2014,10,0.0,0.0,1.0,faa,RFD 2014/10,1,1,1,1,1,1,0,0,1,1,1,1,RFD,6,12,21,5,8,0,0,4,0,42,4,4,0,0,10,4,5,0,1,1,3,10,0,0,0,4,12,12,0,79,0,2,0,15,0,0,12,1,0,2,2,0,12,4,4,0,0,2,7,5,2,19,25,40,1,16,0,0,2,0,1,0,0,0,13,0,5,2,10,23,8,3,5,
1819,RFD,Chicago Chicago/Rockford Intl,2016,3,0.0,0.0,1.0,faa,RFD 2016/3,13,4,2,2,2,2,13,4,0,0,0,0,RFD,21,14,14,2,23,0,3,5,0,28,3,4,1,0,4,5,4,0,1,1,1,23,0,0,0,1,10,13,0,39,0,2,0,19,0,0,6,1,0,0,0,0,8,9,0,0,0,2,1,4,0,24,19,56,0,16,0,0,0,0,2,0,0,1,13,0,2,0,5,9,0,4,19,
1820,RFD,Chicago Chicago/Rockford Intl,2017,9,0.0,0.0,1.0,faa,RFD 2017/9,4,2,3,1,1,1,4,2,3,1,0,0,RFD,10,12,7,2,16,0,0,7,0,25,0,0,2,0,1,2,3,0,0,1,2,10,0,0,0,1,4,10,0,49,0,2,0,17,0,0,5,2,0,0,0,0,18,9,0,0,0,0,3,0,2,24,15,33,0,12,0,4,2,0,1,0,0,0,13,0,1,0,11,9,7,5,10,
1821,LGA,New York LaGuardia,1993,12,0.0,0.0,1.0,faa,LGA 1993/12,36,12,19,6,6,1,14,6,23,8,12,4,LGA,17,32,20,9,21,0,2,7,4,62,2,2,3,0,12,12,9,0,1,3,4,19,3,0,0,4,15,24,0,90,2,2,0,28,0,0,14,4,0,0,0,0,29,22,1,0,0,3,7,1,1,35,42,93,0,30,0,5,1,0,4,0,0,8,23,4,5,3,19,23,10,10,15,
1822,LGA,New York LaGuardia,1996,1,0.0,0.0,1.0,faa,LGA 1996/1,10,9,13,9,2,2,7,6,8,8,3,3,LGA,1,3,2,0,2,0,0,2,2,15,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,4,0,13,0,0,0,2,0,0,2,0,0,0,0,0,1,3,0,0,0,1,2,0,0,4,1,13,0,8,0,0,0,0,0,0,0,2,6,2,0,1,3,2,0,1,1,
1823,LGA,New York LaGuardia,1996,10,0.0,0.0,1.0,faa,LGA 1996/10,33,13,21,7,13,5,23,9,26,9,10,4,LGA,7,14,18,4,11,1,0,7,1,30,0,0,0,0,13,4,7,0,2,5,3,7,0,1,0,8,10,10,0,49,0,0,0,8,0,0,6,1,0,1,0,0,24,14,2,0,0,2,4,3,2,15,21,51,0,14,0,0,0,0,0,0,0,5,11,1,6,1,9,25,0,8,7,
1824,NUW,Oak Harbor Whidbey Island NAS,1990,3,0.0,0.0,1.0,faa,NUW 1990/3,46,15,40,10,14,6,10,5,30,11,18,8,NUW,4,34,22,8,8,0,8,12,4,72,0,0,0,0,10,12,16,0,0,0,4,16,2,0,0,6,22,28,0,156,0,0,0,50,0,0,18,2,4,0,0,2,42,40,2,0,0,0,8,8,2,62,34,92,4,54,0,6,0,0,2,0,0,28,30,4,8,6,32,40,40,28,0,0.7628881931304932
1825,NUW,Oak Harbor Whidbey Island NAS,1994,4,0.0,0.0,1.0,faa,NUW 1994/4,24,11,19,9,4,3,5,5,14,7,12,5,NUW,3,19,18,8,9,0,0,13,2,50,0,2,3,0,17,3,9,0,2,7,10,5,1,0,0,14,4,11,0,88,0,1,0,20,1,0,16,1,2,1,0,0,27,13,1,0,0,2,7,1,4,33,16,48,0,30,0,7,3,0,2,0,1,2,15,2,11,2,17,25,15,6,0,
1826,NUW,Oak Harbor Whidbey Island NAS,1996,7,0.0,0.0,1.0,faa,NUW 1996/7,29,19,21,17,16,11,13,10,15,11,12,7,NUW,1,25,18,3,1,0,0,10,1,57,0,0,0,0,16,10,13,0,0,4,1,5,3,0,0,5,12,18,0,98,0,5,0,23,0,0,13,0,0,0,0,0,18,19,1,1,0,3,15,1,0,33,29,61,0,21,0,0,0,0,7,0,0,3,15,2,11,1,14,22,22,5,0,
1827,GJT,Grand Junction Regional,1995,10,0.0,0.0,1.0,faa,GJT 1995/10,40,16,27,11,12,5,17,11,27,13,11,5,GJT,4,30,31,5,8,0,0,27,1,64,1,0,0,0,22,4,19,0,2,4,4,16,3,3,0,12,4,26,0,135,0,0,1,27,1,0,26,0,3,2,0,0,18,29,0,0,1,4,22,3,4,54,42,99,2,22,0,1,3,0,2,0,5,7,14,1,16,3,13,37,13,5,3,
1828,LAS,Las Vegas Metropolitan Area,1988,4,0.0,0.0,1.0,faa,LAS 1988/4,33,17,24,12,16,5,17,10,22,11,11,7,LAS,24,31,18,1,25,0,0,4,0,45,1,1,2,0,10,8,10,0,3,2,4,25,1,1,0,9,15,20,0,62,0,4,0,27,0,0,8,0,0,0,0,0,32,17,1,0,0,3,5,0,1,31,13,66,0,21,0,1,1,0,3,1,0,12,14,0,3,3,21,21,1,14,23,0.7658060789108276
1829,LAS,Las Vegas Metropolitan Area,1989,5,0.0,0.0,1.0,faa,LAS 1989/5,100,28,81,19,50,13,54,13,68,15,38,12,LAS,36,112,66,18,37,3,4,28,2,154,4,0,4,0,45,36,32,0,4,11,12,57,8,6,0,18,34,70,0,226,0,1,0,74,0,0,45,7,5,1,0,0,92,70,2,0,0,13,28,7,5,102,99,272,3,80,0,4,4,0,8,0,0,24,48,2,23,10,59,71,27,26,32,0.5535964965820312
1830,LAS,Las Vegas Metropolitan Area,1990,2,0.0,0.0,1.0,faa,LAS 1990/2,58,21,38,15,31,9,33,13,40,17,19,8,LAS,26,61,55,14,29,1,2,21,3,124,0,0,3,0,35,23,26,0,3,8,13,37,1,1,0,17,25,45,0,206,0,7,0,71,0,0,20,7,1,0,0,0,63,43,4,2,0,9,16,5,8,92,47,163,4,60,0,3,3,1,8,0,0,7,46,5,13,10,38,56,38,23,22,0.3424451748530071
1831,LAS,Las Vegas Metropolitan Area,1995,3,0.0,0.0,1.0,faa,LAS 1995/3,25,15,20,7,8,4,8,7,8,6,8,6,LAS,4,13,16,3,8,0,0,4,2,22,0,0,0,0,4,1,9,0,1,2,4,4,0,0,0,4,2,11,0,43,0,1,0,7,0,0,4,0,0,0,0,0,10,9,0,0,0,1,2,2,4,11,15,35,0,12,0,2,2,0,1,0,0,2,8,2,3,0,7,15,3,2,4,
1832,LAS,Las Vegas Metropolitan Area,1996,6,0.0,0.0,1.0,faa,LAS 1996/6,24,12,29,14,5,5,16,8,21,9,7,3,LAS,6,16,12,4,9,0,1,2,0,30,0,0,0,0,6,1,2,0,1,0,3,10,0,0,0,5,5,12,0,51,0,2,0,13,0,0,4,0,0,0,0,0,14,12,0,1,0,1,1,0,3,15,23,42,0,17,0,1,1,0,2,0,1,2,12,1,2,3,9,7,3,7,6,0.6853851079940796
1833,LAS,Las Vegas Metropolitan Area,1996,11,0.0,0.0,1.0,faa,LAS 1996/11,169,43,169,24,46,11,84,23,135,34,67,16,LAS,93,249,207,45,122,8,17,90,9,387,5,2,19,0,151,86,80,0,15,19,43,164,20,1,1,79,94,190,0,857,0,31,0,290,10,0,98,8,2,8,0,0,192,157,14,12,0,28,50,39,21,380,195,518,8,210,0,14,21,0,49,0,14,78,131,12,60,79,133,249,112,52,83,0.5944405295632103
1834,LAS,Las Vegas Metropolitan Area,2015,3,0.0,0.0,1.0,faa,LAS 2015/3,2,2,2,2,2,2,1,1,0,0,0,0,LAS,7,9,6,2,10,0,0,3,0,21,1,0,0,0,3,4,1,0,2,0,3,7,0,0,1,0,3,5,0,34,0,1,0,8,0,0,2,1,0,0,0,0,8,8,2,0,0,0,2,2,1,11,10,23,0,15,0,2,2,0,0,0,0,0,8,1,1,0,6,5,2,3,6,
1835,MSN,Madison Dane County Regional,1995,6,0.0,0.0,1.0,faa,MSN 1995/6,41,15,30,11,24,4,23,7,29,11,12,6,MSN,25,39,27,3,32,0,2,3,1,47,0,0,2,0,9,9,7,0,2,1,2,33,2,0,0,6,17,30,0,90,0,5,0,28,0,0,18,2,2,4,0,0,17,17,0,0,0,0,16,2,3,31,20,63,0,24,0,2,2,0,7,0,0,7,17,1,10,1,12,33,0,4,25,0.5776833295822144
1836,MSN,Madison Dane County Regional,1999,5,0.0,0.0,1.0,faa,MSN 1999/5,32,14,21,7,6,2,15,8,12,8,6,4,MSN,8,24,33,6,14,0,3,15,3,39,0,0,1,0,8,6,10,0,0,1,3,13,1,0,0,5,13,28,1,77,0,1,0,16,0,0,7,3,2,4,0,1,18,16,1,0,0,5,8,4,7,31,34,84,1,19,0,0,0,0,2,0,0,5,8,3,4,2,10,28,4,10,8,
1837,MSN,Madison Dane County Regional,2001,9,0.0,0.0,1.0,faa,MSN 2001/9,10,8,7,6,3,3,3,2,9,7,7,5,MSN,0,16,13,1,3,0,0,7,0,23,0,0,0,0,8,1,1,0,0,2,0,5,1,0,0,6,13,10,0,51,0,4,0,19,0,0,5,1,3,0,0,0,16,8,0,0,0,1,8,0,0,26,10,30,1,10,0,2,1,0,2,0,0,6,7,0,2,0,11,21,16,0,0,
1838,MSN,Madison Dane County Regional,2016,9,0.0,0.0,1.0,faa,MSN 2016/9,25,7,22,6,22,6,5,2,0,0,1,1,MSN,9,67,65,28,16,2,1,43,0,157,7,10,3,0,39,25,22,0,10,3,24,10,0,0,0,14,20,49,0,283,0,7,0,45,0,0,37,5,3,1,0,0,74,54,2,0,0,9,31,10,5,88,100,195,3,87,0,4,23,0,6,0,0,9,45,0,26,7,46,64,35,12,0,
1839,BMG,Bloomington Monroe County,1988,5,0.0,0.0,1.0,faa,BMG 1988/5,2,2,1,1,1,1,1,1,1,1,0,0,BMG,6,15,9,0,9,0,0,6,0,13,2,2,0,0,9,2,1,0,0,3,0,6,0,0,0,6,7,8,0,38,0,4,1,12,0,0,1,0,0,1,0,0,13,11,2,0,0,0,4,2,0,18,2,15,0,10,0,2,0,0,2,0,0,1,9,0,5,2,8,10,5,2,5,
1840,ABE,Allentown Lehigh Valley Intl,1988,7,0.0,0.0,1.0,faa,ABE 1988/7,29,16,25,13,19,9,21,10,7,6,3,3,ABE,8,18,20,2,9,0,0,6,1,34,0,0,1,0,7,4,10,0,0,0,1,16,1,0,0,2,7,17,0,59,0,0,0,22,0,0,9,0,5,1,0,0,8,4,0,0,0,1,2,0,0,29,22,59,1,21,0,0,1,0,1,0,0,0,16,1,5,0,9,16,9,4,8,
1841,ABE,Allentown Lehigh Valley Intl,1989,4,0.0,0.0,1.0,faa,ABE 1989/4,57,28,26,14,17,7,27,12,31,19,25,13,ABE,24,57,37,14,28,2,3,26,1,91,1,1,2,0,22,18,12,0,2,4,10,34,1,1,0,9,18,47,0,151,0,3,1,58,0,0,19,2,2,2,0,0,37,28,6,1,0,4,15,6,5,84,40,134,3,49,0,1,3,0,3,1,2,14,40,2,5,8,14,42,27,11,19,0.4537125825881958
1842,ABE,Allentown Lehigh Valley Intl,1989,8,0.0,0.0,2.0,faa,ABE 1989/8,44,20,21,13,18,6,16,9,16,11,18,7,ABE,1,41,34,3,8,0,0,9,0,60,0,0,1,0,22,8,10,0,0,3,1,9,3,1,0,2,20,36,0,138,0,1,0,53,0,0,18,1,2,0,0,1,24,29,2,0,0,2,10,1,3,62,18,73,0,27,0,2,2,0,4,0,0,17,10,0,17,8,14,36,43,10,0,0.4661755561828613
1843,ABE,Allentown Lehigh Valley Intl,1989,10,0.0,0.0,1.0,faa,ABE 1989/10,57,19,40,11,27,5,36,10,28,13,9,6,ABE,1,19,10,2,2,0,3,10,0,44,1,0,0,0,12,4,4,0,0,4,3,7,1,0,0,4,14,17,0,81,0,2,0,27,0,0,4,1,0,0,0,1,17,12,0,0,0,3,1,3,1,37,20,43,4,16,0,2,1,0,4,0,0,13,11,0,0,7,12,23,20,4,0,
1844,ABE,Allentown Lehigh Valley Intl,1990,1,0.0,0.0,1.0,faa,ABE 1990/1,11,9,2,2,1,1,5,5,5,3,4,2,ABE,1,10,4,1,4,0,0,0,0,5,0,0,0,0,5,1,2,0,0,0,0,2,0,0,0,2,5,5,1,11,0,1,0,5,0,0,0,0,0,2,0,0,5,3,0,0,0,0,1,0,2,5,1,9,0,3,0,1,0,0,1,0,0,7,5,0,1,3,2,6,1,1,1,
1845,ABE,Allentown Lehigh Valley Intl,1990,3,0.0,0.0,1.0,faa,ABE 1990/3,47,16,15,9,10,4,6,6,34,9,31,6,ABE,0,35,44,3,10,1,1,20,1,66,1,1,0,0,29,4,15,0,2,9,1,38,0,1,0,9,26,38,0,151,0,0,0,65,0,0,23,2,2,1,11,0,29,36,0,0,0,10,12,1,4,85,30,119,4,30,0,10,1,0,0,0,11,8,19,1,8,8,23,56,44,6,0,
1846,ABE,Allentown Lehigh Valley Intl,1991,9,0.0,0.0,1.0,faa,ABE 1991/9,76,31,72,24,34,11,41,18,40,22,21,11,ABE,14,90,67,17,19,0,1,31,0,177,1,0,0,0,48,26,35,0,7,9,18,16,0,2,2,15,33,66,2,312,0,16,0,77,0,0,42,4,2,1,0,0,72,64,2,1,0,6,33,8,5,108,72,197,6,83,0,0,12,0,12,0,3,14,55,3,36,0,50,70,67,21,5,0.3515974283218384
1847,ABE,Allentown Lehigh Valley Intl,1991,10,0.0,0.0,1.0,faa,ABE 1991/10,62,26,39,18,16,8,25,13,39,16,28,11,ABE,7,65,65,11,18,1,5,27,2,94,1,1,6,2,31,24,25,0,5,2,12,14,10,0,0,14,39,53,0,229,0,2,0,60,0,0,33,5,2,4,0,0,45,39,5,0,2,9,20,12,9,87,51,130,2,53,0,2,9,0,13,0,0,19,32,4,16,8,36,65,48,13,2,0.7175489266713461
1848,ABE,Allentown Lehigh Valley Intl,1991,11,0.0,0.0,1.0,faa,ABE 1991/11,34,12,28,7,16,4,10,3,14,6,10,4,ABE,10,24,26,4,12,0,2,8,0,32,0,0,0,0,10,8,12,0,6,0,2,16,2,0,0,0,14,26,0,68,0,0,0,14,0,0,8,2,0,0,0,0,26,20,0,0,0,4,2,0,2,22,26,68,0,22,0,0,0,0,2,0,0,6,12,0,2,4,14,24,0,12,10,0.7428613305091858
1849,ABE,Allentown Lehigh Valley Intl,1992,4,0.0,0.0,1.0,faa,ABE 1992/4,30,11,23,9,17,4,4,3,10,7,16,4,ABE,15,26,20,4,21,0,1,11,0,47,2,2,1,0,15,4,15,0,2,4,3,21,0,0,0,7,6,20,0,82,0,6,0,25,0,0,10,1,2,1,0,0,24,21,0,0,0,5,7,1,5,36,26,73,1,27,0,2,0,0,5,0,0,6,19,0,7,5,12,17,3,10,15,
1850,ABE,Allentown Lehigh Valley Intl,1992,5,0.0,0.0,1.0,faa,ABE 1992/5,6,4,6,3,2,1,0,0,6,4,2,2,ABE,5,14,7,3,6,0,2,3,0,24,0,0,0,0,5,2,9,0,0,0,5,16,0,0,0,1,13,11,0,48,0,0,0,27,0,0,2,0,6,1,0,0,13,15,0,0,0,1,0,0,1,30,4,36,3,10,0,3,2,0,0,0,0,10,6,0,1,4,15,15,16,4,1,
1851,ABE,Allentown Lehigh Valley Intl,1992,6,0.0,0.0,3.0,faa,ABE 1992/6,40,13,40,8,12,3,20,5,40,11,16,6,ABE,22,56,36,8,24,0,0,16,0,50,0,0,2,0,20,4,22,0,2,2,2,36,4,0,0,18,14,36,0,112,0,6,0,36,0,0,14,0,2,2,0,0,22,22,0,0,0,10,20,2,4,52,46,112,2,26,0,0,0,0,10,0,0,4,26,0,8,6,14,32,8,6,20,0.8250865936279297
1852,ABE,Allentown Lehigh Valley Intl,1992,9,0.0,0.0,1.0,faa,ABE 1992/9,37,10,24,5,15,2,12,5,15,6,14,5,ABE,5,31,21,13,9,0,1,10,1,46,1,0,1,0,16,8,8,0,2,3,4,1,0,0,0,6,11,23,0,75,1,1,0,9,0,0,16,3,0,5,0,0,30,20,1,0,0,2,7,0,4,19,20,62,2,34,0,1,3,0,1,0,0,5,19,1,5,0,21,22,9,10,0,
1853,ABE,Allentown Lehigh Valley Intl,1992,10,0.0,0.0,1.0,faa,ABE 1992/10,11,8,10,5,1,1,6,3,10,6,4,3,ABE,4,29,23,8,8,0,1,4,0,30,0,0,3,0,8,4,8,0,0,5,5,7,0,2,0,3,6,20,1,76,0,0,0,24,0,0,12,1,1,2,0,2,11,13,3,0,0,3,5,4,3,28,15,40,0,19,0,0,6,0,0,0,0,7,12,0,6,1,7,15,19,5,3,
1854,ABE,Allentown Lehigh Valley Intl,1993,4,0.0,0.0,1.0,faa,ABE 1993/4,16,9,19,8,11,5,7,5,4,4,3,3,ABE,11,13,16,2,15,0,2,5,0,28,0,0,0,0,9,3,6,0,0,6,4,12,0,0,0,2,5,13,1,43,0,1,0,11,0,0,13,2,1,0,0,0,22,8,0,0,0,0,6,1,2,16,22,54,0,17,0,5,1,0,1,0,0,3,11,0,4,0,15,16,0,6,10,
1855,ABE,Allentown Lehigh Valley Intl,1993,9,0.0,0.0,1.0,faa,ABE 1993/9,42,23,35,15,17,9,19,10,21,13,12,7,ABE,15,33,23,5,16,0,1,5,2,50,0,0,5,0,6,13,16,0,0,5,5,15,0,1,0,6,8,18,0,99,0,1,0,22,0,0,17,3,1,1,0,0,24,20,1,1,0,3,6,4,3,27,28,59,1,28,0,2,1,0,1,0,0,7,18,3,6,2,21,20,6,10,13,0.6790657043457031
1856,ABE,Allentown Lehigh Valley Intl,1995,3,0.0,0.0,1.0,faa,ABE 1995/3,28,17,18,9,4,3,10,7,17,12,10,7,ABE,13,20,15,4,15,0,0,1,1,35,1,2,2,0,7,8,2,0,0,3,8,14,2,0,0,2,13,14,0,52,1,3,0,14,0,0,14,2,0,2,0,0,11,10,2,0,0,1,10,2,4,15,9,37,2,13,0,1,4,0,4,0,0,0,11,1,4,0,9,23,2,4,12,0.4680254459381104
1857,ABE,Allentown Lehigh Valley Intl,1995,7,0.0,0.0,1.0,faa,ABE 1995/7,50,23,36,16,12,7,24,11,38,19,20,9,ABE,24,38,34,10,27,0,1,14,2,88,0,0,2,0,29,13,17,0,3,3,9,33,2,2,0,10,24,30,0,146,0,10,0,37,0,0,21,2,0,2,0,0,28,29,1,1,0,3,17,2,6,51,43,113,1,36,0,2,4,0,10,0,0,11,21,3,16,9,19,48,5,12,23,0.5754933357238771
1858,ABE,Allentown Lehigh Valley Intl,1996,11,0.0,0.0,1.0,faa,ABE 1996/11,64,23,56,13,20,6,20,8,43,19,24,9,ABE,37,63,56,10,42,0,7,25,4,114,2,0,1,1,34,14,27,0,6,4,12,52,2,1,0,18,31,54,0,217,0,12,0,71,0,0,29,3,2,0,0,0,42,44,2,0,0,6,21,7,2,96,57,174,3,52,0,4,7,0,12,0,0,23,35,4,19,14,38,63,20,17,35,0.7267780303955078
1859,ABE,Allentown Lehigh Valley Intl,1998,8,0.0,0.0,1.0,faa,ABE 1998/8,6,6,6,5,2,2,2,2,4,3,2,2,ABE,0,6,2,1,0,0,0,1,0,16,0,0,0,0,0,2,5,0,0,0,3,1,0,0,0,3,4,3,0,23,0,0,0,1,0,0,1,0,0,0,0,0,8,3,1,0,0,2,1,0,1,2,12,15,0,6,0,0,1,0,0,0,0,1,6,0,0,0,7,4,1,3,0,
1860,ABE,Allentown Lehigh Valley Intl,2001,5,0.0,0.0,1.0,faa,ABE 2001/5,37,24,36,12,5,3,25,13,26,16,8,8,ABE,17,41,30,6,17,0,2,12,1,72,1,0,5,2,13,7,11,0,3,4,5,20,1,0,0,8,11,32,0,126,0,3,0,41,0,0,14,0,3,1,0,1,30,19,1,0,0,4,5,3,4,53,35,88,3,35,0,0,3,0,4,0,0,7,29,1,5,6,22,27,18,10,14,0.4266349077224731
1861,ABE,Allentown Lehigh Valley Intl,2001,8,0.0,0.0,1.0,faa,ABE 2001/8,22,12,23,9,7,4,12,7,6,5,4,3,ABE,3,22,31,2,3,0,2,4,1,34,0,0,1,0,6,4,7,0,1,2,2,0,0,0,0,1,13,23,0,89,0,4,0,23,0,0,9,1,0,0,0,0,18,15,0,0,0,0,7,0,1,27,13,36,0,17,0,1,0,0,4,0,0,3,10,1,4,0,14,26,23,4,0,
1862,ABE,Allentown Lehigh Valley Intl,2002,11,0.0,0.0,1.0,faa,ABE 2002/11,20,15,14,9,9,6,8,6,7,7,5,5,ABE,10,13,15,5,10,0,1,10,0,18,1,1,1,0,9,2,8,0,2,1,3,14,1,0,0,7,5,11,0,42,0,1,0,17,0,0,4,0,0,0,0,0,11,12,0,1,0,7,3,0,0,27,12,44,0,10,0,0,2,0,1,0,1,3,8,1,4,3,4,17,3,6,10,
1863,SPS,Wichita Falls Municipal/Sheppard AFB,1988,4,0.0,0.0,1.0,faa,SPS 1988/4,21,13,19,9,7,2,15,8,15,9,3,3,SPS,10,21,37,8,15,0,1,14,3,61,2,0,1,0,15,13,20,0,5,3,4,13,1,0,0,14,6,28,0,118,0,2,0,14,0,0,20,2,3,2,0,0,19,26,0,0,0,4,18,2,3,28,31,80,1,28,0,4,2,0,3,0,0,1,15,3,9,0,13,46,2,5,9,
1864,SPS,Wichita Falls Municipal/Sheppard AFB,1996,6,0.0,0.0,1.0,faa,SPS 1996/6,30,15,23,9,10,4,14,7,28,11,17,7,SPS,17,29,14,5,17,0,1,9,1,48,0,0,3,0,10,9,7,0,0,1,6,23,0,0,0,12,5,20,0,91,0,4,0,28,0,0,11,2,3,1,0,0,19,18,0,0,0,0,9,0,2,37,32,63,2,23,0,0,3,0,4,0,1,4,18,1,4,3,13,19,6,6,15,
1865,MLB,Melbourne Orlando Melbourne Intl,1988,9,0.0,0.0,2.0,faa,MLB 1988/9,57,25,24,12,14,5,31,15,38,16,24,9,MLB,6,31,30,7,9,0,0,21,0,61,0,0,3,0,15,5,9,0,2,4,2,12,0,0,0,5,9,26,0,107,0,0,0,24,0,0,16,2,3,1,2,0,22,24,1,0,0,5,13,3,1,45,34,93,2,33,0,2,2,0,0,0,0,3,19,0,14,2,21,23,14,5,5,
1866,MLB,Melbourne Orlando Melbourne Intl,1990,1,0.0,0.0,1.0,faa,MLB 1990/1,50,19,26,9,22,6,26,12,29,12,21,8,MLB,20,35,36,9,28,0,4,14,0,85,0,0,2,0,22,12,18,0,2,2,11,24,1,2,0,15,10,33,0,148,0,8,0,34,0,0,18,6,0,1,0,0,28,24,0,0,0,6,17,4,10,48,29,92,2,43,0,5,2,0,8,0,0,13,28,0,15,7,30,40,8,7,19,0.6124448776245117
1867,MLB,Melbourne Orlando Melbourne Intl,1997,8,0.0,0.0,1.0,faa,MLB 1997/8,25,11,16,7,3,3,7,4,15,7,11,5,MLB,4,20,11,3,6,1,4,3,3,36,0,0,0,0,8,5,9,0,0,3,0,7,1,0,0,4,7,21,0,60,0,0,0,18,0,0,12,0,0,3,0,1,18,13,0,0,1,2,4,4,1,21,27,53,0,16,0,1,0,0,1,0,0,4,6,4,5,0,9,21,15,6,3,
1868,TCM,Tacoma McChord Field,1990,9,0.0,0.0,1.0,faa,TCM 1990/9,20,8,20,8,14,5,16,6,6,3,10,3,TCM,4,70,34,14,16,0,6,26,2,72,0,2,8,0,22,12,12,0,4,8,6,0,0,2,2,10,22,42,0,172,0,12,0,44,2,0,28,2,0,4,0,0,50,44,2,2,0,4,16,4,8,70,32,90,0,34,0,6,4,0,8,2,0,6,26,4,14,0,22,42,44,12,0,0.8100960254669191
1869,TYR,Tyler Pounds Regional,1994,12,0.0,0.0,1.0,faa,TYR 1994/12,4,3,2,1,0,0,1,1,1,1,1,1,TYR,0,0,0,2,0,0,1,0,0,3,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,3,2,0,4,0,0,0,0,0,0,0,1,3,0,1,0,0,3,0,2,0,
1870,TLH,Tallahassee International,1990,7,0.0,0.0,1.0,faa,TLH 1990/7,24,15,15,10,9,5,12,9,19,12,10,6,TLH,7,29,24,10,10,0,2,6,1,41,1,0,0,0,11,6,11,0,1,2,4,10,0,0,0,6,13,18,0,70,0,2,0,11,0,0,7,0,0,1,0,0,19,19,2,0,0,4,7,2,2,17,21,59,2,23,0,2,0,0,2,0,1,3,20,1,7,0,20,20,4,3,6,
1871,TLH,Tallahassee International,1994,2,0.0,0.0,2.0,faa,TLH 1994/2,80,26,77,17,19,5,20,7,55,18,25,12,TLH,2,70,62,23,18,0,5,12,8,143,2,0,2,0,34,24,24,0,8,7,8,16,3,2,1,8,44,54,0,272,0,14,0,79,0,0,32,3,8,4,0,0,64,53,5,0,0,8,26,8,7,91,101,195,4,68,3,9,6,1,9,0,0,17,46,9,17,3,61,75,68,23,0,
1872,TLH,Tallahassee International,1995,2,0.0,0.0,1.0,faa,TLH 1995/2,51,19,29,13,12,5,35,9,32,16,20,10,TLH,13,25,16,4,15,0,0,10,0,51,0,0,5,0,9,5,5,0,0,2,4,17,2,0,0,5,11,21,0,94,0,0,0,32,0,0,12,2,0,0,0,0,19,20,1,0,0,1,7,0,3,42,28,66,1,17,0,1,2,0,2,0,0,12,14,0,8,2,14,22,17,5,13,0.5138082504272461
1873,TLH,Tallahassee International,1996,10,0.0,0.0,1.0,faa,TLH 1996/10,42,20,28,12,10,6,19,10,21,12,14,7,TLH,21,53,47,9,26,0,1,14,3,72,5,4,3,1,29,19,18,0,5,3,15,23,2,0,1,9,25,34,0,157,1,1,0,39,0,0,24,3,2,2,0,0,47,31,3,1,0,1,17,4,10,53,56,119,3,57,0,5,3,0,4,1,0,9,46,5,12,1,33,51,19,13,17,0.6609230041503906
1874,TLH,Tallahassee International,2000,6,0.0,0.0,2.0,faa,TLH 2000/6,13,8,18,7,7,3,8,4,5,5,3,3,TLH,17,15,18,2,20,0,1,8,0,28,1,0,2,0,10,4,13,0,1,4,5,23,0,1,0,7,19,10,0,68,0,3,0,20,0,0,17,0,2,0,0,0,10,17,2,1,0,5,9,2,5,28,16,50,0,13,0,0,0,0,2,0,0,7,8,1,4,0,5,30,1,5,17,
1875,TLH,Tallahassee International,2000,8,0.0,0.0,1.0,faa,TLH 2000/8,12,10,9,7,4,4,5,4,5,5,4,4,TLH,1,8,4,3,0,0,2,1,0,17,0,0,1,0,0,2,3,0,0,1,5,1,0,0,0,1,2,6,0,16,0,1,0,1,0,0,5,0,1,0,0,0,11,4,0,0,0,0,3,1,2,2,0,15,0,10,0,0,3,0,0,0,0,3,4,0,1,0,8,8,0,5,0,
