,airport_code,year,month,ntsb_incidents,faa_incidents,ATADS_Tracon_Tower,ntsb_accidents
14872,DC08,2006,5,0.0,,,1.0
14873,DCK,2003,7,0.0,,,1.0
14874,DCR,1998,8,0.0,,,1.0
14875,DCU,1983,4,0.0,1.0,,
14876,DCU,1984,4,0.0,1.0,,
14877,DCU,1984,5,0.0,1.0,,
14878,DCU,1984,7,0.0,1.0,,
14879,DCU,1984,8,0.0,1.0,,
14880,DCU,1985,2,0.0,1.0,,
14881,DCU,1995,5,0.0,1.0,,
14882,DCU,1995,10,0.0,,,1.0
14883,DCU,1997,10,0.0,1.0,,
14884,DCU,2005,8,0.0,,,1.0
14885,DCU,2007,4,0.0,,,1.0
14886,DCU,2009,5,0.0,,,2.0
14887,DCU,2014,4,0.0,1.0,,
14888,DCU,2017,9,0.0,1.0,,
14889,DCU,2018,9,0.0,1.0,,
14890,DCY,1991,6,0.0,,,1.0
14891,DCY,2007,1,0.0,,,
14892,DDC,1978,3,0.0,1.0,,
14893,DDC,1979,5,0.0,1.0,,
14894,DDC,1979,6,0.0,1.0,,
14895,DDC,1981,6,0.0,1.0,,
14896,DDC,1984,8,0.0,1.0,,
14897,DDC,1985,5,0.0,1.0,,
14898,DDC,1986,3,0.0,1.0,,
14899,DDC,1986,12,0.0,1.0,,
14900,DDC,1987,12,0.0,1.0,,
14901,DDC,1989,3,0.0,1.0,,
14902,DDC,1992,11,0.0,1.0,,
14903,DDC,1996,7,0.0,1.0,,
14904,DDC,1996,8,0.0,1.0,,
14905,DDC,2000,1,0.0,,,
14906,DDC,2000,7,0.0,1.0,,
14907,DDC,2003,2,0.0,1.0,,
14908,DDC,2003,3,0.0,1.0,,
14909,DDC,2004,2,0.0,,,1.0
14910,DDC,2007,2,0.0,,,1.0
14911,DDC,2007,6,0.0,1.0,,
14912,DDC,2009,12,0.0,,,1.0
14913,DDC,2014,8,0.0,,,1.0
14914,DDC,2015,12,0.0,1.0,,
14915,DDC,2019,3,0.0,1.0,,
14916,DDH,1999,5,0.0,,,1.0
14917,DDH,2002,3,0.0,,,1.0
14918,DDH,2006,8,0.0,,,1.0
14919,DDH,2009,10,0.0,,,1.0
14920,DDJ,1998,5,0.0,,,1.0
14921,DDJ,1998,6,0.0,,,1.0
14922,DDJ,1999,7,0.0,,,1.0
14923,DDJ,1999,9,0.0,,,1.0
14924,DE17,1999,12,0.0,,,1.0
14925,DE17,2001,7,0.0,,,1.0
14926,DE24,1994,11,0.0,,,1.0
14927,DE25,1992,5,0.0,,,1.0
14928,DE25,1998,3,0.0,,,1.0
14929,DE49,2005,7,0.0,,,1.0
14930,DED,1978,12,0.0,1.0,,
14931,DED,1980,6,0.0,1.0,,
14932,DED,1980,9,0.0,1.0,,
14933,DED,1981,10,0.0,1.0,,
14934,DED,1981,12,0.0,1.0,,
14935,DED,1983,3,0.0,1.0,,
14936,DED,1983,6,0.0,1.0,,
14937,DED,1990,5,0.0,,,1.0
14938,DED,1991,1,0.0,,,
14939,DED,1991,2,0.0,1.0,,
14940,DED,1991,6,0.0,2.0,,
14941,DED,1992,4,0.0,2.0,,
14942,DED,1993,3,0.0,1.0,,
14943,DED,1994,11,0.0,,,1.0
14944,DED,1995,3,0.0,1.0,,
14945,DED,1996,2,0.0,1.0,,
14946,DED,1996,3,0.0,2.0,,
14947,DED,1996,9,0.0,1.0,,
14948,DED,1997,2,0.0,1.0,,
14949,DED,1999,4,0.0,1.0,,
14950,DED,1999,12,0.0,,,2.0
14951,DED,2000,1,0.0,,,
14952,DED,2000,9,0.0,,,1.0
14953,DED,2000,10,0.0,,,1.0
14954,DED,2000,11,0.0,1.0,,
14955,DED,2000,12,0.0,1.0,,
14956,DED,2001,3,0.0,1.0,,
14957,DED,2001,4,0.0,1.0,,
14958,DED,2001,8,0.0,2.0,,
14959,DED,2001,11,0.0,,,1.0
14960,DED,2002,4,0.0,1.0,,
14961,DED,2002,5,0.0,,,1.0
14962,DED,2002,9,0.0,2.0,,
14963,DED,2003,1,0.0,,,
14964,DED,2003,5,0.0,1.0,,
14965,DED,2004,5,0.0,1.0,,
14966,DED,2004,11,0.0,1.0,,
14967,DED,2005,1,0.0,,,
14968,DED,2005,4,0.0,,,1.0
14969,DED,2006,5,0.0,1.0,,
14970,DED,2006,7,0.0,,,1.0
14971,DED,2007,3,0.0,1.0,,
14972,DED,2007,5,0.0,1.0,,
14973,DED,2007,6,0.0,1.0,,
14974,DED,2007,12,0.0,1.0,,
14975,DED,2008,3,0.0,,,1.0
14976,DED,2008,6,0.0,1.0,,
14977,DED,2008,10,0.0,1.0,,
14978,DED,2009,9,0.0,1.0,,
14979,DED,2010,1,0.0,,,
14980,DED,2010,9,0.0,,,1.0
14981,DED,2011,10,0.0,,,1.0
14982,DED,2012,3,0.0,,,1.0
14983,DED,2012,4,0.0,,,1.0
14984,DED,2012,8,0.0,,,1.0
14985,DED,2012,9,0.0,1.0,,
14986,DED,2013,2,0.0,1.0,,
14987,DED,2013,5,0.0,1.0,,
14988,DED,2014,3,0.0,1.0,,
14989,DED,2014,5,0.0,,,1.0
14990,DED,2015,1,0.0,,,
14991,DED,2015,3,0.0,1.0,,
14992,DED,2015,4,0.0,1.0,,
14993,DED,2015,7,0.0,1.0,,
14994,DED,2016,4,0.0,1.0,,
14995,DED,2016,10,0.0,1.0,,
14996,DED,2017,2,0.0,1.0,,
14997,DED,2017,5,0.0,1.0,,
14998,DED,2017,7,0.0,1.0,,
14999,DED,2018,11,0.0,1.0,,
15000,DED,2019,2,0.0,1.0,,
15001,DED,2019,8,0.0,1.0,,
15002,DED,2019,9,0.0,,,1.0
15003,DEH,1983,5,0.0,1.0,,
15004,DEH,1994,1,0.0,,,
15005,DEH,2004,8,0.0,,,1.0
15006,DEL,2002,5,0.0,1.0,,
15007,DEL,2017,2,1.0,,,0.0
15008,DEQ,2004,8,0.0,,,1.0
15009,DEQ,2008,4,0.0,,,1.0
15010,DEQ,2019,8,0.0,,,1.0
15011,DEW,2002,3,0.0,,,1.0
15012,DEW,2004,1,0.0,,,
15013,DEW,2011,8,0.0,,,1.0
15014,DEW,2013,10,0.0,,,1.0
15015,DEW,2015,10,0.0,,,1.0
15016,DEW,2019,5,0.0,,,1.0
15017,DFB,2007,6,0.0,,,1.0
15018,DFE,1994,3,0.0,,,1.0
15019,DFI,1981,12,0.0,1.0,,
15020,DFI,1982,11,0.0,1.0,,
15021,DFI,1992,7,0.0,1.0,,
15022,DFI,1997,6,0.0,,,1.0
15023,DFI,2001,1,0.0,,,
15024,DFI,2001,9,0.0,1.0,,
15025,DFI,2016,2,0.0,1.0,,
15026,DGL,1978,1,0.0,3.0,,
15027,DGL,1978,3,0.0,1.0,,
15028,DGL,1978,7,0.0,1.0,,
15029,DGL,1978,10,0.0,1.0,,
15030,DGL,1978,11,0.0,2.0,,
15031,DGL,1979,4,0.0,1.0,,
15032,DGL,1979,7,0.0,1.0,,
15033,DGL,1979,11,0.0,2.0,,
15034,DGL,1980,1,0.0,2.0,,
15035,DGL,1981,4,0.0,1.0,,
15036,DGL,1982,4,0.0,1.0,,
15037,DGL,1982,9,0.0,1.0,,
15038,DGL,1982,11,0.0,1.0,,
15039,DGL,1983,5,0.0,1.0,,
15040,DGL,1983,7,0.0,1.0,,
15041,DGL,1985,12,0.0,1.0,,
15042,DGL,1986,3,0.0,1.0,,
15043,DGL,1986,7,0.0,1.0,,
15044,DGL,1986,10,0.0,1.0,,
15045,DGL,1988,6,0.0,1.0,,
15046,DGL,1989,10,0.0,,,1.0
15047,DGL,1989,12,0.0,1.0,,
15048,DGL,1991,1,0.0,,,
15049,DGL,1992,5,0.0,1.0,,
15050,DGL,1993,1,0.0,,,
15051,DGL,1993,6,0.0,,,1.0
15052,DGL,2007,3,0.0,,,1.0
15053,DGL,2007,11,0.0,1.0,,
15054,DGL,2010,4,0.0,1.0,,
15055,DGW,1981,4,0.0,1.0,,
15056,DGW,1981,10,0.0,1.0,,
15057,DGW,1983,6,0.0,1.0,,
15058,DGW,1984,1,0.0,,,
15059,DGW,1985,8,0.0,1.0,,
15060,DGW,1990,6,0.0,,,1.0
15061,DGW,1993,6,0.0,,,1.0
15062,DGW,1998,9,0.0,,,1.0
15063,DGW,2000,8,0.0,,,1.0
15064,DGW,2004,7,0.0,,,1.0
15065,DGW,2011,9,0.0,,,1.0
15066,DGW,2018,7,0.0,1.0,,
15067,DHT,1980,4,0.0,1.0,,
15068,DHT,1980,6,0.0,1.0,,
15069,DHT,1982,2,0.0,1.0,,
15070,DHT,1984,6,0.0,1.0,,
15071,DHT,1987,6,0.0,1.0,,
15072,DHT,1988,10,0.0,2.0,,
15073,DHT,1991,8,0.0,,,1.0
15074,DHT,1995,3,0.0,,,1.0
15075,DHT,1998,12,0.0,1.0,,
15076,DHT,2002,6,0.0,,,1.0
15077,DHT,2005,4,0.0,1.0,,
15078,DHT,2009,9,0.0,,,1.0
15079,DHT,2010,7,0.0,1.0,,
15080,DHT,2010,11,0.0,1.0,,
15081,DHT,2014,9,0.0,1.0,,
15082,DHT,2017,1,0.0,,,
15083,DHT,2017,5,0.0,1.0,,
15084,DHT,2017,6,0.0,,,1.0
15085,DIJ,2006,3,0.0,,,1.0
15086,DIJ,2015,8,0.0,,,1.0
15087,DIK,1978,7,0.0,1.0,,
15088,DIK,1978,11,0.0,1.0,,
15089,DIK,1979,2,0.0,1.0,,
15090,DIK,1982,7,0.0,1.0,,
15091,DIK,1983,2,0.0,1.0,,
15092,DIK,1984,6,0.0,1.0,,
15093,DIK,1988,11,0.0,1.0,,
15094,DIK,1991,5,0.0,1.0,,
15095,DIK,1993,8,1.0,,,0.0
15096,DIK,1994,8,0.0,1.0,,
15097,DIK,1994,11,0.0,,,1.0
15098,DIK,1995,8,0.0,,,1.0
15099,DIK,1997,5,0.0,,,1.0
15100,DIK,2000,3,0.0,1.0,,
15101,DIK,2000,11,0.0,1.0,,
15102,DIK,2007,2,0.0,,,1.0
15103,DIK,2007,5,0.0,1.0,,
15104,DIK,2011,6,0.0,1.0,,
15105,DIK,2013,12,0.0,1.0,,
15106,DJN,2011,8,0.0,1.0,,
15107,DKB,1988,7,0.0,,,1.0
15108,DKB,1990,11,0.0,,,1.0
15109,DKB,1992,5,0.0,,,1.0
15110,DKB,1992,6,0.0,,,1.0
15111,DKB,1993,5,0.0,,,1.0
15112,DKB,1993,6,0.0,,,1.0
15113,DKB,1996,4,0.0,,,1.0
15114,DKB,2004,5,0.0,,,1.0
15115,DKB,2010,3,0.0,,,1.0
15116,DKB,2012,12,0.0,,,1.0
15117,DKB,2017,11,0.0,,,1.0
15118,DKB,2018,5,0.0,,,1.0
15119,DKK,1979,2,0.0,1.0,,
15120,DKK,1980,12,0.0,1.0,,
15121,DKK,1986,8,0.0,1.0,,
15122,DKK,1989,11,0.0,,,1.0
15123,DKK,1992,9,0.0,1.0,,
15124,DKK,1993,12,0.0,1.0,,
15125,DKK,1995,5,0.0,1.0,,
15126,DKK,1995,7,0.0,1.0,,
15127,DKK,1997,11,0.0,1.0,,
15128,DKK,1998,10,0.0,,,1.0
15129,DKK,1999,11,0.0,1.0,,
15130,DKK,2000,8,0.0,,,1.0
15131,DKK,2001,6,0.0,1.0,,
15132,DKK,2005,12,0.0,,,2.0
15133,DKK,2009,3,0.0,1.0,,
15134,DKK,2012,8,0.0,1.0,,
15135,DKK,2013,3,0.0,1.0,,
15136,DKK,2015,7,0.0,,,1.0
15137,DKK,2017,9,0.0,,,1.0
15138,DKX,1988,3,0.0,,,2.0
15139,DKX,1989,6,0.0,,,1.0
15140,DKX,1990,1,0.0,,,
15141,DKX,1992,7,0.0,,,1.0
15142,DKX,1992,10,0.0,,,1.0
15143,DKX,1996,1,0.0,,,
15144,DKX,1996,7,0.0,,,1.0
15145,DKX,1997,10,0.0,,,1.0
15146,DKX,2003,10,0.0,,,1.0
15147,DKX,2008,9,0.0,,,1.0
15148,DKX,2013,4,0.0,,,1.0
15149,DKX,2013,8,0.0,,,1.0
15150,DKX,2015,10,0.0,,,1.0
15151,DKX,2017,12,0.0,,,1.0
15152,DKX,2019,10,0.0,,,1.0
15153,DL2,1991,6,0.0,,,1.0
15154,DL5,1989,6,0.0,,,1.0
15155,DLF,1981,5,0.0,1.0,,
15156,DLF,1984,12,0.0,1.0,,
15157,DLF,1985,1,0.0,,,
15158,DLF,1985,9,0.0,1.0,,
15159,DLF,2012,7,0.0,1.0,,
15160,DLG,1979,8,0.0,1.0,,
15161,DLG,1980,2,0.0,1.0,,
15162,DLG,1980,4,0.0,1.0,,
15163,DLG,1980,7,0.0,1.0,,
15164,DLG,1980,8,0.0,1.0,,
15165,DLG,1982,7,0.0,1.0,,
15166,DLG,1982,9,0.0,1.0,,
15167,DLG,1983,7,0.0,1.0,,
15168,DLG,1985,1,0.0,,,
15169,DLG,1985,5,0.0,1.0,,
15170,DLG,1985,6,0.0,1.0,,
15171,DLG,1986,2,0.0,1.0,,
15172,DLG,1986,7,0.0,1.0,,
15173,DLG,1987,3,0.0,1.0,,
15174,DLG,1988,4,0.0,1.0,,
15175,DLG,1988,5,0.0,1.0,,
15176,DLG,1990,7,0.0,,,1.0
15177,DLG,1992,4,0.0,1.0,,
15178,DLG,1992,6,2.0,,,0.0
15179,DLG,1993,5,0.0,,,1.0
15180,DLG,1993,7,0.0,1.0,,
15181,DLG,1995,5,0.0,,,1.0
15182,DLG,1995,9,0.0,1.0,,
15183,DLG,1996,4,0.0,1.0,,
15184,DLG,1996,5,0.0,,,2.0
15185,DLG,1996,6,0.0,1.0,,
15186,DLG,1996,8,0.0,1.0,,
15187,DLG,1997,1,0.0,,,
15188,DLG,1997,5,0.0,,,1.0
15189,DLG,1998,3,0.0,,,1.0
15190,DLG,1998,8,0.0,,,1.0
15191,DLG,1998,9,0.0,1.0,,
15192,DLG,1999,5,0.0,,,1.0
15193,DLG,1999,11,0.0,,,1.0
15194,DLG,2001,10,0.0,,,1.0
15195,DLG,2005,5,0.0,,,2.0
15196,DLG,2007,3,0.0,1.0,,
15197,DLG,2008,1,0.0,,,
15198,DLG,2010,7,0.0,1.0,,
15199,DLG,2012,4,0.0,1.0,,
15200,DLG,2012,5,0.0,1.0,,
15201,DLG,2014,7,0.0,,,1.0
15202,DLG,2016,10,0.0,2.0,,
15203,DLG,2017,4,0.0,1.0,,
15204,DLG,2019,7,0.0,1.0,,
15205,DLL,1995,8,0.0,1.0,,
15206,DLL,2000,10,0.0,,,1.0
15207,DLL,2001,12,0.0,1.0,,
15208,DLL,2009,6,0.0,1.0,,
15209,DLL,2010,4,0.0,,,1.0
15210,DLL,2010,8,0.0,,,1.0
15211,DLN,1986,6,0.0,1.0,,
15212,DLN,1988,9,0.0,1.0,,
15213,DLN,1990,7,0.0,1.0,,
15214,DLN,1990,9,0.0,,,1.0
15215,DLN,2000,7,0.0,1.0,,
15216,DLN,2007,5,0.0,,,1.0
15217,DLN,2008,8,0.0,,,1.0
15218,DLO,1992,6,0.0,,,1.0
15219,DLO,1993,8,0.0,,,1.0
15220,DLO,1995,12,0.0,,,1.0
15221,DLO,1998,5,0.0,,,1.0
15222,DLO,2000,4,0.0,,,1.0
15223,DLO,2005,8,0.0,,,1.0
15224,DLO,2012,4,0.0,,,1.0
15225,DLO,2012,7,0.0,,,1.0
15226,DLO,2013,1,0.0,,,
15227,DLS,1978,4,0.0,1.0,,
15228,DLS,1978,5,0.0,2.0,,
15229,DLS,1980,8,0.0,1.0,,
15230,DLS,1980,9,0.0,1.0,,
15231,DLS,1980,10,0.0,1.0,,
15232,DLS,1981,8,0.0,1.0,,
15233,DLS,1983,9,0.0,1.0,,
15234,DLS,1986,8,0.0,1.0,,
15235,DLS,1988,4,0.0,,,1.0
15236,DLS,1988,7,0.0,,,1.0
15237,DLS,1991,11,0.0,1.0,,
15238,DLS,1992,7,0.0,1.0,,
15239,DLS,1992,9,0.0,,,1.0
15240,DLS,1992,10,0.0,1.0,,
15241,DLS,1997,5,0.0,,,1.0
15242,DLS,2004,9,0.0,,,1.0
15243,DLS,2005,2,0.0,,,1.0
15244,DLS,2007,6,0.0,1.0,,
15245,DLS,2009,10,0.0,1.0,,
15246,DLS,2010,6,0.0,1.0,,
15247,DLS,2015,2,0.0,,,1.0
15248,DLS,2015,8,0.0,,,1.0
15249,DLS,2016,8,0.0,,,1.0
15250,DLS,2017,3,0.0,,,1.0
15251,DLS,2018,6,0.0,1.0,,
15252,DLS,2019,7,0.0,,,1.0
15253,DLT,1989,8,0.0,,,1.0
15254,DLZ,1989,3,0.0,,,1.0
15255,DLZ,1992,6,0.0,,,1.0
15256,DLZ,2008,9,0.0,,,1.0
15257,DLZ,2010,7,0.0,,,1.0
15258,DLZ,2016,9,0.0,,,1.0
15259,DLZ,2018,9,0.0,,,1.0
15260,DLZ,2019,12,0.0,,,1.0
15261,DMA,1992,11,0.0,,,1.0
15262,DMN,1978,3,0.0,1.0,,
15263,DMN,1985,4,0.0,1.0,,
15264,DMN,1986,2,0.0,1.0,,
15265,DMN,1987,11,0.0,1.0,,
15266,DMN,1988,5,0.0,1.0,,
15267,DMN,1988,6,0.0,1.0,,
15268,DMN,1990,8,0.0,1.0,,
15269,DMN,1990,10,0.0,1.0,,
15270,DMN,1991,5,0.0,1.0,,
15271,DMN,1991,6,0.0,,,1.0
15272,DMN,1991,7,0.0,2.0,,
15273,DMN,1993,9,0.0,,,1.0
15274,DMN,1994,5,0.0,,,1.0
15275,DMN,2001,9,0.0,,,1.0
15276,DMN,2002,6,0.0,,,1.0
15277,DMN,2003,11,0.0,,,1.0
15278,DMN,2004,10,0.0,1.0,,
15279,DMN,2005,5,0.0,1.0,,
15280,DMN,2005,12,0.0,1.0,,
15281,DMN,2009,7,0.0,,,1.0
15282,DMN,2010,4,0.0,1.0,,
15283,DMN,2011,7,0.0,1.0,,
15284,DMN,2016,6,0.0,,,1.0
15285,DMN,2016,10,0.0,,,1.0
15286,DMO,1992,7,0.0,1.0,,
15287,DMO,2000,5,0.0,1.0,,
15288,DMO,2000,10,0.0,1.0,,
15289,DMO,2001,7,0.0,,,1.0
15290,DMO,2007,10,0.0,1.0,,
15291,DMO,2007,11,0.0,1.0,,
15292,DMO,2014,9,0.0,1.0,,
15293,DMO,2017,8,0.0,1.0,,
15294,DMO,2018,5,0.0,1.0,,
15295,DMO,2018,6,0.0,,,1.0
15296,DMS,1989,11,0.0,,,1.0
15297,DMW,1986,12,0.0,1.0,,
15298,DMW,1987,1,0.0,,,
15299,DMW,1989,11,0.0,1.0,,
15300,DMW,1990,6,0.0,3.0,,
15301,DMW,1990,9,0.0,1.0,,
15302,DMW,1991,2,0.0,1.0,,
15303,DMW,1991,5,0.0,1.0,,
15304,DMW,1991,10,0.0,1.0,,
15305,DMW,1992,2,0.0,1.0,,
15306,DMW,1992,3,0.0,1.0,,
15307,DMW,1994,2,0.0,1.0,,
15308,DMW,1994,3,0.0,1.0,,
15309,DMW,1994,5,0.0,2.0,,
15310,DMW,1994,6,0.0,1.0,,
15311,DMW,1997,2,0.0,1.0,,
15312,DMW,1997,3,0.0,1.0,,
15313,DMW,1998,7,0.0,1.0,,
15314,DMW,1998,10,0.0,1.0,,
15315,DMW,2000,6,0.0,1.0,,
15316,DMW,2001,6,0.0,1.0,,
15317,DMW,2003,5,0.0,1.0,,
15318,DMW,2003,11,0.0,,,1.0
15319,DMW,2004,12,0.0,1.0,,
15320,DMW,2005,5,0.0,1.0,,
15321,DMW,2006,8,0.0,1.0,,
15322,DMW,2008,1,0.0,,,
15323,DMW,2010,11,0.0,1.0,,
15324,DMW,2011,8,0.0,1.0,,
15325,DMW,2012,6,0.0,,,1.0
15326,DMW,2014,12,0.0,,,2.0
15327,DMW,2015,6,0.0,,,1.0
15328,DMW,2015,11,0.0,,,1.0
15329,DMW,2017,1,0.0,,,
15330,DMW,2017,3,0.0,1.0,,
15331,DMW,2017,6,0.0,1.0,,
15332,DMW,2018,4,0.0,1.0,,
15333,DMW,2018,5,0.0,,,1.0
15334,DMW,2019,6,0.0,,,1.0
15335,DNA,2018,6,0.0,,,1.0
15336,DNA,2018,8,0.0,,,1.0
15337,DNL,1979,3,0.0,1.0,,
15338,DNL,1989,5,0.0,,,1.0
15339,DNL,1989,7,0.0,1.0,,
15340,DNL,1990,3,0.0,1.0,,
15341,DNL,1991,4,0.0,1.0,,
15342,DNL,1991,9,0.0,1.0,,
15343,DNL,1992,10,0.0,1.0,,
15344,DNL,1993,4,0.0,,,1.0
15345,DNL,1994,2,0.0,1.0,,
15346,DNL,1995,2,0.0,1.0,,
15347,DNL,1999,4,0.0,1.0,,
15348,DNL,2000,5,0.0,1.0,,
15349,DNL,2000,8,0.0,,,1.0
15350,DNL,2001,2,0.0,,,1.0
15351,DNL,2001,10,0.0,1.0,,
15352,DNL,2004,4,0.0,1.0,,
15353,DNL,2004,10,0.0,,,1.0
15354,DNL,2010,4,0.0,,,1.0
15355,DNL,2019,10,0.0,,,1.0
15356,DNN,1978,5,0.0,1.0,,
15357,DNN,1980,11,0.0,1.0,,
15358,DNN,1983,4,0.0,1.0,,
15359,DNN,1986,5,0.0,1.0,,
15360,DNN,1987,7,0.0,1.0,,
15361,DNN,1992,3,0.0,,,1.0
15362,DNN,1992,4,0.0,1.0,,
15363,DNN,1993,3,0.0,1.0,,
15364,DNN,1993,11,0.0,1.0,,
15365,DNN,1995,10,0.0,,,1.0
15366,DNN,1997,8,0.0,,,1.0
15367,DNN,1998,9,0.0,,,1.0
15368,DNN,1999,4,0.0,1.0,,
15369,DNN,1999,5,0.0,1.0,,
15370,DNN,1999,9,0.0,1.0,,
15371,DNN,2000,8,0.0,1.0,,
15372,DNN,2001,10,0.0,1.0,,
15373,DNN,2005,10,0.0,1.0,,
15374,DNN,2006,11,0.0,,,2.0
15375,DNN,2008,3,0.0,1.0,,
15376,DNN,2009,8,0.0,,,1.0
15377,DNN,2012,6,0.0,,,1.0
15378,DNN,2013,8,0.0,1.0,,
15379,DNPO,2018,2,0.0,,,1.0
15380,DNS,1978,11,0.0,1.0,,
15381,DNS,1993,12,0.0,,,1.0
15382,DNS,1995,11,0.0,1.0,,
15383,DNS,2002,1,0.0,,,
15384,DNS,2010,8,0.0,1.0,,
15385,DNS,2012,3,0.0,1.0,,
15386,DNS,2016,12,0.0,1.0,,
15387,DNV,1979,4,0.0,1.0,,
15388,DNV,1979,5,0.0,1.0,,
15389,DNV,1980,5,0.0,1.0,,
15390,DNV,1980,10,0.0,1.0,,
15391,DNV,1980,11,0.0,1.0,,
15392,DNV,1981,7,0.0,1.0,,
15393,DNV,1981,12,0.0,2.0,,
15394,DNV,1982,10,0.0,1.0,,
15395,DNV,1983,1,0.0,,,
15396,DNV,1983,3,0.0,1.0,,
15397,DNV,1983,9,0.0,1.0,,
15398,DNV,1984,1,0.0,2.0,,
15399,DNV,1984,5,0.0,1.0,,
15400,DNV,1987,1,0.0,,,
15401,DNV,1988,1,0.0,,,
15402,DNV,1988,10,0.0,1.0,,
15403,DNV,1989,5,0.0,1.0,,
15404,DNV,1989,8,0.0,1.0,,
15405,DNV,1989,12,0.0,1.0,,
15406,DNV,1992,10,0.0,1.0,,
15407,DNV,1996,4,0.0,2.0,,
15408,DNV,1998,2,0.0,1.0,,
15409,DNV,1999,12,0.0,,,1.0
15410,DNV,2000,5,0.0,1.0,,
15411,DNV,2000,11,0.0,,,1.0
15412,DNV,2001,9,0.0,1.0,,
15413,DNV,2001,11,0.0,,,1.0
15414,DNV,2001,12,0.0,1.0,,
15415,DNV,2002,12,0.0,1.0,,
15416,DNV,2004,5,0.0,1.0,,
15417,DNV,2004,12,0.0,1.0,,
15418,DNV,2006,7,0.0,1.0,,
15419,DNV,2010,1,0.0,,,
15420,DOV,1978,6,0.0,1.0,,
15421,DOV,1978,8,0.0,2.0,,
15422,DOV,1979,7,0.0,1.0,,
15423,DOV,1986,11,0.0,1.0,,
15424,DOV,1988,10,0.0,1.0,,
15425,DOV,1989,6,0.0,,,1.0
15426,DOV,1991,1,0.0,2.0,,
15427,DOV,1992,3,0.0,1.0,,
15428,DOV,1999,8,0.0,1.0,,
15429,DOV,2000,6,0.0,1.0,,
15430,DOV,2005,8,0.0,1.0,,
15431,DOV,2006,7,0.0,1.0,,
15432,DOV,2012,11,0.0,2.0,,
15433,DOV,2013,1,0.0,,,
15434,DOV,2013,8,0.0,1.0,,
15435,DOV,2015,6,0.0,1.0,,
15436,DOV,2016,10,0.0,1.0,,
15437,DOV,2017,9,0.0,1.0,,
15438,DOV,2019,1,0.0,,,
15439,DPG,1991,3,0.0,1.0,,
15440,DPG,2009,8,0.0,1.0,,
15441,DPL,2006,4,0.0,,,1.0
15442,DPL,2013,11,0.0,,,1.0
15443,DQH,2010,8,0.0,,,1.0
15444,DQH,2010,10,0.0,,,1.0
15445,DQH,2012,3,0.0,,,1.0
15446,DQH,2019,10,0.0,,,1.0
15447,DRA,1992,10,0.0,1.0,,
15448,DRA,1999,6,0.0,1.0,,
15449,DRA,2008,3,0.0,,,1.0
15450,DRE,1991,10,0.0,1.0,,
15451,DRE,2001,7,0.0,1.0,,
15452,DRF,1989,7,0.0,1.0,,
15453,DRG,1978,7,0.0,1.0,,
15454,DRG,1981,12,0.0,1.0,,
15455,DRG,1990,9,0.0,,,1.0
15456,DRI,1992,12,0.0,,,1.0
15457,DRI,2016,2,0.0,1.0,,
15458,DRO,1987,2,0.0,1.0,,
15459,DRO,1988,1,0.0,,,
15460,DRO,1988,2,0.0,,,1.0
15461,DRO,1989,8,0.0,,,1.0
15462,DRO,1990,6,0.0,,,1.0
15463,DRO,1990,9,0.0,,,1.0
15464,DRO,1991,2,0.0,,,1.0
15465,DRO,1995,5,0.0,,,1.0
15466,DRO,1995,12,0.0,,,1.0
15467,DRO,1996,8,0.0,,,1.0
15468,DRO,1999,3,0.0,,,1.0
15469,DRO,2002,12,0.0,,,1.0
15470,DRO,2004,4,0.0,,,1.0
15471,DRO,2009,3,0.0,,,1.0
15472,DRO,2013,6,0.0,,,1.0
15473,DRO,2014,7,0.0,,,2.0
15474,DRO,2015,6,0.0,,,1.0
15475,DRO,2017,1,0.0,,,
15476,DRT,1978,2,0.0,1.0,,
15477,DRT,1980,11,0.0,1.0,,
15478,DRT,1980,12,0.0,1.0,,
15479,DRT,1981,5,0.0,1.0,,
15480,DRT,1985,8,0.0,1.0,,
15481,DRT,1987,12,0.0,1.0,,
15482,DRT,1988,11,0.0,1.0,,
15483,DRT,1989,7,0.0,,,1.0
15484,DRT,1990,3,0.0,1.0,,
15485,DRT,1990,5,0.0,1.0,,
15486,DRT,1991,1,0.0,2.0,,
15487,DRT,1996,5,0.0,1.0,,
15488,DRT,1997,1,0.0,,,
15489,DRT,1998,4,0.0,,,2.0
15490,DRT,2000,7,0.0,1.0,,
15491,DRT,2001,4,0.0,,,1.0
15492,DRT,2001,7,0.0,1.0,,
15493,DRT,2002,9,0.0,,,1.0
15494,DRT,2003,9,0.0,,,1.0
15495,DRT,2005,6,0.0,1.0,,
15496,DRT,2011,5,0.0,1.0,,
15497,DRT,2015,8,0.0,1.0,,
15498,DSI,1980,5,0.0,1.0,,
15499,DSI,1981,1,0.0,,,
15500,DSI,1982,5,0.0,1.0,,
15501,DSI,1983,9,0.0,1.0,,
15502,DSI,1986,1,0.0,,,
15503,DSI,1989,7,0.0,1.0,,
15504,DSI,1990,7,0.0,1.0,,
15505,DSI,1992,2,0.0,1.0,,
15506,DSI,1993,12,0.0,1.0,,
15507,DSI,1996,6,0.0,1.0,,
15508,DSI,1998,6,0.0,2.0,,
15509,DSI,1999,5,0.0,1.0,,
15510,DSI,2002,10,0.0,2.0,,
15511,DSI,2004,2,0.0,1.0,,
15512,DSI,2005,6,0.0,1.0,,
